Unnamed: 0,이미지 이름,text_rate,title_rate,part_1,part_2,part_3,part_4,part_5,part_6,part_7,part_8,part_9,part_10,part_11,part_12
497,로스트 도터.jpg,0.414378925331472,0.0386140963014655,0,1,1,0,0,0,0,0,0,0,0,0
498,로스트 시티.jpg,0.216650748396294,0.0424340698503207,1,1,1,0,0,0,0,0,0,0,0,0
499,로우리스- 나쁜 영웅들.jpg,0.374582157082641,0.0893708186704822,1,1,1,1,1,1,0,0,0,0,0,0
500,로켓맨.jpg,0.198779069767442,0.110372093023256,0,0,0,1,1,1,1,1,1,0,0,0
501,론 레인저.jpg,0.305577715574217,0.0487951947749009,1,1,1,0,0,0,0,0,0,0,0,0
502,론 서바이버.jpg,0.376369450743256,0.0540547023454142,0,0,0,0,0,0,0,0,0,1,1,1
503,롤러코스터.jpg,0.124082051282051,0.095950271950272,1,1,1,0,0,0,0,0,0,0,0,0
504,롱 리브 더 킹- 목포 영웅.jpg,0.663296634260139,0.0481382270998184,1,1,1,0,0,0,0,0,0,0,0,0
505,롱 샷.jpg,0.1984731517593,0.112101190699101,1,1,1,1,1,1,0,0,0,0,0,0
506,루비 스팍스.jpg,0.345024169534785,0.17017518078812,0,0,0,0,0,0,1,1,1,1,1,1
507,루시.jpg,0.268054478062236,0.0720765451254202,1,1,0,1,1,0,0,0,0,0,0,0
508,루이스 웨인- 사랑을 그린 고양이 화가.jpg,0.162738304093567,0.0913055555555556,0,0,0,0,0,0,1,1,1,1,1,1
509,루터.jpg,0.225370309235284,0.0924621840552375,1,1,0,1,1,0,0,0,0,0,0,0
510,룸 쉐어링.jpg,0.0982821052631579,0.0344056140350877,0,0,0,0,0,0,1,1,1,0,0,0
511,룸.jpg,0.13603928964325,0.029976740531196,0,1,0,0,1,0,0,0,0,0,0,0
512,르 아브르.jpg,0.377581598560781,0.132669408035638,0,0,0,0,0,0,1,1,1,1,1,1
513,르누아르.jpg,0.30754464850028,0.110537768387598,0,0,0,0,0,0,0,1,1,0,1,1
514,리멤버.jpg,0.150716783300173,0.0818569867743439,0,1,0,0,1,0,0,1,0,0,0,0
515,리바운드.jpg,0.17940473970474,0.104163791763792,0,0,0,0,0,0,0,1,0,1,1,0
516,리빙- 어떤 인생.jpg,0.654032984944756,0.265234062086031,0,0,0,1,1,1,1,1,1,0,0,0
517,리스타트.jpg,0.153100243100243,0.0924924924924925,0,1,1,0,0,0,0,0,0,0,0,0
518,리스펙트.jpg,0.26070919252827,0.118070060970181,0,0,0,1,1,1,1,1,1,0,0,0
519,리얼 스틸.jpg,0.124042677336001,0.0427106776694174,1,1,1,0,0,0,0,0,0,0,0,0
520,리얼.jpg,0.153315248509279,0.0447992515309476,0,1,0,0,1,0,0,0,0,0,0,0
521,리틀 보이.jpg,0.219584031043418,0.0680257078302242,0,0,0,0,0,0,1,1,1,0,0,0
522,리틀 애쉬 - 달리가 사랑한 그림.jpg,0.316510969568295,0.0977441613588111,1,1,1,1,1,1,0,0,0,0,0,0
523,리틀 포레스트 2- 겨울과 봄.jpg,0.275698106630849,0.12826471710643,1,1,1,1,1,1,0,0,0,0,0,0
524,리틀 포레스트.jpg,0.152962675631411,0.106563227307991,1,1,1,1,1,1,0,0,0,0,0,0
525,리플레이.jpg,0.197082391553034,0.0820751070681106,1,1,1,0,0,0,0,0,0,0,0,0
526,립반윙클의 신부.jpg,0.103751347827177,0.0302414804784473,1,1,1,0,0,0,0,0,0,0,0,0
527,링컨- 뱀파이어 헌터.jpg,0.184217632462414,0.0371022478470296,1,1,1,0,0,0,0,0,0,0,0,0
528,링컨.jpg,0.383303333333333,0.0320517543859649,0,0,0,1,1,0,0,0,0,0,0,0
529,마녀(魔女) Part2. The Other One.jpg,0.400080497280497,0.355560217560218,1,1,1,1,1,1,1,1,1,1,1,1
530,마담 웹.jpg,0.119706767854916,0.0695580140024585,1,1,1,0,1,0,0,0,0,0,0,0
531,마담 프루스트의 비밀정원.jpg,0.180809368698619,0.0956060183030867,1,1,1,1,1,1,0,0,0,0,0,0
532,마더!.jpg,0.226056105698843,0.105934949345802,1,1,1,1,1,0,0,0,0,0,0,0
533,마돈나.jpg,0.161158109684948,0.049294049008168,0,1,1,0,0,0,0,0,0,0,0,0
534,마리 퀴리.jpg,0.148496744186046,0.0333395348837209,1,1,1,0,0,0,0,0,0,0,0,0
535,마릴린 먼로와 함께한 일주일.jpg,0.350881499933812,0.104839324323782,1,1,1,0,0,0,0,0,0,0,0,0
536,마마.jpg,0.208016308354714,0.0542776254091834,1,1,0,0,1,0,0,0,0,0,0,0
537,마미.jpg,0.145087631926966,0.0345035044971874,0,1,0,1,1,1,0,0,0,0,0,0
538,마법사의 제자.jpg,0.329823071479123,0.0837473460721868,1,1,1,0,0,0,0,0,0,0,0,0
539,마션.jpg,0.174845945166286,0.0297221037007398,0,1,0,0,0,0,0,0,0,0,0,0
540,마스터.jpg,0.255882072082723,0.0638991833171149,0,0,0,0,0,0,0,0,0,1,1,1
541,마에스트로 번스타인.jpg,0.0676643990929705,0.0255081426509998,0,0,0,0,0,0,0,0,0,1,1,0
542,마에스트로.jpg,0.138735417425668,0.0311878524133736,1,1,1,0,0,0,0,0,0,0,0,0
543,마오의 라스트 댄서.jpg,0.204370089786756,0.105218855218855,1,1,1,1,1,1,0,0,0,0,0,0
544,마음이2.jpg,0.292499558381911,0.19510687157746,1,1,1,1,1,1,0,0,0,0,0,0
545,마이 뉴욕 다이어리.jpg,0.190748603351955,0.0220460893854749,0,0,0,0,1,0,1,1,1,0,0,0
546,마이 리틀 히어로.jpg,0.231719932959602,0.119368895567243,1,1,1,1,1,1,0,0,0,0,0,0
547,마이 스파이.jpg,0.409212346827982,0.0680192337521328,1,1,1,0,0,0,0,0,0,0,0,0
548,마일22.jpg,0.198763092424916,0.08469201536163,0,0,0,0,0,0,1,1,1,0,1,0
549,마일스.jpg,0.198633853297993,0.131436192080538,0,0,0,1,1,1,1,1,1,0,0,0
550,마지막 4중주.jpg,0.289017100962493,0.11184607327952,0,0,0,0,0,0,1,1,1,1,1,1
551,마크맨.jpg,0.418461085271318,0.139420465116279,0,0,0,1,1,1,0,1,0,0,0,0
552,마티아스와 막심.jpg,0.307058139534884,0.203149224806202,0,0,0,0,0,0,0,0,0,1,1,1
553,마틴 에덴.jpg,0.174672992424766,0.0366820200008299,1,1,1,0,0,0,0,0,0,0,0,0
554,막걸리가 알려줄거야.jpg,0.162677894736842,0.131804210526316,0,0,0,0,0,0,1,1,0,1,1,0
555,막달라 마리아- 부활의 증인.jpg,0.139349946929533,0.0662964656227247,1,1,1,0,0,0,0,0,0,0,0,0
556,만분의 일초.jpg,0.185219718309859,0.0959661971830986,1,1,1,1,1,0,0,0,0,0,0,0
557,만인의 연인.jpg,0.16955388383485,0.0657256822953114,0,0,0,0,0,0,0,0,0,1,1,1
558,말레피센트.jpg,0.182656814726565,0.0791369323401166,1,1,1,0,0,0,0,0,0,0,0,0
559,말리.jpg,0.356436182765444,0.122026975511464,1,1,1,1,1,1,0,0,0,0,0,0
560,말모이.jpg,0.346494493186095,0.0999086289961101,1,1,1,1,1,1,0,0,0,0,0,0
561,말없는 소녀.jpg,0.283752820848803,0.120683798015093,0,0,0,0,0,0,1,1,1,1,1,1
562,말임씨를 부탁해.jpg,0.257663612565445,0.118625654450262,1,1,1,1,1,1,0,0,0,0,0,0
563,매그니피센트 7.jpg,0.334893357562046,0.260163423468958,0,0,0,0,0,0,1,1,1,1,1,1
564,매기스 플랜.jpg,0.21228013029316,0.209834031332403,0,0,0,0,0,0,1,1,1,1,1,1
565,매드 맥스- 분노의 도로.jpg,0.453560727271933,0.117387153246898,0,0,0,0,0,0,1,1,1,0,0,0
566,매미소리.jpg,0.0768978955572876,0.0391616870182732,1,1,1,0,0,0,0,0,0,0,0,0
567,매스.jpg,0.140435087719298,0.0460498245614035,0,0,0,0,0,0,0,1,0,0,0,0
568,매직 마이크.jpg,0.274441336268217,0.101342073256818,1,1,1,1,1,1,0,0,0,0,0,0
569,매직 인 더 문라이트.jpg,0.190351286992519,0.0585072790073471,1,1,1,0,0,0,0,0,0,0,0,0
570,매트릭스- 리저렉션.jpg,0.136985823106221,0.128140605162928,0,0,0,0,0,0,1,1,1,1,1,1
571,맥베스.jpg,0.177621053687404,0.0449359311918554,1,1,1,0,0,0,0,0,0,0,0,0
572,맨 인 블랙 3.jpg,0.212079131109387,0.0183544522023963,0,0,1,0,0,0,0,0,0,0,0,0
573,맨 인 블랙- 인터내셔널.jpg,0.197408709205137,0.053758183047027,0,1,0,0,1,0,0,0,0,0,0,0
574,맨 프롬 UNCLE.jpg,0.328461374461801,0.132346288245939,1,1,1,1,1,1,0,0,0,0,0,0
575,맨발의 꿈.jpg,0.216362035569643,0.0901531959852087,0,0,0,0,1,1,0,0,0,0,0,0
576,맨체스터 바이 더 씨.jpg,0.273521413038274,0.0605933692698661,0,0,0,0,1,1,0,1,1,0,0,0
577,머니백.jpg,0.177293212036389,0.101253324002799,0,0,0,0,0,0,1,1,1,1,1,1
578,머니볼.jpg,0.332862684251358,0.0655115938281183,1,1,1,1,1,1,0,0,0,0,0,0
579,머드.jpg,0.344748707333999,0.10090616989783,0,0,0,1,1,1,1,1,1,0,0,0
580,머신건 프리처.jpg,0.252302523450827,0.0668781941046819,1,1,1,0,0,0,0,0,0,0,0,0
581,먹고 기도하고 사랑하라.jpg,0.35793017898281,0.0889952153110048,0,0,0,1,1,1,1,1,1,0,0,0
582,멋진 세계.jpg,0.164790762771169,0.0459454163750875,0,0,0,0,0,0,1,1,0,1,1,0
583,멍뭉이.jpg,0.218041287613716,0.0940426871938419,0,0,0,0,0,0,0,0,0,1,1,1
584,메가로돈 2.jpg,0.0873142486219669,0.0263198534853405,1,1,1,0,0,0,0,0,0,0,0,0
585,메가로돈.jpg,0.286072358138445,0.0739039782106129,1,1,1,0,1,0,0,0,0,0,0,0
586,메리 마이 데드 바디.jpg,0.452870514251991,0.267001842697165,0,0,0,0,0,0,1,1,1,1,1,1
587,메모리아.jpg,0.158836977475333,0.0124990414845487,1,0,0,0,0,0,0,0,0,0,0,0
588,메소드.jpg,0.153666511266511,0.0903070707070707,1,1,0,0,0,0,0,0,0,0,0,0
589,메이 디셈버.jpg,0.392023726448011,0.312568039078856,1,1,1,1,1,1,0,0,0,0,0,0
590,메이드 인 이태리.jpg,0.0814012561060711,0.0387969295184927,0,0,0,0,0,0,0,0,1,0,0,1
591,메이즈 러너- 데스 큐어.jpg,0.143330157574822,0.0778085288731947,1,1,1,0,0,0,0,0,0,0,0,0
592,메이즈 러너- 스코치 트라이얼.jpg,0.142210065607942,0.068062616865757,0,0,0,0,0,0,0,0,0,1,1,1
593,메이즈 러너.jpg,0.123467781536152,0.0363105328775213,1,1,1,0,0,0,0,0,0,0,0,0
594,메카닉- 리크루트.jpg,0.308149215461519,0.0750997013984297,1,1,1,0,0,0,0,0,0,0,0,0
595,메카닉.jpg,0.165104220499569,0.085953488372093,1,1,1,1,1,1,0,0,0,0,0,0
596,멘.jpg,0.133851222249956,0.0317747037246256,0,1,0,0,1,0,0,0,0,0,0,0
597,멜랑콜리아.jpg,0.217120787709023,0.061865715983363,1,1,1,0,0,0,0,0,0,0,0,0
598,명왕성.jpg,0.283432930705658,0.156254984684737,1,1,1,1,1,1,0,0,0,0,0,0
599,명탐정 피카츄.jpg,0.202009422277272,0.10940925221426,0,0,0,0,0,0,0,1,1,0,1,1
600,모뉴먼츠 맨- 세기의 작전.jpg,0.230777513017386,0.0810166799046863,1,1,1,0,0,0,0,0,0,0,0,0
601,모데카이.jpg,0.241181761425563,0.0556867868856294,1,1,1,0,0,0,0,0,0,0,0,0
602,모리스.jpg,0.0867086708670867,0.0234831175425235,0,0,1,0,0,0,0,0,0,0,0,0
603,모비우스.jpg,0.13674723510131,0.0786259104203705,1,1,1,0,0,0,0,0,0,0,0,0
604,모탈 컴뱃.jpg,0.0704149815368384,0.0514506769825919,1,1,1,0,0,0,0,0,0,0,0,0
605,모털 엔진.jpg,0.103472317156528,0.0481182501708818,1,1,1,0,0,0,0,0,0,0,0,0
606,목스박.jpg,0.677295210864904,0.078541815582559,1,1,1,0,0,0,0,0,0,0,0,0
607,몬스터 헌터.jpg,0.195079177328248,0.0405590691836045,0,1,1,0,0,0,0,0,0,0,0,0
608,몬태나.jpg,0.171933951125319,0.0443229231589925,1,1,1,1,1,1,0,0,0,0,0,0
609,몰리스 게임.jpg,0.229883152427779,0.0581227574227792,1,1,1,0,0,0,0,0,0,0,0,0
610,몽키킹2- 서유기 여정의 시작.jpg,0.240255426530257,0.0960521525651557,1,1,1,0,0,0,0,0,0,0,0,0
611,뫼비우스.jpg,0.421368826486014,0.2325,1,0,0,1,0,0,1,0,0,1,0,0
612,무드 인디고.jpg,0.219875658388534,0.0792020571469635,0,0,0,0,0,0,1,1,1,1,1,1
613,무법자.jpg,0.257876543209877,0.103111111111111,1,1,1,0,0,0,0,0,0,0,0,0
614,무산일기.jpg,0.40610578629748,0.163010294639688,1,1,1,1,1,1,0,0,0,0,0,0
615,무적자.jpg,0.303342179759377,0.125060155697098,1,1,1,1,1,1,0,0,0,0,0,0
616,무한대를 본 남자.jpg,0.207860791467864,0.0359332023575639,1,1,0,0,0,0,0,0,0,0,0,0
617,무협.jpg,0.327605140416822,0.135073701611792,0,0,1,0,0,1,0,0,1,0,0,0
618,문라이즈 킹덤.jpg,0.233229497774952,0.106401780038144,0,0,0,0,0,0,1,1,1,1,1,1
619,문라이트.jpg,0.152770990886174,0.0420302501454334,1,1,1,0,0,0,0,0,0,0,0,0
620,문맨.jpg,0.188706666666667,0.0532589473684211,1,1,1,0,0,0,0,0,0,0,0,0
621,문폴.jpg,0.199988382788285,0.0437368406435507,1,1,1,0,0,0,0,0,0,0,0,0
622,뮬란- 전사의 귀환.jpg,0.395247818499128,0.114189179755672,0,0,0,1,1,1,1,1,1,0,0,0
623,미나리.jpg,0.108455331889056,0.0270626343591511,0,0,0,0,0,0,0,1,0,0,0,0
624,미나문방구.jpg,0.319858235076934,0.161296816041213,0,0,0,0,0,0,0,0,0,0,1,1
625,미드 90.jpg,0.425001648297787,0.190220920048396,1,1,1,0,0,0,0,0,0,0,0,0
626,미드나잇 인 파리.jpg,0.297636069303465,0.0828319040952048,0,0,0,0,1,1,0,0,0,0,0,0
627,미드웨이.jpg,0.216724282211902,0.0994541450664072,0,0,0,0,0,0,1,1,1,0,0,0
628,미라클 벨리에.jpg,0.510311111111111,0.111354156954157,0,1,1,0,1,1,0,0,0,0,0,0
629,미라클 프롬 헤븐.jpg,0.243193200576531,0.0994372088298155,0,0,0,0,1,1,0,1,1,0,0,0
630,미래는 고양이처럼.jpg,0.342852459016394,0.170882352941176,0,0,0,0,0,0,1,1,1,1,1,1
631,미성년.jpg,0.209340714285714,0.0853028571428571,0,0,0,1,1,0,1,1,0,0,0,0
632,미션 임파서블- 데드 레코닝 PART ONE.jpg,0.109689412534773,0.0756259204712813,0,1,1,0,1,1,0,0,0,0,0,0
633,미션 임파서블- 로그네이션.jpg,0.101657638888889,0.0774777777777778,1,1,0,1,1,0,0,0,0,0,0,0
634,미션 임파서블- 폴아웃.jpg,0.111157343801112,0.0724723585214262,1,1,1,0,0,0,0,0,0,0,0,0
635,미션 파서블.jpg,0.328778405696183,0.271425007171608,1,1,1,1,1,1,1,1,1,0,0,0
636,미션임파서블-고스트프로토콜.jpg,0.425250992063492,0.252906746031746,1,1,1,1,1,1,0,0,0,0,0,0
637,미스 스티븐스.jpg,0.133768631119426,0.048059245400686,0,0,0,0,0,0,0,1,1,0,0,0
638,미스 슬로운.jpg,0.242806991148223,0.0511547430978711,1,1,1,0,0,0,0,0,0,0,0,0
639,미스비헤이비어.jpg,0.229068090562882,0.0443525570263727,1,1,1,0,0,0,0,0,0,0,0,0
640,미스터 고.jpg,0.260507662082515,0.0657443727196183,1,1,1,0,0,0,0,0,0,0,0,0
641,미스터 라잇.jpg,0.319382485878832,0.106901752075992,0,1,0,1,1,1,0,0,0,0,0,0
642,미스터 스마일.jpg,0.153737562189055,0.0630410447761194,1,1,0,1,1,0,0,0,0,0,0,0
643,미스터 존스.jpg,0.104728398038336,0.0449249298461868,0,0,0,1,1,1,0,0,0,0,0,0
644,미스터 주- 사라진 VIP.jpg,0.281687714244939,0.0861779299934316,0,1,1,0,0,0,0,0,0,0,0,0
645,미스터 캣.jpg,0.237191621411947,0.0586501163692785,1,1,1,0,0,0,0,0,0,0,0,0
646,미스터 터너.jpg,0.179766623908636,0.131882318864567,1,1,1,1,1,1,0,0,0,0,0,0
647,미시즈 해리스 파리에 가다.jpg,0.216788902084251,0.0700392894345998,0,0,0,1,1,0,1,1,0,0,0,0
648,미쓰 와이프.jpg,0.250659825523999,0.0804416297858337,1,1,1,0,0,0,0,0,0,0,0,0
649,미쓰GO.jpg,0.394463129763475,0.159660418058984,1,1,1,0,0,0,0,0,0,0,0,0
650,미안해 사랑해 고마워.jpg,0.33442921042396,0.193168028004667,0,1,1,0,1,1,0,1,1,0,0,0
651,"미안해요, 리키.jpg",0.143533420012679,0.0240451623900771,1,1,1,0,0,0,0,0,0,0,0,0
652,미운오리새끼.jpg,0.323715399610137,0.0946900584795322,1,1,0,1,1,0,0,0,0,0,0,0
653,미이라.jpg,0.147415885939786,0.0621333814637668,0,0,0,1,1,1,1,1,1,0,0,0
654,미트 페어런츠 3.jpg,0.227673773617611,0.0922170220142139,1,1,1,1,1,1,0,0,0,0,0,0
655,민스미트 작전.jpg,0.289846759756534,0.0445875402792696,0,0,0,0,0,0,0,0,0,1,1,1
656,믿을 수 있는 사람.jpg,0.320461227704858,0.124470648791558,1,1,1,0,0,0,0,0,0,0,0,0
657,믿음의 승부.jpg,0.2867342940485,0.0629495793847747,1,1,1,1,1,1,0,0,0,0,0,0
658,밀리언 웨이즈.jpg,0.276107646967582,0.0953001395998139,1,1,1,1,1,1,0,0,0,0,0,0
659,밀수.jpg,0.247639160839161,0.0835146853146853,1,0,1,0,0,0,0,0,0,0,0,0
660,밀정.jpg,0.253269230769231,0.102887931034483,1,1,1,1,1,1,0,0,0,0,0,0
661,밀크.jpg,0.244024024024024,0.0595336512983572,0,0,0,0,0,0,0,0,0,1,1,1
662,바그다드 카페 - 디렉터스컷.jpg,0.101332624113475,0.0268368794326241,0,0,0,0,0,0,0,1,0,1,1,1
663,바닷마을 다이어리.jpg,0.186736227336123,0.06725,0,0,0,0,0,0,1,1,1,1,1,1
664,바람과 함께 사라지다.jpg,0.320978124096726,0.136499820859563,1,1,1,1,1,1,0,0,0,0,0,0
665,바빌론.jpg,0.149172027972028,0.0197307692307692,0,1,0,0,0,0,0,0,0,0,0,0
666,바스티유 데이.jpg,0.326273712247935,0.0422397920502545,1,1,1,0,0,0,0,0,0,0,0,0
667,바울.jpg,0.188656911970568,0.049485101866099,1,1,0,0,0,0,0,0,0,0,0,0
668,바이스.jpg,0.113879323716457,0.0254133705599504,0,0,0,0,0,0,0,0,0,1,1,1
669,바튼 아카데미.jpg,0.214928604759683,0.0283919738684088,0,0,0,0,0,0,1,1,0,0,0,0
670,박수건달.jpg,0.357550455577324,0.136797586839568,1,1,1,1,1,1,0,0,0,0,0,0
671,박열.jpg,1.0,0.966962227969012,1,1,1,1,1,1,1,1,1,1,1,1
672,반가운 살인자.jpg,0.324401981599434,0.152583156404812,1,1,1,0,0,0,0,0,0,0,0,0
673,반도.jpg,0.118268031189084,0.0742231968810916,1,1,1,0,0,0,0,0,0,0,0,0
674,발레리안- 천 개 행성의 도시.jpg,0.11633515564676,0.0486172504796893,0,1,1,0,0,0,0,0,0,0,0,0
675,밤쉘- 세상을 바꾼 폭탄선언.jpg,0.452202527020942,0.302752293577982,1,1,1,1,1,1,0,0,0,0,0,0
676,밤의 해변에서 혼자.jpg,0.426750467289719,0.216,0,0,0,1,1,1,1,1,1,0,0,0
677,밥 말리- 원 러브.jpg,0.252142283992672,0.146124098910582,0,0,0,0,0,0,1,1,1,1,1,1
678,방가- 방가!.jpg,0.364588040446303,0.207153765690377,1,1,1,1,1,1,0,0,0,0,0,0
679,배반의 장미.jpg,0.114691392582225,0.0420293911826452,1,1,1,0,0,0,0,0,0,0,0,0
680,배심원들.jpg,0.143992619905473,0.0482775834220338,0,0,0,0,0,0,1,1,1,0,0,0
681,배우는 배우다.jpg,0.496656548757997,0.230014290212416,1,1,1,1,1,1,0,0,0,0,0,0
682,배트맨 대 슈퍼맨- 저스티스의 시작.jpg,0.118640410175344,0.0700984878424195,1,1,1,0,0,0,0,0,0,0,0,0
683,배틀 오브 비보이.jpg,0.356863177854432,0.103179230876024,0,0,0,1,1,1,0,0,0,0,0,0
684,백악관 최후의 날.jpg,0.258066241888284,0.112601223689865,0,0,0,0,1,1,1,1,1,0,0,0
685,백프로.jpg,0.400005171967934,0.137036462373933,1,1,1,1,1,1,0,0,0,0,0,0
686,뱅가드.jpg,0.44837023255814,0.227304186046512,1,1,1,1,1,1,0,0,0,0,0,0
687,버드맨.jpg,0.248136138313878,0.0368237940544423,1,1,1,0,0,0,0,0,0,0,0,0
688,버스 657.jpg,0.302607724523034,0.116359857297968,0,0,0,1,1,0,1,1,0,0,0,0
689,버즈 오브 프레이(할리 퀸의 황홀한 해방).jpg,0.219120784059296,0.147468223775399,1,1,1,0,0,0,0,0,0,0,0,0
690,버틀러- 대통령의 집사.jpg,0.377649746428351,0.0817536644195683,1,1,1,1,1,1,0,0,0,0,0,0
691,버티고.jpg,0.129511152706286,0.0786591795351739,1,1,1,0,0,0,0,0,0,0,0,0
692,벌새.jpg,0.0558338183934808,0.0126484284051222,0,0,1,0,0,0,0,0,0,0,0,0
693,범블비.jpg,0.192579396286845,0.0347662024776956,1,1,1,0,0,0,0,0,0,0,0,0
694,범죄소년.jpg,0.233217957265191,0.079646017699115,1,1,1,0,0,0,0,0,0,0,0,0
695,베네데타.jpg,0.342130160951714,0.213811056682995,0,0,0,1,1,1,1,1,1,0,1,0
696,베놈 2- 렛 데어 비 카니지.jpg,0.146177357978306,0.0659768292878736,1,1,1,0,0,0,0,0,0,0,0,0
697,베놈.jpg,0.182704279704617,0.0923250999085175,1,1,1,0,1,0,0,0,0,0,0,0
698,베르네 부인의 장미정원.jpg,0.332166658862825,0.0507093692934401,0,1,0,0,1,0,0,0,0,0,0,0
699,베르히만 아일랜드.jpg,0.0967760947722049,0.0212373037857802,0,0,0,1,1,0,0,0,0,0,0,0
700,베를린.jpg,0.233862897197975,0.0720964783131488,0,0,0,0,1,1,0,0,0,0,0,0
701,베리드.jpg,0.272383720930233,0.128391472868217,1,1,1,1,1,1,0,0,0,0,0,0
702,베스트 엑조틱 메리골드 호텔.jpg,0.219300653266853,0.0495155860198125,1,1,0,1,1,0,0,0,0,0,0,0
703,베스트 오브 미.jpg,0.175632538428747,0.050003761378169,1,1,1,0,0,0,0,0,0,0,0,0
704,베이비 드라이버.jpg,0.291773205386597,0.0814908401768793,1,1,0,1,1,0,0,0,0,0,0,0
705,베테랑.jpg,0.405040139616056,0.0956450261780105,1,1,1,0,1,0,0,0,0,0,0,0
706,벤 이즈 백.jpg,0.119439266792993,0.0275633241811362,0,1,0,0,0,0,0,0,0,0,0,0
707,벨 아미.jpg,0.277011256059477,0.0652969547473654,1,1,1,0,0,0,0,0,0,0,0,0
708,벨파스트.jpg,0.143781895521458,0.0255008411072029,0,0,0,0,1,0,0,0,0,0,0,0
709,변산.jpg,0.140021102669538,0.0568806502678534,0,1,0,0,1,0,0,0,0,0,0,0
710,변호인.jpg,0.326835541699143,0.0741699142634451,1,1,1,0,0,0,0,0,0,0,0,0
711,보이후드.jpg,0.347599253160426,0.137250496198929,0,0,0,1,1,1,1,1,1,0,0,0
712,보통사람.jpg,0.251991228070175,0.0885,1,1,1,0,0,0,0,0,0,0,0,0
713,보헤미안 랩소디.jpg,0.0986033950617284,0.046738683127572,1,1,1,0,0,0,0,0,0,0,0,0
714,보호자.jpg,0.181399284492145,0.0435134546585783,1,1,1,0,0,0,0,0,0,0,0,0
715,복지식당.jpg,0.326137062937063,0.149395804195804,0,0,0,0,0,0,0,0,0,1,1,1
716,본 레거시.jpg,0.254300181638988,0.0864924527604019,1,1,1,0,0,0,0,0,0,0,0,0
717,본 투 비 블루.jpg,0.977397047397048,0.517849261849262,0,0,0,1,1,1,1,1,1,1,1,1
718,"봄, 눈.jpg",0.428578570812861,0.195072838548401,0,0,0,0,0,0,0,1,1,0,1,1
719,봄.jpg,0.105348307596319,0.0534406488847294,0,1,1,0,1,1,0,0,0,0,0,0
720,봄날.jpg,0.28313156053184,0.242090272918125,1,1,0,1,1,0,0,0,0,0,0,0
721,부라더.jpg,0.58952701754386,0.0575747368421053,0,1,0,1,1,1,0,0,0,0,0,0
722,부러진 화살.jpg,0.418035246617198,0.25020269532955,1,1,1,1,1,1,0,0,0,0,0,0
723,"부르고뉴, 와인에서 찾은 인생.jpg",0.13497963790756,0.0638405246254624,0,0,0,0,0,0,1,1,1,0,0,0
724,부산행.jpg,0.167757575757576,0.0593982905982906,1,1,1,0,0,0,0,0,0,0,0,0
725,부에노스 아이레스에서 사랑에 빠질 확률.jpg,0.340097070549489,0.148594210435084,0,0,0,0,0,0,0,0,0,1,1,1
726,북스마트.jpg,0.352106368089573,0.210636808957313,0,0,0,1,1,1,1,1,1,0,0,0
727,북촌방향.jpg,0.261793372319688,0.251949317738791,1,1,1,1,1,1,0,0,0,0,0,0
728,북클럽.jpg,0.128636647881102,0.0308079986341662,0,0,0,0,1,0,0,0,0,0,0,0
729,분노의 질주- 더 맥시멈.jpg,0.283698604541727,0.106413641097682,1,1,1,0,0,0,0,0,0,0,0,0
730,분노의 질주- 더 세븐.jpg,0.285622939078022,0.169515482216817,0,0,0,0,0,0,1,1,1,1,1,1
731,분노의 질주- 더 얼티메이트.jpg,0.112459630895762,0.0737152772205014,1,1,1,0,0,0,0,0,0,0,0,0
732,분노의 질주- 더 익스트림.jpg,0.122859335188795,0.0821079892664868,0,0,0,0,0,0,1,1,1,0,0,0
733,분노의 질주- 라이드 오어 다이.jpg,0.0803421161338162,0.0440636180116744,1,1,1,0,0,0,0,0,0,0,0,0
734,분노의 질주- 홉스&쇼.jpg,0.35807539440261,0.19793369350975,0,1,1,0,1,1,0,0,0,0,0,0
735,불도저에 탄 소녀.jpg,0.228807504873294,0.147470760233918,0,1,1,0,1,1,0,0,0,0,0,0
736,불량남녀.jpg,0.352605866355867,0.17886994949495,1,1,1,1,1,1,0,0,0,0,0,0
737,"불량소녀, 너를 응원해!.jpg",0.220118099787686,0.152156316348195,0,0,0,0,0,0,1,1,1,1,1,1
738,불릿 트레인.jpg,0.181353662933899,0.0358187820776927,0,1,1,0,0,0,0,0,0,0,0,0
739,뷰티풀 라이.jpg,0.289564576725521,0.0940586730206172,0,0,0,1,1,1,1,1,1,0,0,0
740,뷰티풀 보이.jpg,0.114005273770746,0.0234025127966496,0,1,1,0,0,0,0,0,0,0,0,0
741,뷰티풀 투모로우.jpg,0.233610120089083,0.0911131100764322,1,1,1,0,0,0,0,0,0,0,0,0
742,브라더스.jpg,0.30052485948984,0.0828750540423692,1,1,1,0,0,0,0,0,0,0,0,0
743,브레이브 언더 파이어.jpg,0.237141414758682,0.115668590383079,0,0,0,0,0,0,1,1,1,1,1,1
744,브레이킹 던 part1.jpg,0.255641688199828,0.173294573643411,0,0,0,0,0,0,1,1,1,1,1,1
745,브레이킹 던 part2.jpg,0.33621027496514,0.153102205857781,0,0,0,1,1,1,0,0,0,0,0,0
746,브로커.jpg,0.162463177463177,0.0550579150579151,0,0,0,0,0,0,0,1,1,0,0,0
747,브루클린.jpg,0.304859175272509,0.0888266290854475,1,1,1,0,0,0,0,0,0,0,0,0
