,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
183,극장판 썬더일레븐GO : 궁극의 우정 그리폰,https://www.kobis.or.kr/common/mast/movie/2012/04/15cb6491a30946349b2cbbb4e02ff58d.jpg,극장판 썬더일레븐GO - 궁극의 우정 그리폰.jpg,20125806,장편 | 일반영화 | 애니메이션 | 94분 0초 | 전체관람가 | 일본,"필름,2D,3D",[주연] 문남숙 | 전숙경 | 배정미 | 이호산
184,신은 죽지 않았다 3: 어둠 속의 빛,https://www.kobis.or.kr/common/mast/movie/2018/06/1190a402004d460a916365cb83245206.jpg,신은 죽지 않았다 3- 어둠 속의 빛.jpg,20186001,장편 | 예술영화 | 드라마 | 104분 34초 | 12세이상관람가 | 미국,2D,[주연] 존 코베트 | 쉐인 하퍼 | 테드 맥긴리
185,스위치,https://www.kobis.or.kr/upload/up_img/cleansing/18/mov_20101118_3.jpg,스위치.jpg,20101118,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 102분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 제니퍼 애니스턴(캐시 라슨) | 제이슨 베이트먼(웨일리 마스)
186,와일드,https://www.kobis.or.kr/common/mast/movie/2015/01/3d48ed97767b42f28cee8845bf731c6b.jpg,와일드.jpg,20145021,장편 | 예술영화 | 드라마 | 115분 28초 | 청소년관람불가 | 미국,"필름,2D",[주연] 리즈 위더스푼 | 가비 호프만 | 로라 던
187,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!,https://www.kobis.or.kr/common/mast/movie/2014/03/4ea44230fca5493092cfe1398a64942a.jpg,짱구는 못말려 극장판：엄청 맛있어! B급 음식 서바이벌!.jpg,20147971,장편 | 일반영화 | 애니메이션 | 95분 55초 | 전체관람가 | 일본,"필름,2D",[주연] 박영남(짱구 목소리) | 오세홍(아빠 목소리)
188,세자매,https://www.kobis.or.kr/common/mast/movie/2021/01/e1b755b4aa924565bfa6cd7dfb46841b.jpg,세자매.jpg,20209926,장편 | 독립영화 | 드라마 | 114분 48초 | 15세이상관람가 | 한국,2D,[주연] 문소리(미연) | 김선영(희숙) | 장윤주(미옥) | 박차희(대학생2) | 이봉련(슈퍼아줌마) | 임철수(대학생)
189,지랄발광 17세,https://www.kobis.or.kr/common/mast/movie/2017/06/7269f792ffb344e9b4e23908b1d413a7.jpg,지랄발광 17세.jpg,20176961,"장편 | 예술영화 | 코미디, 드라마 | 105분 7초 | 15세이상관람가 | 미국",2D,[주연] 헤일리 스테인펠드 | 우디 해럴슨 | 카이라 세드윅 | 블레이크 제너 | 헤일리 루 리차드슨
190,뷰티풀 크리처스,https://www.kobis.or.kr/common/mast/movie/2013/03/e53cb0af4972490eacf67a3034bfa76f.jpg,뷰티풀 크리처스.jpg,20136662,"장편 | 일반영화 | 스릴러, 액션, 판타지, 멜로/로맨스 | 123분 27초 | 15세이상관람가 | 미국","필름,2D",[주연] 앨리스 앤글레르트 | 비올라 데이비스 | 엠마 톰슨 | 에미 로섬 | 제레미 아이언스 | 엘든 이렌리치
191,더 이퀄라이저,https://www.kobis.or.kr/common/mast/movie/2014/12/b968401535e547d9a62c15b2829ff4c2.jpg,더 이퀄라이저.jpg,20145041,"장편 | 일반영화 | 액션, 범죄, 스릴러 | 131분 51초 | 청소년관람불가 | 미국","필름,2D",[주연] 덴젤 워싱턴 | 클로이 모레츠 | 마튼 초카스
192,씬 시티: 다크히어로의 부활,https://www.kobis.or.kr/common/mast/movie/2014/08/9104870e74e94aeb9ec42d3a5e8bbe55.jpg,씬 시티- 다크히어로의 부활.jpg,20134069,"장편 | 일반영화 | 액션, 범죄, 스릴러 | 102분 0초 | 청소년관람불가 | 미국","필름,2D,3D",[주연] 조셉 고든 레빗 | 에바 그린 | 제시카 알바 | 브루스 윌리스 | 미키 루크 | 조슈 브롤린
193,어니스트 씨프,https://www.kobis.or.kr/common/mast/movie/2021/01/78e4e0f35f7740f19b6437e2dde91725.jpg,어니스트 씨프.jpg,20215301,"장편 | 일반영화 | 액션, 범죄, 드라마 | 98분 24초 | 15세이상관람가 | 미국",2D,[주연] 리암 니슨(톰) | 케이트 월쉬 | 제이 코트니 | 제프리 도노반 | 안소니 라모스
194,도라에몽: 스탠바이미 2,https://www.kobis.or.kr/common/mast/movie/2021/04/554eb5b1688a4700b9dff0f6c4b1922a.jpg,도라에몽- 스탠바이미 2.jpg,20217478,장편 | 일반영화 | 애니메이션 | 95분 42초 | 전체관람가 | 일본,2D,[주연] 윤아영(도라에몽) | 김정아(진구) | 김혜성(성인 진구) | 최낙윤(퉁퉁이) | 이현주(비실이/이슬엄마) | 조현정(이슬이) | 임은정(엄마) | 김정은(아빠/성인비실) | 강시현(할머니) | 이장우(선생/이슬아빠/성인영민)
195,파도가 지나간 자리,https://www.kobis.or.kr/common/mast/movie/2017/03/27fd0f7931244554abb6b01d8e52d6ec.jpg,파도가 지나간 자리.jpg,20168750,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 132분 30초 | 15세이상관람가 | 미국, 뉴질랜드, 영국",2D,[주연] 마이클 패스벤더(톰) | 알리시아 비칸데르(이자벨) | 레이첼 와이즈(한나)
196,다이노X 탐험대,https://www.kobis.or.kr/common/mast/movie/2016/03/a2071b056a73422f9482742ed9dc72df.jpg,다이노X 탐험대.jpg,20162461,"장편 | 예술영화 | 애니메이션, 다큐멘터리 | 71분 10초 | 전체관람가 | 한국","2D,4D",[주연] 정준하 | 하동훈
197,출국,https://www.kobis.or.kr/common/mast/movie/2018/11/6f6d8f3dfef64e7ab4d04a66f9adeaf9.jpg,출국.jpg,20182935,장편 | 예술영화 | 드라마 | 104분 41초 | 15세이상관람가 | 한국,2D,[주연] 이범수 | 박혁권 | 박주미 | 이현정(혜원)
198,젠틀맨,https://www.kobis.or.kr/common/mast/movie/2020/02/951bb8d2db3549e2b74b05eb702aa2dc.jpg,젠틀맨.jpg,20193526,"장편 | 일반영화 | 범죄, 액션 | 113분 7초 | 청소년관람불가 | 미국",2D,[주연] 매튜 매커너히 | 휴 그랜트 | 콜린 파렐 | 찰리 허냄 | 헨리 골딩 | 미쉘 독커리
199,아따맘마 - 극장판,https://www.kobis.or.kr/upload/up_img/2011/02/mov_J9B415_20110214092939_1.jpg,아따맘마 - 극장판.jpg,20119585,"장편 | 일반영화 | 애니메이션, 가족, 코미디 | 95분 0초 | 전체관람가 | 일본","필름,2D",[주연] 오리카사 후미코(엄마) | 오가타 켄이치(아빠)
200,꼬마참새 리차드: 아프리카 원정대,https://www.kobis.or.kr/common/mast/movie/2017/05/b3a9d8b93ea14f78ae7dd7a2575e3719.jpg,꼬마참새 리차드- 아프리카 원정대.jpg,20176741,"장편 | 예술영화 | 애니메이션 | 83분 55초 | 전체관람가 | 독일, 벨기에, 룩셈부르크, 노르웨이",2D,[주연] 김서영(리차드 목소리 ) | 구민선(올가 목소리 )
201,터널 3D,https://www.kobis.or.kr/common/mast/movie/2014/08/f27e80b4aa214139bf6977d010889de7.jpg,터널 3D.jpg,20147928,"장편 | 일반영화 | 공포(호러), 스릴러 | 86분 15초 | 15세이상관람가 | 한국","필름,2D,3D",[주연] 정유미 | 연우진(동준) | 송재림(기철) | 정시연
202,원 챈스,https://www.kobis.or.kr/common/mast/movie/2021/01/6c08110903354e63a269c76216b0f05a.jpg,원 챈스.jpg,20147693,"장편 | 예술영화 | 코미디, 드라마 | 106분 23초 | 12세이상관람가 | 영국, 미국","필름,2D",[주연] 제임스 코든 | 알렉산드라 로치 | 콤 미니
203,최악의 하루,https://www.kobis.or.kr/common/mast/movie/2016/07/5217a31a064449518ec90e0855f6e352.jpg,최악의 하루.jpg,20155321,"장편 | 예술,독립 영화 | 멜로/로맨스 | 93분 15초 | 15세이상관람가 | 한국",2D,[주연] 한예리(은희) | 이와세 료 | 권율(현오)
204,지금은맞고그때는틀리다,https://www.kobis.or.kr/common/mast/movie/2015/08/651fd74704f04daea141daadf37b5057.jpg,지금은맞고그때는틀리다.jpg,20151782,"장편 | 예술,독립 영화 | 드라마 | 120분 52초 | 청소년관람불가 | 한국","필름,2D",[주연] 정재영 | 김민희(윤희정)
205,엑스페리먼트,https://www.kobis.or.kr/upload/up_img/cleansing/64/mov_20100764_3.jpg,엑스페리먼트.jpg,20100764,"장편 | 예술영화 | 드라마, 스릴러 | 95분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 애드리언 브로디(트래비스 ) | 포레스트 휘테커(배리스 )
206,아무르,https://www.kobis.or.kr/common/mast/movie/2012/12/c6e73b2757084bd1b07dd1ab012d82d3.jpg,아무르.jpg,20122101,"장편 | 예술영화 | 드라마 | 127분 0초 | 15세이상관람가 | 프랑스, 독일, 오스트리아","필름,2D",[주연] 장-루이 트린티냥 | 엠마누엘 리바 | 이자벨 위페르
207,프렌즈 위드 베네핏,https://www.kobis.or.kr/upload/up_img/2011/10/mov_D7B3J9_20111005132952_1.jpg,프렌즈 위드 베네핏.jpg,20112821,"장편 | 일반영화 | 코미디, 멜로/로맨스 | 109분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 저스틴 팀버레이크(딜런 ) | 밀라 쿠니스(제이미 )
208,에어로너츠,https://www.kobis.or.kr/common/mast/movie/2020/06/cdab83d0e66b486ba61f74c13b6f4c85.jpg,에어로너츠.jpg,20205481,"장편 | 예술영화 | 드라마, 어드벤처 | 100분 57초 | 12세이상관람가 | 영국, 미국",2D,[주연] 펠리시티 존스 | 에디 레드메인 | 히메쉬 파텔
209,로스트 인 더스트,https://www.kobis.or.kr/common/mast/movie/2016/10/dcd0b7a4c42844ddba4568ece914a4f9.jpg,로스트 인 더스트.jpg,20161527,"장편 | 일반영화 | 범죄, 드라마 | 101분 49초 | 15세이상관람가 | 미국",2D,[주연] 크리스 파인 | 벤 포스터 | 제프 브리지스
210,오 마이 그랜파,https://www.kobis.or.kr/common/mast/movie/2016/02/a1904e5fb5e7413bbdfa29c8b86ed2a0.jpg,오 마이 그랜파.jpg,20161968,장편 | 일반영화 | 코미디 | 99분 15초 | 청소년관람불가 | 미국,2D,[주연] 로버트 드 니로 | 잭 에프런
211,꿀벌 하치의 대모험,https://www.kobis.or.kr/common/mast/movie/2016/10/80efc18740f044b59e440ca9d8b8f91a.jpg,꿀벌 하치의 대모험.jpg,20110030,장편 | 일반영화 | 애니메이션 | 95분 0초 | 전체관람가 | 일본,"필름,2D",[주연] 사이토 아야카
212,드래곤 스펠: 마법 꽃의 비밀,https://www.kobis.or.kr/common/mast/movie/2017/07/16ed2b1669164803baec97f77540eabe.jpg,드래곤 스펠- 마법 꽃의 비밀.jpg,20179226,"장편 | 예술영화 | 애니메이션, 판타지 | 86분 25초 | 전체관람가 | 독일, 우크라이나",2D,
213,소리꾼,https://www.kobis.or.kr/common/mast/movie/2020/06/0f3ac1dbf44f472bb6d1aee75f2638c5.jpg,소리꾼.jpg,20196201,"장편 | 일반영화 | 사극, 드라마 | 118분 41초 | 12세이상관람가 | 한국",2D,[주연] 이봉근(학규) | 이유리(간난) | 김하연(청이) | 박철민(대봉) | 김동완(몰락양반) | 정무성(조만채) | 노을(황후)
214,페이스 오브 러브,https://www.kobis.or.kr/common/mast/movie/2014/04/ea5d83a01f1c4cff84020165c7ad2a4d.jpg,페이스 오브 러브.jpg,20147948,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 92분 3초 | 15세이상관람가 | 미국","필름,2D",[주연] 아네트 베닝 | 에드 해리스 | 로빈 윌리엄스
215,분신사바 2,https://www.kobis.or.kr/common/mast/movie/2014/07/b66f4e588a7f422a86bdb825d396ea6a.jpg,분신사바 2.jpg,20149511,"장편 | 예술영화 | 공포(호러), 스릴러 | 94분 30초 | 15세이상관람가 | 중국, 한국","필름,2D",[주연] 박한별 | 신지뢰 | 장정정
216,너와 100번째 사랑,https://www.kobis.or.kr/common/mast/movie/2017/04/e3c151687e7241358655674d13eb952f.jpg,너와 100번째 사랑.jpg,20173642,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 116분 28초 | 12세이상관람가 | 일본",2D,[주연] 사카구치 켄타로 | 미와 | 류세이 료
217,극장판 미니특공대: 공룡왕 디노,https://www.kobis.or.kr/common/mast/movie/2020/01/4a0c4f3b629a44d08097ee02f1f4ab9b.jpg,극장판 미니특공대- 공룡왕 디노.jpg,20192984,장편 | 일반영화 | 애니메이션 | 73분 22초 | 전체관람가 | 한국,2D,"[주연] 신용우(얀, 맥스) | 엄상현(볼트,디노) | 양정화(볼트) | 이소영(루시) | 전태열(새미) | 남도형(특공대원10) | 남도형(특공대원8) | 엄상현(특공대원6) | 정영웅(특공대원4) | 양정화(학생1) | 양정화(여자1) | 양정화(주민) | 홍진욱(남자4) | 홍진욱(할아버지) | 정영웅(남자1) | 이민규(남자2) | 엄상현(남자3) | 이소영(엄마1) | 김은아(엄마3) | 김은아(아이1) | 김은아(학생3)"
218,토토의 움직이는 숲,https://www.kobis.or.kr/common/mast/movie/2013/06/f9a380e6072241598ccba331646f933d.jpg,토토의 움직이는 숲.jpg,20126253,장편 | 예술영화 | 애니메이션 | 73분 12초 | 전체관람가 | 덴마크,"필름,2D",[주연] 마르쿠스 리가드
219,오즈: 신기한 마법가루,https://www.kobis.or.kr/common/mast/movie/2017/06/70941cf8b4e042e4a6c08effbf0d5570.jpg,오즈- 신기한 마법가루.jpg,20177761,"장편 | 예술영화 | 애니메이션, 어드벤처, 가족 | 90분 58초 | 전체관람가 | 러시아",2D,[주연] 이장원(어핀 목소리) | 김하영(도로시 목소리)
220,세인트 빈센트,https://www.kobis.or.kr/common/mast/movie/2015/02/170fc8d8cbea4a08b2f8cd95b0088863.jpg,세인트 빈센트.jpg,20145085,"장편 | 예술영화 | 코미디, 드라마 | 101분 38초 | 12세이상관람가 | 미국","필름,2D",[주연] 빌 머레이 | 나오미 왓츠 | 멜리사 맥카시 | 테렌스 하워드 | 제이든 리버허
221,룸,https://www.kobis.or.kr/common/mast/movie/2021/04/6e2552d08a4f486db58687ec735d8b17.jpg,룸.jpg,20156063,"장편 | 예술영화 | 드라마 | 117분 16초 | 15세이상관람가 | 아일랜드, 캐나다",2D,[주연] 브리 라슨 | 제이콥 트렘블레이 | 조안 알렌
222,모데카이,https://www.kobis.or.kr/common/mast/movie/2015/01/98d8f2248d6040c0a1602a16873040e2.jpg,모데카이.jpg,20145242,"장편 | 일반영화 | 액션, 코미디 | 106분 35초 | 15세이상관람가 | 미국","필름,2D",[주연] 조니 뎁 | 기네스 팰트로우 | 이완 맥그리거
223,엑스 마키나,https://www.kobis.or.kr/common/mast/movie/2015/01/664130ed092f438ea436563d7434e9b2.jpg,엑스 마키나.jpg,20145521,"장편 | 일반영화 | SF, 스릴러 | 108분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 도널 글리슨 | 알리시아 비칸데르 | 오스카 아이삭
224,호텔 아르테미스,https://www.kobis.or.kr/common/mast/movie/2018/07/4ef11a8f787746738774d14d5b701590.jpg,호텔 아르테미스.jpg,20185621,"장편 | 일반영화 | 액션, 범죄 | 93분 45초 | 15세이상관람가 | 미국",2D,[주연] 조디 포스터 | 데이브 바티스타 | 스털링 K. 브라운 | 소피아 부텔라 | 제프 골드블럼 | 재커리 퀸토 | 찰리 데이
225,극장판 콩순이: 장난감나라 대모험,https://www.kobis.or.kr/common/mast/movie/2021/05/5547a7212b0d4caab4c800a7125ff721.jpg,극장판 콩순이- 장난감나라 대모험.jpg,20217174,장편 | 예술영화 | 애니메이션 | 79분 23초 | 전체관람가 | 한국,2D,[주연] 박리나(콩순이)
226,쓰리 썸머 나잇,https://www.kobis.or.kr/common/mast/movie/2015/06/211fc108f9ac45ddab415460e45fe8dc.jpg,쓰리 썸머 나잇.jpg,20141060,장편 | 일반영화 | 코미디 | 106분 29초 | 청소년관람불가 | 한국,"필름,2D",[주연] 김동욱 | 임원희 | 손호준 | 윤제문(마기동) | 류현경 | 심은진
227,아더 우먼,https://www.kobis.or.kr/common/mast/movie/2014/10/fb90e9bd553a45a4a4a70ce38848b935.jpg,아더 우먼.jpg,20142023,"장편 | 일반영화 | 코미디, 멜로/로맨스 | 109분 4초 | 15세이상관람가 | 미국","필름,2D",[주연] 카메론 디아즈 | 레슬리 만 | 케이트 업튼
228,매직 인 더 문라이트,https://www.kobis.or.kr/common/mast/movie/2014/08/7e35c40d639f4dfbb44c826a79acd728.jpg,매직 인 더 문라이트.jpg,20149591,"장편 | 예술영화 | 코미디, 드라마, 멜로/로맨스 | 97분 19초 | 12세이상관람가 | 미국","필름,2D",[주연] 콜린 퍼스 | 엠마 스톤
229,노다메 칸타빌레 Vol.1,https://www.kobis.or.kr/upload/up_img/cleansing/25/mov_20100925_3.jpg,노다메 칸타빌레 Vol.1.jpg,20100925,"장편 | 일반영화 | 코미디, 드라마, 뮤지컬 | 121분 0초 | 전체관람가 | 일본",필름,[주연] 타마키 히로시(노다 메구미) | 우에노 주리(노다 메구미)
230,참을 수 없는,https://www.kobis.or.kr/common/mast/movie/2011/12/b4fb6d88e5744720b9634dee705c2247.jpg,참을 수 없는.jpg,20100057,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 114분 0초 | 청소년관람불가 | 한국","필름,2D",[주연] 추자현(지흔) | 정찬 | 김흥수 | 한수연 | 하은설
231,타임 패러독스,https://www.kobis.or.kr/common/mast/movie/2014/12/9f25859eab7041f2a9df3b87158980c8.jpg,타임 패러독스.jpg,20144481,"장편 | 예술영화 | SF, 스릴러 | 97분 28초 | 15세이상관람가 | 호주","필름,2D",[주연] 에단 호크 | 노아 테일러 | 사라 스누크
232,"어쩌다, 결혼",https://www.kobis.or.kr/common/mast/movie/2019/01/e8f4670cb3254fcf9e634163f7303fe1.jpg,"어쩌다, 결혼.jpg",20195791,"장편 | 독립영화 | 멜로/로맨스, 코미디 | 87분 55초 | 12세이상관람가 | 한국",2D,[주연] 김동욱 | 고성희 | 김의성
233,러덜리스,https://www.kobis.or.kr/common/mast/movie/2015/06/71a34d23e29a42fc8e69489b636cdc53.jpg,러덜리스.jpg,20150522,"장편 | 예술영화 | 코미디, 드라마 | 105분 1초 | 12세이상관람가 | 미국","필름,2D",[주연] 빌리 크루덥 | 안톤 옐친 | 셀레나 고메즈 | 로렌스 피쉬번 | 펠리시티 허프먼
234,엽기적인 그녀 2,https://www.kobis.or.kr/common/mast/movie/2016/04/59780770c70b4afd98deea638356a190.jpg,엽기적인 그녀 2.jpg,20143509,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 99분 24초 | 15세이상관람가 | 한국",2D,[주연] 차태현 | 빅토리아 | 배성우
235,맨 인 더 다크 2,https://www.kobis.or.kr/common/mast/movie/2021/08/3d5beacdb2cc499a8f88fd0cb435b150.jpg,맨 인 더 다크 2.jpg,20219822,"장편 | 일반영화 | 공포(호러), 스릴러 | 98분 5초 | 청소년관람불가 | 미국",2D,[주연] 스티븐 랭 | 매들린 그레이스 | 브렌단 섹스턴 3세
236,하이큐!! 끝과 시작,https://www.kobis.or.kr/common/mast/movie/2016/10/86e917bd62034a758ec3d70cce8709d3.jpg,하이큐!! 끝과 시작.jpg,20162629,장편 | 일반영화 | 애니메이션 | 88분 37초 | 12세이상관람가 | 일본,2D,[주연] 히노 사토시 | 이리노 미유
237,오두막,https://www.kobis.or.kr/common/mast/movie/2017/03/7de8fb72661e46f994e5e7db01966a37.jpg,오두막.jpg,20172541,장편 | 예술영화 | 드라마 | 132분 9초 | 12세이상관람가 | 미국,2D,[주연] 샘 워싱턴 | 옥타비아 스펜서 | 라다 미첼
238,피치 퍼펙트: 언프리티 걸즈,https://www.kobis.or.kr/common/mast/movie/2015/05/0062533eefb44e12b8eb99cb5a39e813.jpg,피치 퍼펙트- 언프리티 걸즈.jpg,20159141,"장편 | 일반영화 | 코미디, 뮤지컬 | 114분 32초 | 15세이상관람가 | 미국","필름,2D",[주연] 안나 켄드릭 | 헤일리 스테인펠드 | 레벨 윌슨
239,조조-황제의 반란,https://www.kobis.or.kr/common/mast/movie/2012/09/771219f252db4da8a8df15a3d7a1b662.jpg,조조-황제의 반란.jpg,20120021,장편 | 일반영화 | 사극 | 107분 0초 | 15세이상관람가 | 중국,"필름,2D",[주연] 주윤발 | 유역비 | 타마키 히로시
240,브릭 맨션: 통제불능 범죄구역,https://www.kobis.or.kr/common/mast/movie/2014/07/085718bde02540d4a0aec247ebf0038b.jpg,브릭 맨션- 통제불능 범죄구역.jpg,20149140,"장편 | 일반영화 | 액션, 범죄, 드라마 | 90분 10초 | 15세이상관람가 | 프랑스, 캐나다","필름,2D",[주연] 폴 워커 | 데이빗 벨
241,회초리,https://www.kobis.or.kr/upload/up_img/2011/04/mov_C6BBDA_20110429183225_1.jpg,회초리.jpg,20110289,장편 | 일반영화 | 드라마 | 104분 0초 | 12세이상관람가 | 한국,"필름,2D",[주연] 안내상 | 진지희 | 윤주상
242,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치,https://www.kobis.or.kr/common/mast/movie/2014/08/05403c9d3c7347a58e290f4dc78e461e.jpg,극장판 포켓몬스터 AG - 아름다운 소원의 별 지라치.jpg,20041524,장편 | 일반영화 | 애니메이션 | 82분 27초 | 전체관람가 | 일본,"필름,2D",[주연] 마츠모토 리카(사토시 목소리 ) | 오오타니 이쿠에(피카츄 목소리 ) | 우에다 유지(타케시 목소리 )
243,쿵후팬더: 영웅의 탄생,https://www.kobis.or.kr/common/mast/movie/2013/06/61543abc272c45ae8eb75dc568329ab4.jpg,쿵후팬더- 영웅의 탄생.jpg,20139263,장편 | 예술영화 | 애니메이션 | 72분 39초 | 전체관람가 | 중국,"필름,2D",[주연] 성룡 | 임자총 | 엄상현(진바오) | 양유진(스카이워커) | 홍진욱(레오) | 임채헌(마왕) | 이재인(고고) | 박상훈(인삼 ) | 이재범(강철부리 ) | 김경희(버니) | 임경명(목탄)
244,센츄리온,https://www.kobis.or.kr/upload/up_img/cleansing/15/mov_20100815_3.jpg,센츄리온.jpg,20100815,"장편 | 예술영화 | 액션, 드라마, 스릴러 | 97분 0초 | 청소년관람불가 | 영국","필름,2D",[주연] 마이클 패스벤더(퀸터스 디아스) | 도미닉 웨스트 | 올가 큐리렌코
245,피라냐 3DD,https://www.kobis.or.kr/common/mast/movie/2012/07/130e0780d7e6460287390eab8a4da79d.jpg,피라냐 3DD.jpg,20127407,"장편 | 일반영화 | 공포(호러), 스릴러, 코미디 | 83분 0초 | 청소년관람불가 | 미국","필름,2D,3D",[주연] 다니엘 파나베이커 | 빙 라메스 | 데이빗 핫셀호프 | 크리스토퍼 로이드
246,로맨틱 헤븐,https://www.kobis.or.kr/upload/up_img/2011/03/mov_J9IF97_20110303152359_1.jpg,로맨틱 헤븐.jpg,20119717,장편 | 일반영화 | 드라마 | 117분 0초 | 12세이상관람가 | 한국,"필름,2D",[주연] 김수로(송민규) | 김동욱(동지욱) | 김지원(최미미) | 이순재(하나님) | 심은경(소녀 김분) | 김준배(장허수)
247,베니싱,https://www.kobis.or.kr/upload/up_img/2011/03/mov_2AC9D5_20110323163141_1.jpg,베니싱.jpg,20119856,장편 | 일반영화 | 미스터리 | 91분 0초 | 12세이상관람가 | 미국,"필름,2D",[주연] 존 레귀자모(폴) | 헤이든 크리스텐슨(루크) | 탠디 뉴튼(로즈메리)
248,위자,https://www.kobis.or.kr/common/mast/movie/2015/03/a4609a2d4f9248c491f67bb2b3000fd0.jpg,위자.jpg,20156977,"장편 | 일반영화 | 미스터리, 공포(호러) | 89분 24초 | 15세이상관람가 | 미국","필름,2D",[주연] 올리비아 쿡 | 더글라스 스미스
249,리스본행 야간열차,https://www.kobis.or.kr/common/mast/movie/2014/04/42c1663700ed42eb8f261ecfd5ecd965.jpg,리스본행 야간열차.jpg,20147684,"장편 | 예술영화 | 미스터리, 멜로/로맨스, 스릴러 | 111분 10초 | 15세이상관람가 | 독일, 스위스, 포르투갈","필름,2D",[주연] 제레미 아이언스 | 멜라니 로랑 | 잭 휴스턴 | 마르티나 게덱
250,바다 탐험대 옥토넛 시즌4: 더 파이널,https://www.kobis.or.kr/common/mast/movie/2017/06/232eb849816a43a183e942ba53334f5e.jpg,바다 탐험대 옥토넛 시즌4- 더 파이널.jpg,20174821,"장편 | 예술영화 | 애니메이션, 어드벤처 | 57분 10초 | 전체관람가 | 영국",2D,[주연] 하성용(바나클 목소리) | 정재헌(콰지) | 엄상현(페이소 목소리)
251,카운트다운,https://www.kobis.or.kr/common/mast/movie/2019/12/7645098ea7bb478eb16fee6175c5cdbe.jpg,카운트다운.jpg,20190545,"장편 | 일반영화 | 공포(호러), 스릴러 | 90분 29초 | 15세이상관람가 | 미국",2D,
252,두 개의 문,https://www.kobis.or.kr/common/mast/movie/2012/06/a00c962a30de446ea910dbedab844b61.jpg,두 개의 문.jpg,20112443,"장편 | 예술,독립 영화 | 다큐멘터리 | 101분 0초 | 15세이상관람가 | 한국","필름,2D",[단역] 정태현(경찰특공대 출동 재연) | 이종걸(경찰특공대 출동 재연)
253,나우이즈굿,https://www.kobis.or.kr/common/mast/movie/2012/12/ffe7d03dcd8c447c89329267d80d65d9.jpg,나우이즈굿.jpg,20120362,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 103분 0초 | 15세이상관람가 | 영국","필름,2D",[주연] 다코타 패닝 | 제레미 어바인 | 카야 스코델라리오 | 올리비아 윌리엄스
254,호텔 뭄바이,https://www.kobis.or.kr/common/mast/movie/2019/04/2820df6fcb0e4b3b8df48590563dc9b6.jpg,호텔 뭄바이.jpg,20185384,장편 | 예술영화 | 스릴러 | 122분 43초 | 15세이상관람가 | 호주,2D,[주연] 데브 파텔 | 아미 해머 | 나자닌 보니아디 | 제이슨 아이삭스 | 아누팜 커
255,빅샤크3: 젤리몬스터 대소동,https://www.kobis.or.kr/common/mast/movie/2020/07/4df496aff33f4be883e97b46a5ee1def.jpg,빅샤크3- 젤리몬스터 대소동.jpg,20200491,장편 | 일반영화 | 애니메이션 | 76분 23초 | 전체관람가 | 중국,2D,[주연] 정의한(빅샤크) | 원에스더(꾸꾸)
256,엽문4: 더 파이널,https://www.kobis.or.kr/common/mast/movie/2020/03/5023ce0932a8437ab6a56607eb3ab2f1.jpg,엽문4- 더 파이널.jpg,20205262,"장편 | 예술영화 | 액션, 드라마 | 104분 58초 | 12세이상관람가 | 홍콩",2D,[주연] 견자단 | 오월 | 오건호 | 스콧 앳킨스
257,로망,https://www.kobis.or.kr/common/mast/movie/2019/03/95bfa22df6b6436880115f9b6b811144.jpg,로망.jpg,20197092,장편 | 예술영화 | 멜로/로맨스 | 111분 58초 | 전체관람가 | 한국,2D,[주연] 이순재(조남봉) | 정영숙(이매자) | 조한철(조진수 ) | 배해선(김정희) | 이예원
258,파워레인져스: 더 비기닝,https://www.kobis.or.kr/common/mast/movie/2017/04/3eb2ee49ac3c498991288e271e6419e6.jpg,파워레인져스- 더 비기닝.jpg,20179662,"장편 | 일반영화 | 액션, 어드벤처, 판타지, SF | 124분 4초 | 12세이상관람가 | 미국",2D,[주연] 데이커 몽고메리(레드 레인져 역) | 나오미 스콧(핑크 레인져 역) | RJ 사일러(블루 레인져  역) | 베키 지(옐로우 레인져  역) | 루디 린(블랙 레인져  역)
259,소년시절의 너,https://www.kobis.or.kr/common/mast/movie/2021/04/e387ad021ff24ea8a378e6f5728d5220.jpg,소년시절의 너.jpg,20200162,"장편 | 예술영화 | 멜로/로맨스, 드라마, 범죄, 가족 | 135분 26초 | 15세이상관람가 | 중국",2D,[주연] 주동우(천니엔)
260,위대한 침묵,https://www.kobis.or.kr/upload/up_img/cleansing/40/mov_20090840_3.jpg,위대한 침묵.jpg,20090840,"장편 | 예술영화 | 다큐멘터리 | 168분 0초 | 전체관람가 | 독일, 프랑스, 스위스","필름,2D",
