,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
354,헤드,https://www.kobis.or.kr/upload/up_img/2011/05/mov_DAEGA3_20110517143023_1.jpg,헤드.jpg,20119527,"장편 | 일반영화 | 액션, 스릴러 | 100분 0초 | 청소년관람불가 | 한국","필름,2D",[주연] 류덕환 | 박예진(홍주) | 백윤식 | 오달수
355,아더와 미니모이 3: 두 세계의 전쟁,https://www.kobis.or.kr/common/mast/movie/2015/10/c6c58ea9e2cf4d179469bbb128382343.jpg,아더와 미니모이 3- 두 세계의 전쟁.jpg,20156383,장편 | 일반영화 | 애니메이션 | 101분 0초 | 전체관람가 | 프랑스,"필름,2D",[주연] 프레디 하이모어 | 미아 패로우 | 페니 밸포어
356,주온: 더 파이널,https://www.kobis.or.kr/common/mast/movie/2015/08/da44b43d12f6487690fbeb381d439b22.jpg,주온- 더 파이널.jpg,20154621,장편 | 일반영화 | 공포(호러) | 90분 32초 | 15세이상관람가 | 일본,"필름,2D",[주연] 타이라 아이리 | 키리야마 렌 | 사사키 노조미
357,바다 탐험대 옥토넛 시즌4: 빙하탐험선S,https://www.kobis.or.kr/common/mast/movie/2016/02/b7b6b88c54fa4ee7898221ca8b3c2926.jpg,바다 탐험대 옥토넛 시즌4- 빙하탐험선S.jpg,20161561,장편 | 예술영화 | 애니메이션 | 57분 21초 | 전체관람가 | 영국,2D,[주연] 하성용(바나클) | 정재헌(콰지) | 엄상현(페이소) | 윤승희(대쉬) | 김정은(잉클링 교수)
358,결정적 한방,https://www.kobis.or.kr/upload/up_img/2011/11/mov_89H9I3_20111107175245_1.jpg,결정적 한방.jpg,20113312,"장편 | 일반영화 | 코미디, 드라마 | 100분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 유동근(이한국 ) | 윤진서 | 김정훈(이수현)
359,바다 탐험대 옥토넛 시즌4: 바다 괴물 대소동,https://www.kobis.or.kr/common/mast/movie/2017/01/55fee31624254ba7ab9b349daba65116.jpg,바다 탐험대 옥토넛 시즌4- 바다 괴물 대소동.jpg,20168366,"장편 | 예술영화 | 애니메이션, 어드벤처 | 68분 6초 | 전체관람가 | 영국",2D,[주연] 하성용(바나클) | 정재헌(콰지) | 엄상현(페이소) | 윤승희(대쉬) | 김정은(잉클링 교수) | 김율(트윅)
360,내 여자친구의 결혼식,https://www.kobis.or.kr/upload/up_img/2011/08/mov_9J9D9B_20110810173231_1.jpg,내 여자친구의 결혼식.jpg,20112121,장편 | 일반영화 | 코미디 | 124분 0초 | 청소년관람불가 | 미국,"필름,2D",[주연] 로즈 번(헬렌 ) | 크리스틴 위그(애니 ) | 마야 루돌프(릴리언 )
361,극장판 바이올렛 에버가든,https://www.kobis.or.kr/common/mast/movie/2020/09/d7b2c25ca0ad4fabbedc69b5c5f77275.jpg,극장판 바이올렛 에버가든.jpg,20206547,"장편 | 예술영화 | 애니메이션, 드라마, 판타지 | 139분 57초 | 전체관람가 | 일본","2D,DOLBYCINEMA",[시나리오(각본)] 요시다 레이코
362,라스트 듀얼: 최후의 결투,https://www.kobis.or.kr/common/mast/movie/2021/09/ad69ab9488f84d1eb373a40a07270aeb.jpg,라스트 듀얼- 최후의 결투.jpg,20219115,"장편 | 일반영화 | 액션, 스릴러 | 152분 41초 | 청소년관람불가 | 미국",2D,[주연] 맷 데이먼(장) | 아담 드라이버(자크) | 조디 코머(마르그리트) | 벤 애플렉
363,휴고,https://www.kobis.or.kr/common/mast/movie/2012/02/124b0bf8eed54ce193ae7e658fb40e33.jpg,휴고.jpg,20124551,장편 | 일반영화 | 가족 | 125분 0초 | 전체관람가 | 미국,"필름,2D,3D",[주연] 에이사 버터필드(휴고 카브렛 ) | 클로이 모레츠(이자벨 )
364,산타의 매직 크리스탈,https://www.kobis.or.kr/common/mast/movie/2013/11/d8c351feebdb47be94302e8ed4a06fae.jpg,산타의 매직 크리스탈.jpg,20135443,"장편 | 예술영화 | 애니메이션, 어드벤처, 코미디 | 76분 4초 | 전체관람가 | 벨기에, 핀란드","필름,2D",
365,바운티 헌터,https://www.kobis.or.kr/common/mast/movie/2011/12/1001e6e506a844699f86d0c682b495e1.jpg,바운티 헌터.jpg,20100170,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 110분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 제니퍼 애니스턴 | 제라드 버틀러
366,극장판 유희왕 : 시공을 초월한 우정,https://www.kobis.or.kr/upload/up_img/2011/02/mov_26924I_20110215110631_1.jpg,극장판 유희왕 - 시공을 초월한 우정.jpg,20119600,장편 | 일반영화 | 애니메이션 | 59분 0초 | 전체관람가 | 일본,"필름,3D",[주연] 카자마  슌스케
367,두 남자,https://www.kobis.or.kr/common/mast/movie/2016/11/77d461d1e7d74f49b5c32ede28236dd3.jpg,두 남자.jpg,20160472,"장편 | 일반영화 | 범죄, 액션 | 91분 23초 | 청소년관람불가 | 한국",2D,[주연] 마동석 | 최민호(진일)
368,사탄의 인형,https://www.kobis.or.kr/common/mast/movie/2019/06/7f003fef0225481280eba1eb793ba6d0.jpg,사탄의 인형.jpg,20190885,장편 | 일반영화 | 공포(호러) | 90분 13초 | 청소년관람불가 | 미국,"2D,4D",[주연] 마크 해밀 | 오브리 플라자 | 가브리엘 베이트먼 | 브라이언 타이리 헨리
369,님포매니악 볼륨1,https://www.kobis.or.kr/common/mast/movie/2014/06/86f5bfb2d8f64b57946cf7c700a64d4e.jpg,님포매니악 볼륨1.jpg,20148994,"장편 | 예술영화 | 드라마 | 117분 41초 | 청소년관람불가 | 덴마크, 독일, 프랑스, 벨기에, 영국","필름,2D",[주연] 샤를로뜨 갱스부르 | 스텔란 스카스가드 | 스테이시 마틴 | 샤이아 라보프 | 크리스찬 슬레이터 | 제이미 벨 | 우마 서먼 | 윌렘 데포 | 미아 고스 | 소피 케네디 클락 | 코니 닐슨
370,극장판 아따맘마3D : 엄마는 초능력자,https://www.kobis.or.kr/upload/up_img/2011/08/mov_G9A225_20110818140331_1.jpg,극장판 아따맘마3D - 엄마는 초능력자.jpg,20112163,장편 | 일반영화 | 애니메이션 | 43분 0초 | 전체관람가 | 일본,"필름,3D",
371,행오버 2,https://www.kobis.or.kr/upload/up_img/2011/07/mov_40I413_20110719130442_1.jpg,행오버 2.jpg,20111692,장편 | 일반영화 | 코미디 | 102분 0초 | 청소년관람불가 | 미국,"필름,2D",[주연] 브래들리 쿠퍼(필 ) | 에드 헬름스(스투 ) | 켄 정(미스터 초우 ) | 제이미 정(로렌 ) | 자크 갈리피아나키스(앨런 )
372,번개맨과 신비의 섬,https://www.kobis.or.kr/common/mast/movie/2018/03/82af6913c1944b17b172bf155e865f51.jpg,번개맨과 신비의 섬.jpg,20182021,"장편 | 일반영화 | 가족, 뮤지컬 | 69분 48초 | 전체관람가 | 한국",2D,[주연] 서홍석(번개맨) | 유수호(마리오) | 최오식(나잘난) | 이상철(더잘난) | 김수미(피어나) | 김수미(피어나)
373,더 퍼지 : 거리의 반란,https://www.kobis.or.kr/common/mast/movie/2014/08/58fdabc090d04046b6587e729d4e7053.jpg,더 퍼지 - 거리의 반란.jpg,20149831,"장편 | 일반영화 | 공포(호러), 스릴러 | 103분 29초 | 청소년관람불가 | 미국","필름,2D",[주연] 프랭크 그릴로 | 자크 길포드 | 키엘 산체스
374,엽문2,https://www.kobis.or.kr/common/mast/movie/2018/04/0baa45f49e184b8197d029e274b13796.jpg,엽문2.jpg,20100311,"장편 | 일반영화 | 액션, 드라마 | 108분 0초 | 15세이상관람가 | 홍콩","필름,2D",[주연] 견자단 | 황효명 | 홍금보 | 두우항 | 슝다이린
375,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전,https://www.kobis.or.kr/common/mast/movie/2014/01/1935033d3e5444d99f8b4fafda47ebe5.jpg,극장판 가면라이더 VS 파워레인저 슈퍼히어로 대전.jpg,20136860,장편 | 일반영화 | 액션 | 89분 1초 | 전체관람가 | 일본,"필름,2D",[주연] 이노우에 마사히로 | 오자와 료타
376,안녕 베일리,https://www.kobis.or.kr/common/mast/movie/2019/08/d9dfa4c9b7594c7c91abef71bdf2d2f6.jpg,안녕 베일리.jpg,20194541,장편 | 일반영화 | 가족 | 108분 53초 | 전체관람가 | 미국,2D,[주연] 조시 게드 | 데니스 퀘이드 | 캐서린 프레스콧 | 마그 헬젠버거 | 베티 길핀 | 헨리 | 애비 라이더 포트슨
377,극장판 숲의 요정 페어리루 ~크리스마스의 기적: 마법의 날개~,https://www.kobis.or.kr/common/mast/movie/2017/12/d7cc1ed16e724816bebd0ee9af08471a.jpg,극장판 숲의 요정 페어리루 ~크리스마스의 기적- 마법의 날개~.jpg,20176367,장편 | 일반영화 | 애니메이션 | 64분 47초 | 전체관람가 | 일본,2D,
378,고 녀석 맛나겠다,https://www.kobis.or.kr/upload/up_img/2011/06/mov_EBAA5H_20110627111830_1.jpg,고 녀석 맛나겠다.jpg,20111101,장편 | 일반영화 | 애니메이션 | 89분 0초 | 전체관람가 | 일본,"필름,2D",
379,트럼보,https://www.kobis.or.kr/common/mast/movie/2016/03/93eb4c7003974448abdf599c22237221.jpg,트럼보.jpg,20161870,장편 | 예술영화 | 드라마 | 124분 9초 | 15세이상관람가 | 미국,2D,[주연] 브라이언 크랜스톤 | 다이안 레인 | 헬렌 미렌 | 엘르 패닝 | 루이스 C.K. | 존 굿맨
380,파더 앤 도터,https://www.kobis.or.kr/common/mast/movie/2015/11/ed9b6fcef93948e9a344b3ecb95c76f2.jpg,파더 앤 도터.jpg,20156275,"장편 | 일반영화 | 드라마 | 90분 46초 | 15세이상관람가 | 미국, 이탈리아","필름,2D",[주연] 아만다 사이프리드 | 러셀 크로우 | 아론 폴
381,소공녀,https://www.kobis.or.kr/common/mast/movie/2018/02/c19ac9695db741c48bacb67c632b7b4a.jpg,소공녀.jpg,20173962,"장편 | 예술,독립 영화 | 멜로/로맨스, 드라마 | 106분 17초 | 15세이상관람가 | 한국",2D,[주연] 이솜(미소) | 안재홍(한솔)
382,애프터,https://www.kobis.or.kr/common/mast/movie/2019/07/a3203b30fdc94d40b680634a2b5ec793.jpg,애프터.jpg,20191604,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 105분 41초 | 15세이상관람가 | 미국",2D,[주연] 히어로 파인즈 티핀 | 조세핀 랭포드 | 셀마 블레어 | 제니퍼 빌즈 | 피터 갤러거 | 피아 미아
383,바다 탐험대 옥토넛 시즌4: 아슬아슬 구조대작전,https://www.kobis.or.kr/common/mast/movie/2016/04/854ef6e420f041e5a306545eeab4038e.jpg,바다 탐험대 옥토넛 시즌4- 아슬아슬 구조대작전.jpg,20163201,"장편 | 예술영화 | 애니메이션, 어드벤처 | 68분 22초 | 전체관람가 | 영국",2D,[주연] 하성용(바나클) | 정재헌(콰지) | 엄상현(페이소) | 윤승희(대쉬) | 김정은(잉클링 교수) | 김율(트윅)
384,킬링 디어,https://www.kobis.or.kr/common/mast/movie/2018/06/67ac01fbe8424a2b8f4f3f33419687a2.jpg,킬링 디어.jpg,20175221,"장편 | 예술영화 | 스릴러 | 120분 44초 | 청소년관람불가 | 미국, 영국",2D,[주연] 콜린 파렐 | 니콜 키드먼 | 배리 케오간
385,순종,https://www.kobis.or.kr/common/mast/movie/2016/10/ef5bb0e2491b40c88ea4c2067440a2c6.jpg,순종.jpg,20161603,장편 | 예술영화 | 다큐멘터리 | 88분 7초 | 전체관람가 | 한국,2D,[주연] 최강희(내레이션) | 최수종(내레이션) | 김은혜
386,극장판 미니특공대: 햄버거괴물의 습격,https://www.kobis.or.kr/common/mast/movie/2020/09/2e3de7486dba4a9a8cd54705be92ac11.jpg,극장판 미니특공대- 햄버거괴물의 습격.jpg,20206588,"장편 | 일반영화 | 애니메이션, 액션 | 86분 13초 | 전체관람가 | 한국",2D,[주연] 엄상현(볼트) | 양정화(볼트) | 이소영(루시) | 전태열(새미) | 신용우(맥스)
387,더 랍스터,https://www.kobis.or.kr/common/mast/movie/2021/04/8aaab941e7d841b199efd5b6b019f176.jpg,더 랍스터.jpg,20150862,"장편 | 예술영화 | 판타지, 멜로/로맨스 | 118분 26초 | 청소년관람불가 | 영국, 그리스, 아일랜드, 네덜란드, 프랑스","필름,2D",[주연] 콜린 파렐 | 레이첼 와이즈 | 레아 세이두 | 벤 위쇼 | 존 C. 라일리
388,엘리엇과 산타 썰매단,https://www.kobis.or.kr/common/mast/movie/2018/12/1a19af00b0ec473aac05b4baf20d7c99.jpg,엘리엇과 산타 썰매단.jpg,20183685,"장편 | 예술영화 | 애니메이션, 가족 | 89분 51초 | 전체관람가 | 캐나다",2D,[주연] 최원형(엘리엇 한국어 목소리) | 장경희(헤이즐 한국어 목소리) | 조쉬 허처슨 | 사만다 비
389,웃는 남자,https://www.kobis.or.kr/common/mast/movie/2013/03/8e82e3419ccb43e2a84f36f837e3db6b.jpg,웃는 남자.jpg,20134701,"장편 | 예술영화 | 미스터리, 판타지 | 94분 0초 | 15세이상관람가 | 프랑스, 체코","필름,2D",[주연] 제라르 드빠르디유(우르수스) | 마크 앙드레 그롱당(그웬플랜) | 크리스타 테렛(데아) | 엠마누엘 자이그너(여공작)
390,나의 붉은고래,https://www.kobis.or.kr/common/mast/movie/2017/04/7646d6b907fd4185b8d7d2aa75167118.jpg,나의 붉은고래.jpg,20175423,"장편 | 예술영화 | 애니메이션, 판타지 | 101분 59초 | 전체관람가 | 중국",2D,
391,어드리프트:우리가 함께한 바다,https://www.kobis.or.kr/common/mast/movie/2018/09/771e970001c749908da61c84eac91253.jpg,어드리프트-우리가 함께한 바다.jpg,20189261,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 96분 38초 | 12세이상관람가 | 미국",2D,[주연] 쉐일린 우들리 | 샘 클라플린
392,듀 데이트,https://www.kobis.or.kr/upload/up_img/2011/03/mov_D12HF9_20110323104429_1.jpg,듀 데이트.jpg,20101132,장편 | 예술영화 | 코미디 | 95분 0초 | 청소년관람불가 | 미국,"필름,2D",[주연] 로버트 다우니 주니어(피터 하이맨) | 자크 갈리피아나키스(에단 트렘블레이) | 미셸 모나한(사라 하이맨) | 제이미 폭스(다릴) | 줄리엣 루이스 | 대니 맥브라이드
393,마미,https://www.kobis.or.kr/common/mast/movie/2014/12/22e053b9156c4fc9a0124f7f64a35794.jpg,마미.jpg,20141621,"장편 | 예술영화 | 드라마 | 138분 24초 | 15세이상관람가 | 캐나다, 프랑스","필름,2D",[주연] 앤 도벌 | 안토니-올리버 피론 | 수잔 클레망
394,하하하,https://www.kobis.or.kr/upload/up_img/cleansing/02/mov_20100202_4.jpg,하하하.jpg,20100202,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 116분 0초 | 청소년관람불가 | 한국","필름,2D",[주연] 김상경 | 유준상 | 문소리 | 예지원 | 김강우 | 윤여정 | 기주봉(통영 향토 역사관 관장 ) | 김규리 | 김영호
395,달빛 길어올리기,https://www.kobis.or.kr/upload/up_img/2011/03/mov_D01B03_20110302113220_1.jpg,달빛 길어올리기.jpg,20116037,장편 | 일반영화 | 드라마 | 118분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 박중훈 | 강수연 | 예지원 | 김동호
396,밤의 해변에서 혼자,https://www.kobis.or.kr/common/mast/movie/2017/03/7e4699f657cb48babf8eab7874c5ad89.jpg,밤의 해변에서 혼자.jpg,20179442,"장편 | 예술,독립 영화 | 드라마 | 100분 44초 | 청소년관람불가 | 한국",2D,[주연] 김민희 | 정재영
397,다이애나,https://www.kobis.or.kr/common/mast/movie/2014/03/54a5aed913584339b0027cdcd3b1d0f9.jpg,다이애나.jpg,20133603,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 112분 24초 | 15세이상관람가 | 영국, 프랑스, 스웨덴, 벨기에","필름,2D",[주연] 나오미 왓츠
398,극장판 프랭키와 친구들: 생명의 나무,https://www.kobis.or.kr/common/mast/movie/2016/04/83e70be5ddef4e77a35eca2dad57de3c.jpg,극장판 프랭키와 친구들- 생명의 나무.jpg,20162431,장편 | 일반영화 | 애니메이션 | 71분 51초 | 전체관람가 | 한국,2D,[조연] 이소은(뚜/풍/여왕)
399,더 룸,https://www.kobis.or.kr/common/mast/movie/2019/09/c6ec1104841a4a13bc53ea783aa5c221.jpg,더 룸.jpg,20195968,"장편 | 예술영화 | 미스터리, 스릴러 | 99분 25초 | 15세이상관람가 | 프랑스, 룩셈부르크, 벨기에",2D,[주연] 올가 쿠릴렌코
400,드래곤 블레이드,https://www.kobis.or.kr/common/mast/movie/2015/03/a6d636be8e1040058b403d7e5cf56def.jpg,드래곤 블레이드.jpg,20156704,"장편 | 예술영화 | 액션, 어드벤처 | 127분 9초 | 15세이상관람가 | 중국","필름,2D",[주연] 성룡 | 존 쿠삭 | 애드리언 브로디 | 시원
401,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리,https://www.kobis.or.kr/common/mast/movie/2017/11/c93b598489194cc0966282b288086f80.jpg,극장판 프리파라 모두의 동경♪ 렛츠고☆프리파리.jpg,20177479,장편 | 일반영화 | 애니메이션 | 65분 51초 | 전체관람가 | 일본,2D,[사운드] 이영진(포스트 총괄 및 연출)
402,대니 콜린스,https://www.kobis.or.kr/common/mast/movie/2015/09/c77b66a4e797408bbd08e977b7fc33cd.jpg,대니 콜린스.jpg,20153025,장편 | 예술영화 | 드라마 | 106분 17초 | 15세이상관람가 | 미국,"필름,2D",[주연] 알 파치노 | 아네트 베닝 | 제니퍼 가너
403,돌아온 파워레인저 미라클포스,https://www.kobis.or.kr/common/mast/movie/2012/02/99e09eb34dc84e1a889113b154589972.jpg,돌아온 파워레인저 미라클포스.jpg,20124738,"장편 | 일반영화 | 액션, 드라마 | 45분 0초 | 전체관람가 | 일본","필름,2D",[주연] 치바 유다이(미라클 레드 미르 ) | 사토 리카(미라클 핑트 에리 ) | 오노 켄토(미라클 블루 하이드 ) | 하마오 쿄스케(미라클 블랙 케인 ) | 니와 미키호(미라클 엘로우 모네 )
404,헌터 킬러,https://www.kobis.or.kr/common/mast/movie/2018/11/71a450bd91b24ab0b01683b5c08d08f2.jpg,헌터 킬러.jpg,20183288,"장편 | 일반영화 | 액션, 스릴러 | 121분 26초 | 15세이상관람가 | 미국",2D,[주연] 제라드 버틀러 | 게리 올드만
405,마이 스파이,https://www.kobis.or.kr/common/mast/movie/2020/04/c5d347b7d61a47c9bc87db8686b043be.jpg,마이 스파이.jpg,20206441,"장편 | 일반영화 | 액션, 코미디 | 100분 13초 | 12세이상관람가 | 미국",2D,[주연] 데이브 바티스타(JJ ) | 클로이 콜먼(소피) | 켄 정(킴) | 크리스틴 스칼(바비)
406,우리집,https://www.kobis.or.kr/common/mast/movie/2019/08/9732ae3674ab4df382f1ed4954f0fbeb.jpg,우리집.jpg,20190703,"장편 | 예술영화 | 드라마, 가족 | 91분 55초 | 전체관람가 | 한국",2D,[주연] 김나연(하나) | 김시아(유미) | 주예림(유진) | 안지호(찬 역) | 임지형(남세입자) | 설의석(도서관 이용객들)
407,나이트 크롤러,https://www.kobis.or.kr/common/mast/movie/2015/02/c5fd673cf3874c878f1d7cd91c5b6a6f.jpg,나이트 크롤러.jpg,20145103,"장편 | 예술영화 | 범죄, 드라마, 스릴러 | 118분 2초 | 청소년관람불가 | 미국","필름,2D",[주연] 제이크 질렌할 | 빌 팩스톤
408,더 보이,https://www.kobis.or.kr/common/mast/movie/2020/03/6b14964a3746498c8a6d298d1e5df622.jpg,더 보이.jpg,20162925,"장편 | 예술영화 | 공포(호러), 스릴러 | 97분 12초 | 15세이상관람가 | 미국",2D,[주연] 로렌 코핸 | 루퍼트 에반스
409,매직빈,https://www.kobis.or.kr/common/mast/movie/2018/03/d870c32e96c1455ab80a76af933be252.jpg,매직빈.jpg,20182385,장편 | 예술영화 | 애니메이션 | 72분 7초 | 전체관람가 | 중국,2D,[주연] 황창영 | 민아 | 장병관
410,래빗 스쿨,https://www.kobis.or.kr/common/mast/movie/2017/11/dc7d909e412347c4a784988554214826.jpg,래빗 스쿨.jpg,20175223,"장편 | 예술영화 | 애니메이션, 가족 | 75분 44초 | 전체관람가 | 독일",2D,[주연] 황창영(맥스 목소리) | 민아(에미 목소리) | 최정현(헤르미온느 목소리) | 임채헌(프릿츠 목소리) | 박상훈(안톤 목소리)
411,고녀석 맛나겠다2 : 함께라서 행복해,https://www.kobis.or.kr/common/mast/movie/2015/05/29ba8c8ee62f40b9a5fae9c26d1dc166.jpg,고녀석 맛나겠다2 - 함께라서 행복해.jpg,20140241,"장편 | 예술영화 | 애니메이션, 가족, 어드벤처 | 82분 32초 | 전체관람가 | 한국","필름,2D",[주연] 엄상현 | 시영준 | 안장혁
412,더 라이트: 악마는 있다,https://www.kobis.or.kr/upload/up_img/2011/04/mov_A64EI1_20110408105604_1.jpg,더 라이트- 악마는 있다.jpg,20110172,"장편 | 일반영화 | 미스터리, 스릴러 | 113분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 안소니 홉킨스(루카스 트레밴트) | 토비 존스(매튜 ) | 알리스 브라가(안젤라인 )
413,워터 포 엘리펀트,https://www.kobis.or.kr/upload/up_img/2011/04/mov_49DJBD_20110418113814_1.jpg,워터 포 엘리펀트.jpg,20110235,장편 | 일반영화 | 드라마 | 120분 0초 | 15세이상관람가 | 미국,"필름,2D",[주연] 리즈 위더스푼(말레나) | 로버트 패틴슨(제이콥) | 크리스토프 왈츠(오거스트)
414,백설공주 : 사라진 아빠를 찾아서,https://www.kobis.or.kr/common/mast/movie/2016/09/1a8dd7d7e8344f0c90a8e3ac231ba9e4.jpg,백설공주 - 사라진 아빠를 찾아서.jpg,20169764,"장편 | 예술영화 | 애니메이션, 가족 | 75분 36초 | 전체관람가 | 중국",2D,[주연] 이제인(백설공주) | 사문영(한나) | 박상훈(로바 )
415,그물,https://www.kobis.or.kr/common/mast/movie/2016/09/206b98b6957040eba12692816dce466e.jpg,그물.jpg,20167867,장편 | 예술영화 | 드라마 | 113분 42초 | 15세이상관람가 | 한국,2D,[주연] 류승범 | 이원근 | 박지일(간부)
416,드레스메이커,https://www.kobis.or.kr/common/mast/movie/2015/12/bc69fd1ee4b14276b015840b052a8219.jpg,드레스메이커.jpg,20150456,장편 | 예술영화 | 드라마 | 118분 8초 | 15세이상관람가 | 호주,2D,[주연] 케이트 윈슬렛 | 주디 데이비스 | 리암 헴스워스 | 휴고 위빙 | 사라 스누크
417,빅뱅 메이드,https://www.kobis.or.kr/common/mast/movie/2016/06/f0f7d3be7149443f896ca5327bcdc4da.jpg,빅뱅 메이드.jpg,20165042,장편 | 일반영화 | 다큐멘터리 | 114분 33초 | 12세이상관람가 | 한국,2D,[주연] 권지용 | 태양 | 최승현 | 대성 | 승리(SEUNGRI)
418,위시 어폰,https://www.kobis.or.kr/common/mast/movie/2017/06/03f4c7d5d5d9440698c89de5e761c229.jpg,위시 어폰.jpg,20177701,장편 | 일반영화 | 공포(호러) | 90분 12초 | 15세이상관람가 | 미국,2D,[주연] 조이 킹 | 이기홍
419,대지진,https://www.kobis.or.kr/upload/up_img/cleansing/38/mov_20101038_3.jpg,대지진.jpg,20101038,장편 | 일반영화 | 드라마 | 136분 0초 | 전체관람가 | 중국,"필름,2D",[주연] 쉬판(리위엔니) | 왕자문(소하) | 장국강(방대강) | 진도명 | 장정초(방등 )
420,파라노말 액티비티: 더 고스트 디멘션,https://www.kobis.or.kr/common/mast/movie/2016/03/94e07438ef5c402aa213a12da3a31536.jpg,파라노말 액티비티- 더 고스트 디멘션.jpg,20162621,"장편 | 일반영화 | 미스터리, 공포(호러) | 87분 58초 | 15세이상관람가 | 미국","2D,3D",[주연] 크리스 J. 머레이 | 브릿 쇼 | 아이비 조지
421,내가 죽기를 바라는 자들,https://www.kobis.or.kr/common/mast/movie/2021/04/1afe48f09a354db8acadb4840850049e.jpg,내가 죽기를 바라는 자들.jpg,20217551,"장편 | 일반영화 | 범죄, 스릴러 | 99분 33초 | 15세이상관람가 | 미국",2D,[주연] 안젤리나 졸리 | 니콜라스 홀트 | 에이단 길렌 | 존 번탈
422,최면,https://www.kobis.or.kr/common/mast/movie/2021/03/7a1940923a6646139a9d91daaebf7d1d.jpg,최면.jpg,20216432,"장편 | 예술영화 | 공포(호러), 스릴러 | 85분 11초 | 15세이상관람가 | 한국",2D,[주연] 이다윗(도현) | 조현(현정) | 김도훈(병준) | 남민우(찬규) | 김남우(진호) | 전병윤(찬규 입시학원 친구 및 과거 두건남) | 오유경(술집 써빙여)
423,더 프린세스 : 도둑맞은 공주,https://www.kobis.or.kr/common/mast/movie/2020/07/d6a49b04903d477b941ead366b0b68f9.jpg,더 프린세스 - 도둑맞은 공주.jpg,20188362,"장편 | 일반영화 | 애니메이션, 판타지 | 88분 2초 | 전체관람가 | 우크라이나",2D,[주연] 사문영(밀라) | 남도형(루슬란) | 서반석(레스터) | 홍진욱(체르노머) | 이창민(핀) | 허성재(필라프)
424,헤이와이어,https://www.kobis.or.kr/common/mast/movie/2012/06/7e16ad753e00495ab47bb8bd33550b72.jpg,헤이와이어.jpg,20126410,"장편 | 일반영화 | 액션, 스릴러, 미스터리, 어드벤처, 드라마 | 92분 0초 | 15세이상관람가 | 미국, 아일랜드","필름,2D",[주연] 이완 맥그리거(케네스) | 지나 카라노(맬로리 케인) | 마이클 패스벤더(폴) | 채닝 테이텀(아론) | 마이클 더글라스(코블렌즈)
425,파라노말 액티비티4,https://www.kobis.or.kr/common/mast/movie/2012/09/123e4227bbbc4a6cbe1f720b26b6e06b.jpg,파라노말 액티비티4.jpg,20129079,"장편 | 일반영화 | 스릴러, 공포(호러) | 87분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 케이티 피더스턴 | 캐서린 뉴튼
426,잡아야 산다,https://www.kobis.or.kr/common/mast/movie/2015/12/8dfdafc7bc564d7ea1d9b490102f1b4f.jpg,잡아야 산다.jpg,20152370,"장편 | 일반영화 | 코미디, 액션 | 96분 22초 | 15세이상관람가 | 한국","필름,2D",[주연] 김승우(김승주) | 김정태 | 한상혁
427,왓칭,https://www.kobis.or.kr/common/mast/movie/2019/03/90a5f6e108b740efacc52aab8e4277fa.jpg,왓칭.jpg,20182501,"장편 | 일반영화 | 공포(호러), 스릴러 | 97분 39초 | 15세이상관람가 | 한국",2D,[주연] 강예원(영우) | 이학주(준호)
428,살인소설,https://www.kobis.or.kr/common/mast/movie/2012/12/96c3c8fa2cd54a7b9e5fd1abb671c887.1,살인소설.jpg,20120421,"장편 | 일반영화 | 미스터리, 스릴러 | 110분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 에단 호크(엘리슨)
429,사일런스,https://www.kobis.or.kr/common/mast/movie/2019/06/f3cf724361fd48f1826831c26b7a04be.jpg,사일런스.jpg,20192222,"장편 | 일반영화 | 공포(호러), 스릴러 | 90분 29초 | 15세이상관람가 | 미국",2D,[주연] 스탠리 투치 | 미란다 오토
430,5일의 마중,https://www.kobis.or.kr/common/mast/movie/2014/09/9d945259939a46358060a7ee47638543.jpg,5일의 마중.jpg,20141088,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 109분 29초 | 전체관람가 | 중국","필름,2D",[주연] 공리 | 진도명
431,산상수훈,https://www.kobis.or.kr/common/mast/movie/2017/11/93ee4dba5976412fb06ddc81deda784b.jpg,산상수훈.jpg,20170272,장편 | 예술영화 | 드라마 | 124분 8초 | 전체관람가 | 한국,2D,[주연] 백서빈(도윤)
432,맨체스터 바이 더 씨,https://www.kobis.or.kr/common/mast/movie/2017/02/2ce681abeed14c32af931a9f1c192f4a.jpg,맨체스터 바이 더 씨.jpg,20167645,장편 | 예술영화 | 드라마 | 136분 44초 | 15세이상관람가 | 미국,2D,[주연] 케이시 애플렉 | 미쉘 윌리엄스 | 카일 챈들러
