,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
170,결백,https://www.kobis.or.kr/common/mast/movie/2020/06/982ee656192144efbd80679bace18772.jpg,결백.jpg,20183813,장편 | 일반영화 | 드라마 | 110분 39초 | 15세이상관람가 | 한국,2D,[주연] 신혜선(정인) | 배종옥(화자) | 허준호(추시장)
171,신비아파트 극장판 하늘도깨비 대 요르문간드,https://www.kobis.or.kr/common/mast/movie/2019/12/75c5cd65961d490a8a14163e97a162f1.jpg,신비아파트 극장판 하늘도깨비 대 요르문간드.jpg,20198374,장편 | 일반영화 | 애니메이션 | 96분 52초 | 전체관람가 | 한국,"2D,4D",[주연] 김영은(하리) | 김채하(두리) | 신용우(강림) | 양정화(금비) | 김현지(주비) | 양정화(금비) | 조현정(신비)
172,타이탄의 분노,https://www.kobis.or.kr/common/mast/movie/2012/02/d258fc234e9145569691ccc388ff71fc.jpg,타이탄의 분노.jpg,20124717,"장편 | 일반영화 | 액션, 판타지 | 100분 0초 | 12세이상관람가 | 미국","필름,2D,3D,IMAX",[주연] 샘 워싱턴(페르세우스 ) | 리암 니슨(제우스 ) | 랄프 파인즈(하데스 ) | 로자문드 파이크(안드로메다 ) | 대니 허스튼(포세이돈 )
173,그것,https://www.kobis.or.kr/common/mast/movie/2017/09/64ddb184853043b9b391a4f301df1c98.jpg,그것.jpg,20179696,"장편 | 일반영화 | 공포(호러), 드라마 | 134분 31초 | 15세이상관람가 | 미국","2D,4D,IMAX,DOLBYCINEMA",[주연] 빌 스카스가드 | 핀 울프하드 | 하비에르 보텟 | 소피아 릴리스
174,몬스터 호텔,https://www.kobis.or.kr/common/mast/movie/2012/12/39d3f0ed9a3c4a2aa592b1fafe72753e.jpg,몬스터 호텔.jpg,20129156,"장편 | 일반영화 | 애니메이션, 가족 | 91분 0초 | 전체관람가 | 미국","필름,2D,3D",[주연] 아담 샌들러 | 스티브 부세미 | 프란 드레셔 | 앤디 샘버그 | 정찬우 | 김태균
175,메가마인드,https://www.kobis.or.kr/upload/up_img/2011/01/mov_E8B01H_20110107181847_1.jpg,메가마인드.jpg,20102421,장편 | 일반영화 | 애니메이션 | 95분 0초 | 전체관람가 | 미국,"필름,2D,3D,4D,IMAX",[주연] 윌 페렐 | 브래드 피트
176,극장판 헬로카봇 : 백악기 시대,https://www.kobis.or.kr/common/mast/movie/2018/07/64300d7de4864fa889503036bbc8e2e2.jpg,극장판 헬로카봇 - 백악기 시대.jpg,20186501,장편 | 일반영화 | 애니메이션 | 84분 8초 | 전체관람가 | 한국,2D,"[주연] 이지현(차탄 목소리) | 김용준(아빠/스톰 목소리) | 양정화(장군/엄마/M라인 목소리) | 홍범기(S라인 목소리) | 엄상현(T라인 목소리) | 사문영(수지 목소리) | 위훈(제트렌,테고 목소리) | 민응식(트리톤 목소리) | 신용우(티라클레스 목소리) | 안소이(테라제트 목소리) | 한신(킹가이즈 목소리) | 이현(킹다이저 목소리) | 김상백(스피드(k캅스) 목소리) | 임정길(k캅스 목소리) | 김두용(터보(k캅스) 목소리) | 한신(킹가이즈)"
177,디스 민즈 워,https://www.kobis.or.kr/common/mast/movie/2012/01/8e60a83c67e94e63b59360ecc404cc50.jpg,디스 민즈 워.jpg,20124096,"장편 | 일반영화 | 액션, 코미디, 멜로/로맨스 | 97분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 리즈 위더스푼 | 크리스 파인 | 톰 하디
178,스카이 라인,https://www.kobis.or.kr/upload/up_img/2011/03/mov_7HAAAB_20110323102721_1.jpg,스카이 라인.jpg,20101133,"장편 | 일반영화 | 액션, 스릴러, SF | 93분 0초 | 12세이상관람가 | 미국","필름,2D,4D",[주연] 에릭 벌포(제로드) | 스카티 톰슨 (일레인 ) | 데이빗 제야스(올리버 )
179,고死 두 번째 이야기: 교생실습,https://www.kobis.or.kr/upload/up_img/2011/02/mov_HFGDA0_20110209150527_1.jpg,고死 두 번째 이야기- 교생실습.jpg,20100326,"장편 | 일반영화 | 공포(호러), 스릴러 | 84분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 김수로(차선생) | 황정음(은수) | 윤시윤(관우) | 박지연(세희) | 박은빈(나래) | 남보라(현아)
180,열한시,https://www.kobis.or.kr/common/mast/movie/2013/11/a1fe78dcc8d7481380da96566b68bbb0.jpg,열한시.jpg,20124402,장편 | 일반영화 | 스릴러 | 98분 48초 | 15세이상관람가 | 한국,"필름,2D",[주연] 정재영(우석) | 김옥빈(영은) | 최다니엘(지완)
181,1917,https://www.kobis.or.kr/common/mast/movie/2020/02/77b6a828b9ee48bc968e92a4491dc457.jpg,1917.jpg,20192399,"장편 | 일반영화 | 드라마, 전쟁 | 119분 19초 | 15세이상관람가 | 미국","2D,4D,IMAX,DOLBYCINEMA",[주연] 조지 맥케이 | 딘-찰스 채프먼 | 콜린 퍼스 | 베네딕트 컴버배치 | 마크 스트롱 | 앤드류 스캇 | 리처드 매든 | 애드리안 스카보로프
182,몬스터 대학교,https://www.kobis.or.kr/common/mast/movie/2013/08/9872825eaf024d19ade403c131dd983d.jpg,몬스터 대학교.jpg,20135001,장편 | 일반영화 | 애니메이션 | 110분 26초 | 전체관람가 | 미국,"필름,2D,3D",[주연] 빌리 크리스탈 | 존 굿맨 | 스티브 부세미 | 롭 리글 | 피터 손(스퀴시)
183,개구쟁이 스머프 2,https://www.kobis.or.kr/common/mast/movie/2013/06/295b810c2b404779aada262e4b05ebcc.jpg,개구쟁이 스머프 2.jpg,20136761,"장편 | 일반영화 | 애니메이션, 코미디, 가족 | 104분 46초 | 전체관람가 | 미국","필름,2D,3D",[주연] 박명수 | 닐 패트릭 해리스 | 크리스티나 리치 | 알란 커밍 | 행크 아자리아 | 케이티 페리 | 제이마 메이스
184,미확인 동영상 : 절대클릭금지,https://www.kobis.or.kr/common/mast/movie/2012/05/9dd5f4f8eeeb48228b7ed3584f90821e.jpg,미확인 동영상 - 절대클릭금지.jpg,20110312,장편 | 일반영화 | 공포(호러) | 93분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 박보영(세희) | 주원(준혁) | 강별(정미)
185,오리엔트 특급 살인,https://www.kobis.or.kr/common/mast/movie/2017/11/42d5385f6bbd413ea8567c3947524d33.jpg,오리엔트 특급 살인.jpg,20178581,"장편 | 일반영화 | 드라마, 미스터리, 범죄 | 113분 47초 | 12세이상관람가 | 미국",2D,[주연] 케네스 브래너 | 페넬로페 크루즈 | 윌렘 데포 | 주디 덴치 | 조니 뎁 | 조시 게드 | 데렉 자코비 | 미셀 파이퍼 | 데이지 리들리
186,콰이어트 플레이스 2,https://www.kobis.or.kr/common/mast/movie/2021/05/9f2e90d97e744c6680aafb3ff88e0db0.jpg,콰이어트 플레이스 2.jpg,20204261,장편 | 일반영화 | 스릴러 | 96분 52초 | 15세이상관람가 | 미국,"2D,4D,IMAX,DOLBYCINEMA",[주연] 에밀리 블런트 | 킬리언 머피 | 노아 주프 | 밀리센트 시몬스 | 디몬 하운수 | 웨인 듀발
187,엑스맨: 다크 피닉스,https://www.kobis.or.kr/common/mast/movie/2019/04/7a532d026b5d4891b6c6242ad28ed88f.jpg,엑스맨- 다크 피닉스.jpg,20182387,"장편 | 일반영화 | 액션, 어드벤처, SF | 113분 45초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 제임스 맥어보이 | 마이클 패스벤더 | 제니퍼 로렌스 | 니콜라스 홀트 | 소피 터너 | 타이 쉐리던 | 에반 피터스 | 제시카 차스테인
188,작은 아씨들,https://www.kobis.or.kr/common/mast/movie/2020/01/24088dd8a25143199a6654a6cd85dd63.jpg,작은 아씨들.jpg,20192240,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 134분 42초 | 전체관람가 | 미국",2D,[주연] 시얼샤 로넌 | 엠마 왓슨 | 플로렌스 퓨 | 엘리자 스캔런 | 로라 던 | 티모시 샬라메 | 메릴 스트립
189,레전드 오브 타잔,https://www.kobis.or.kr/common/mast/movie/2016/06/649611e8a2254d1ab6f1e5c0fc1232eb.jpg,레전드 오브 타잔.jpg,20163661,"장편 | 일반영화 | 액션, 어드벤처 | 109분 48초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 알렉산더 스카스가드 | 마고 로비 | 크리스토프 왈츠 | 사무엘 L. 잭슨 | 디몬 하운수
190,살인의뢰,https://www.kobis.or.kr/common/mast/movie/2015/02/a2a46b2f828e4a5c9e43d0ca9c376762.jpg,살인의뢰.jpg,20148461,"장편 | 일반영화 | 범죄, 스릴러 | 102분 34초 | 청소년관람불가 | 한국","필름,2D",[주연] 김상경 | 김성균 | 박성웅(조강천)
191,헝거게임: 모킹제이,https://www.kobis.or.kr/common/mast/movie/2014/11/ce9a278c659d4e0ab5c52a72ea25cf98.jpg,헝거게임- 모킹제이.jpg,20140402,"장편 | 일반영화 | 어드벤처, SF, 스릴러 | 122분 41초 | 15세이상관람가 | 미국","필름,2D,4D",[주연] 제니퍼 로렌스 | 조쉬 허처슨 | 리암 헴스워스 | 필립 세이모어 호프만 | 줄리안 무어 | 우디 해럴슨 | 엘리자베스 뱅크스 | 도날드 서덜랜드
192,맨 인 블랙: 인터내셔널,https://www.kobis.or.kr/common/mast/movie/2019/06/90db228eb7614dec896726ad8f2753ed.jpg,맨 인 블랙- 인터내셔널.jpg,20196657,"장편 | 일반영화 | 액션, 코미디, SF | 115분 14초 | 12세이상관람가 | 미국","2D,4D,IMAX",[주연] 크리스 헴스워스 | 테사 톰슨 | 리암 니슨 | 엠마 톰슨
193,좋아해줘,https://www.kobis.or.kr/common/mast/movie/2016/02/0304c1179b8041e080727ffa755683c6.jpg,좋아해줘.jpg,20150977,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 122분 50초 | 12세이상관람가 | 한국",2D,[주연] 이미연 | 최지우 | 김주혁 | 유아인 | 강하늘(이수호) | 이솜
194,만추 리마스터링,https://www.kobis.or.kr/common/mast/movie/2023/10/f45502ce17b8462faf839fb2f6472d56.jpg,만추 리마스터링.jpg,19820019,"장편 | 예술영화 | 멜로/로맨스 | 113분 0초 | 15세이상관람가 | 한국, 미국, 홍콩","필름,2D",[주연] 현빈(훈) | 탕웨이(애나)
195,대립군,https://www.kobis.or.kr/common/mast/movie/2017/05/8b30691b2d97482eb0fdc94eaeaff2f6.jpg,대립군.jpg,20169348,"장편 | 일반영화 | 드라마, 사극 | 129분 50초 | 15세이상관람가 | 한국",2D,[주연] 이정재 | 여진구(광해) | 김무열(곡수)
196,존 카터: 바숨 전쟁의 서막,https://www.kobis.or.kr/common/mast/movie/2012/02/f7c3e274dc3f4cec9c40bebc08a6e9fd.jpg,존 카터- 바숨 전쟁의 서막.jpg,20124629,"장편 | 일반영화 | SF, 액션 | 132분 0초 | 12세이상관람가 | 미국","필름,2D,3D,4D,IMAX",[주연] 테일러 키치 | 린 콜린스 | 윌렘 데포 | 사만다 모튼
197,랑종,https://www.kobis.or.kr/common/mast/movie/2021/06/63210612cf2e477c9a6b22d7dc089352.jpg,랑종.jpg,20218364,"장편 | 일반영화 | 공포(호러), 스릴러, 드라마 | 130분 48초 | 청소년관람불가 | 한국, 태국",2D,[주연] 나릴야 군몽콘켓(밍) | 싸와니 우툼마(님) | 씨라니 얀키띠칸(노이) | 야사카 차이쏜(마닛)
198,체포왕,https://www.kobis.or.kr/upload/up_img/2011/04/mov_466EA0_20110418195218_1.jpg,체포왕.jpg,20119619,"장편 | 일반영화 | 코미디, 액션 | 117분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 박중훈(황재성 ) | 이선균 | 김정태
199,손님,https://www.kobis.or.kr/common/mast/movie/2015/06/9b9510a8d3cb47899aab144f2bf8599a.jpg,손님.jpg,20148844,"장편 | 일반영화 | 판타지, 공포(호러) | 107분 13초 | 15세이상관람가 | 한국","필름,2D",[주연] 류승룡 | 이성민(촌장) | 천우희(미숙 ) | 이준(남수)
200,인시디어스 3,https://www.kobis.or.kr/common/mast/movie/2015/06/e197238d300f43a0a9c2af4c144e54a8.jpg,인시디어스 3.jpg,20150741,장편 | 일반영화 | 공포(호러) | 97분 13초 | 15세이상관람가 | 미국,"필름,2D",[주연] 스테파니 스콧 | 더못 멀로니 | 린 샤예
201,뽀로로 극장판 공룡섬 대모험,https://www.kobis.or.kr/common/mast/movie/2017/10/3a9fc1811d2e493b8a27b7f533315599.jpg,뽀로로 극장판 공룡섬 대모험.jpg,20174846,장편 | 일반영화 | 애니메이션 | 78분 36초 | 전체관람가 | 한국,2D,[주연] 이선(뽀로로 목소리 ) | 이미자(크롱 목소리 ) | 함수정(에디 목소리 ) | 홍소영(루피 목소리 ) | 정미숙(패티 목소리 ) | 김서영(해리 목소리 ) | 김환진(포비 목소리 ) | 엄상현(치치 목소리 )
202,남쪽으로 튀어,https://www.kobis.or.kr/common/mast/movie/2013/01/000f6c1f752443ca9794f42a7a30c6ee.jpg,남쪽으로 튀어.jpg,20125990,"장편 | 일반영화 | 코미디, 드라마 | 121분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 김윤석(최해갑) | 오연수(안봉희) | 한예리(최민주) | 백승환(최나라) | 박사랑(최나래)
203,베이비 드라이버,https://www.kobis.or.kr/common/mast/movie/2017/08/9733678fd734446eaccab213b7294545.jpg,베이비 드라이버.jpg,20171090,"장편 | 일반영화 | 액션, 범죄, 스릴러 | 112분 30초 | 15세이상관람가 | 영국","2D,4D",[주연] 안셀 엘고트(베이비) | 케빈 스페이시(박사) | 릴리 제임스(데보라) | 에이사 곤잘레스(달링) | 존 햄(버디) | 제이미 폭스(배츠)
204,브리짓 존스의 베이비,https://www.kobis.or.kr/common/mast/movie/2016/09/1fc646bf53c345fb82d4cfbd180fda11.jpg,브리짓 존스의 베이비.jpg,20168885,"장편 | 일반영화 | 코미디, 멜로/로맨스 | 122분 32초 | 15세이상관람가 | 미국",2D,[주연] 르네 젤위거 | 콜린 퍼스 | 패트릭 뎀시
205,레드슈즈,https://www.kobis.or.kr/common/mast/movie/2019/07/d501a6b88be8463a80c10f2780b6b353.jpg,레드슈즈.jpg,20198323,"장편 | 일반영화 | 애니메이션, 코미디, 판타지, 어드벤처, 멜로/로맨스 | 92분 15초 | 전체관람가 | 한국","2D,3D",[주연] 클로이 모레츠(Snow White) | 샘 클라플린(Merlin) | 지나 거손(Regina) | 패트릭 워버튼(Magic Mirror) | 짐 래쉬(Prince Average) | 아바 콜커(Wooden Bear) | 신용우(멀린) | 전진아(레지나 한국어 목소리 ) | 윤세웅(잭) | 안소이(스노우) | 최한(마법거울-한국어 캐스팅)
206,틴틴 : 유니콘호의 비밀,https://www.kobis.or.kr/common/mast/movie/2011/12/923f4dd19420419982393ec1f894962a.jpg,틴틴 - 유니콘호의 비밀.jpg,20112542,"장편 | 일반영화 | 애니메이션, 가족, 어드벤처 | 전체관람가 | 미국, 뉴질랜드, 벨기에","필름,2D,3D,4D",[주연] 제이미 벨 | 앤디 서키스 | 다니엘 크레이그 | 사이먼 페그
207,유체이탈자,https://www.kobis.or.kr/common/mast/movie/2021/11/0989aa850e16400db008c57b9766bf7f.jpg,유체이탈자.jpg,20196264,"장편 | 일반영화 | 판타지, 액션 | 108분 20초 | 15세이상관람가 | 한국",2D,[주연] 윤계상(강이안) | 박용우(박실장) | 임지연(문진아)
208,나이브스 아웃,https://www.kobis.or.kr/common/mast/movie/2021/01/459c58ea7a854d83916d4f6fd9e3c5b5.jpg,나이브스 아웃.jpg,20198430,"장편 | 일반영화 | 미스터리, 스릴러 | 130분 0초 | 12세이상관람가 | 미국",2D,[주연] 다니엘 크레이그 | 크리스 에반스 | 아나 디 아르마스 | 제이미 리 커티스 | 마이클 섀넌 | 돈 존슨 | 크리스토퍼 플러머
209,하트 오브 더 씨,https://www.kobis.or.kr/common/mast/movie/2015/11/33f2389a2ab44a4bb02efe0062970503.jpg,하트 오브 더 씨.jpg,20144683,"장편 | 일반영화 | 액션, 어드벤처, 드라마 | 121분 33초 | 12세이상관람가 | 미국","필름,2D,3D,4D,IMAX",[주연] 크리스 헴스워스 | 킬리언 머피 | 벤 위쇼 | 샬롯 라일리 | 브렌단 글리슨 | 벤자민 워커
210,헝거게임: 더 파이널,https://www.kobis.or.kr/common/mast/movie/2015/11/cabe6c6db568440298bb8cdb57424b88.jpg,헝거게임- 더 파이널.jpg,20151481,"장편 | 일반영화 | 액션, 어드벤처 | 136분 45초 | 15세이상관람가 | 미국","필름,2D,4D",[주연] 제니퍼 로렌스 | 조쉬 허처슨 | 리암 헴스워스 | 필립 세이모어 호프만 | 줄리안 무어 | 우디 해럴슨 | 엘리자베스 뱅크스 | 도날드 서덜랜드
211,킹스 스피치,https://www.kobis.or.kr/upload/up_img/2011/02/mov_94697F_20110223151320_1.jpg,킹스 스피치.jpg,20119637,"장편 | 일반영화 | 드라마 | 118분 0초 | 12세이상관람가 | 영국, 호주","필름,2D",[주연] 콜린 퍼스(앨버트 왕자 ) | 제프리 러쉬(라이오넬 로그 ) | 헬레나 본햄 카터(엘리자베스 여왕)
212,하늘에서 음식이 내린다면 2,https://www.kobis.or.kr/common/mast/movie/2013/11/892b28e6338e442cbb3b16c8bf0f70b7.jpg,하늘에서 음식이 내린다면 2.jpg,20133701,"장편 | 일반영화 | 애니메이션, 코미디, 가족 | 94분 40초 | 전체관람가 | 미국","필름,2D,3D,4D",[주연] 빌 헤이더(플린트 록우드) | 안나 패리스(샘 스파스) | 닐 패트릭 해리스(스티브)
213,카트,https://www.kobis.or.kr/common/mast/movie/2014/11/dad372e74af149eba18c18ba76a1cdcd.jpg,카트.jpg,20136802,장편 | 일반영화 | 드라마 | 103분 38초 | 12세이상관람가 | 한국,"필름,2D",[주연] 염정아(선희) | 문정희 | 김영애 | 김강우
214,컨저링3: 악마가 시켰다,https://www.kobis.or.kr/common/mast/movie/2021/05/ea8bd3e04e994311ba8863730cb1976c.jpg,컨저링3- 악마가 시켰다.jpg,20217736,"장편 | 일반영화 | 공포(호러), 미스터리, 스릴러 | 111분 44초 | 15세이상관람가 | 미국","2D,4D,IMAX,DOLBYCINEMA",[주연] 베라 파미가 | 패트릭 윌슨
215,A-특공대,https://www.kobis.or.kr/common/mast/movie/2011/12/ba7fe120fd0a4e118a61add29e5113b2.jpg,A-특공대.jpg,20100295,장편 | 일반영화 | 액션 | 119분 0초 | 15세이상관람가 | 미국,"필름,2D",[주연] 리암 니슨 | 퀸튼 잭슨 | 브래들리 쿠퍼 | 제시카 비엘 | 샬토 코플리 | 패트릭 윌슨
216,화이트: 저주의 멜로디,https://www.kobis.or.kr/upload/up_img/2011/05/mov_CH29FJ_20110525112716_1.jpg,화이트- 저주의 멜로디.jpg,20110233,장편 | 일반영화 | 공포(호러) | 106분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 황우슬혜(순예) | 함은정 | 최아라 | 정병욱(과거 뮤직비디오 현장스텝) | 이윤아(과거 뮤직비디오 백댄서 ) | 진세연(제니)
217,상의원,https://www.kobis.or.kr/common/mast/movie/2014/12/98dac429b586403581330533668d2417.jpg,상의원.jpg,20147176,"장편 | 일반영화 | 사극, 드라마 | 127분 5초 | 15세이상관람가 | 한국","필름,2D",[주연] 한석규(돌석) | 고수(공진) | 박신혜(왕비) | 유연석
218,잭 리처,https://www.kobis.or.kr/common/mast/movie/2012/12/abe63cfe7d6844d385c8fce07cf9a138.jpg,잭 리처.jpg,20123333,장편 | 일반영화 | 액션 | 130분 0초 | 15세이상관람가 | 미국,"필름,2D,4D",[주연] 톰 크루즈 | 로자문드 파이크 | 로버트 듀발 | 베르너 헤어조크 | 리차드 젠킨스 | 데이빗 오예로오
219,관능의 법칙,https://www.kobis.or.kr/common/mast/movie/2014/01/6719bcb8cd9c4782aff0b03313a5e037.jpg,관능의 법칙.jpg,20130561,"장편 | 일반영화 | 드라마, 코미디 | 108분 38초 | 청소년관람불가 | 한국","필름,2D",[주연] 엄정화(정신혜) | 문소리 | 조민수
220,그랜드 부다페스트 호텔,https://www.kobis.or.kr/common/mast/movie/2018/09/fe5b9d092a264d35b7634032519060de.jpg,그랜드 부다페스트 호텔.jpg,20147727,"장편 | 예술영화 | 미스터리, 어드벤처 | 99분 37초 | 15세이상관람가 | 미국, 독일","필름,2D",[주연] 랄프 파인즈 | 틸다 스윈튼 | 주드 로 | 애드리언 브로디 | 시얼샤 로넌 | 레아 세이두
221,푸른소금,https://www.kobis.or.kr/upload/up_img/2011/08/mov_3G2E75_20110830100301_1.jpg,푸른소금.jpg,20110301,"장편 | 일반영화 | 액션, 드라마, 멜로/로맨스 | 122분 0초 | 15세이상관람가 | 한국, 필리핀","필름,2D",[주연] 송강호(윤두헌) | 신세경(조세빈) | 천정명(애꾸) | 이종혁(백경민) | 김민준(K) | 윤여정(강여사)
222,나는 왕이로소이다,https://www.kobis.or.kr/common/mast/movie/2012/07/656b8f7e97db4138a24c65c95b6dc88f.jpg,나는 왕이로소이다.jpg,20124080,"장편 | 일반영화 | 사극, 코미디 | 120분 0초 | 12세이상관람가 | 한국","필름,2D",[주연] 주지훈(충녕/덕칠) | 백윤식(황희) | 변희봉(신익) | 박영규(태종) | 임원희(해구) | 이하늬(수연)
223,상류사회,https://www.kobis.or.kr/common/mast/movie/2018/08/0c5c8da8ce5a42308b208e5b9a33270b.jpg,상류사회.jpg,20177537,장편 | 일반영화 | 드라마 | 119분 52초 | 청소년관람불가 | 한국,2D,[주연] 박해일(장태준) | 수애(오수연)
224,뽀로로 극장판 보물섬 대모험,https://www.kobis.or.kr/common/mast/movie/2019/03/1d65626d1f3946ba905884b4ff0dc2bb.jpg,뽀로로 극장판 보물섬 대모험.jpg,20198183,"장편 | 일반영화 | 애니메이션, 가족 | 79분 22초 | 전체관람가 | 한국",2D,[주연] 이선(뽀로로 목소리) | 이미자(크롱 목소리) | 김현지(에디 목소리) | 홍소영(루피 목소리) | 정미숙(패티 목소리) | 김서영(해리 목소리) | 김환진(포비 목소리) | 남도형(실버 목소리) | 정승욱(블랙 목소리) | 이장원(오리상인 목소리) | 황창영(크라켄 목소리) | 김환진(포비) | 남도형(실버/불독)
225,레슬러,https://www.kobis.or.kr/common/mast/movie/2018/04/c991ccfadf214154a32e5da6c2db9393.jpg,레슬러.jpg,20177005,"장편 | 일반영화 | 드라마, 코미디 | 109분 35초 | 15세이상관람가 | 한국",2D,[주연] 유해진 | 이성경 | 김민재(성웅)
226,토르: 마법망치의 전설,https://www.kobis.or.kr/common/mast/movie/2011/12/fc36191c966649b285e1a2ab9fa8f63e.jpg,토르- 마법망치의 전설.jpg,20113920,"장편 | 일반영화 | 애니메이션, 어드벤처 | 83분 0초 | 전체관람가 | 아이슬란드","필름,2D,3D",[주연] 하동훈(토르 목소리 ) | 최효종(망치 목소리 ) | 김원효(오딘 목소리 ) | 조지훈(트림 목소리 )
227,레지던트 이블: 파멸의 날,https://www.kobis.or.kr/common/mast/movie/2017/01/33392950f53440beac0bb50fb4da51b3.jpg,레지던트 이블- 파멸의 날.jpg,20168688,"장편 | 일반영화 | 액션, 공포(호러), SF, 스릴러 | 106분 26초 | 청소년관람불가 | 미국, 독일, 호주, 캐나다, 프랑스","2D,3D,4D",[주연] 밀라 요보비치 | 알리 라터 | 이아인 글렌 | 숀 로버츠
228,공각기동대 : 고스트 인 더 쉘,https://www.kobis.or.kr/common/mast/movie/2017/03/5f0e052b077946e0954b53b27bef3ba3.jpg,공각기동대 - 고스트 인 더 쉘.jpg,20163194,"장편 | 일반영화 | SF, 범죄, 액션 | 106분 46초 | 15세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 스칼렛 요한슨 | 마이클 피트 | 마이클 윈코트 | 요한 필리프 아스베크 | 기타노 다케시
229,리오 2,https://www.kobis.or.kr/common/mast/movie/2014/03/ea14f925bdc545b49246da014cc47207.jpg,리오 2.jpg,20138962,"장편 | 일반영화 | 애니메이션, 코미디, 어드벤처 | 101분 6초 | 전체관람가 | 미국","필름,2D,3D,4D",[주연] 제시 아이젠버그(블루) | 앤 해서웨이(쥬엘) | 레슬리 만(린다) | 제이미 폭스(니코) | 임시완(블루) | 류승룡(나이젤) | 써니(쥬엘)
230,스플릿,https://www.kobis.or.kr/common/mast/movie/2016/11/b6e535134ceb4ae98ca881930588ef4c.jpg,스플릿.jpg,20163521,장편 | 일반영화 | 드라마 | 121분 15초 | 15세이상관람가 | 한국,2D,[주연] 유지태(철종) | 이정현(주희진) | 이다윗 | 정성화
231,캣츠,https://www.kobis.or.kr/common/mast/movie/2019/12/94e81dfa756244ab97dcb6a220c19592.jpg,캣츠.jpg,20192721,"장편 | 일반영화 | 뮤지컬, 드라마 | 12세이상관람가 | 미국, 영국",2D,[주연] 제니퍼 허드슨 | 테일러 스위프트 | 이드리스 엘바 | 프란체스카 헤이워드 | 주디 덴치 | 이안 맥켈런 | 제이슨 데룰로 | 제임스 코든 | 레이 윈스톤 | 레벨 윌슨
232,"안녕, 헤이즐",https://www.kobis.or.kr/common/mast/movie/2014/08/37e4b44d7c294cb28a62732c3e20439e.jpg,"안녕, 헤이즐.jpg",20149846,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 125분 46초 | 12세이상관람가 | 미국","필름,2D",[주연] 쉐일린 우들리 | 안셀 엘고트 | 냇 울프 | 윌렘 데포
233,주유소 습격사건 2,https://www.kobis.or.kr/upload/up_img/cleansing/95/mov_20090895_3.jpg,주유소 습격사건 2.jpg,20090895,"장편 | 일반영화 | 액션, 코미디 | 111분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 지현우 | 조한선(하이킥) | 박영규(주유소 사장 ) | 송율규 | 정재훈
234,런던 해즈 폴른,https://www.kobis.or.kr/common/mast/movie/2016/02/9128d355c50e43c78d197c92a39deb31.jpg,런던 해즈 폴른.jpg,20151884,"장편 | 일반영화 | 액션, 범죄, 스릴러 | 97분 15초 | 15세이상관람가 | 미국, 영국",2D,[주연] 제라드 버틀러 | 아론 에크하트 | 모건 프리먼 | 안젤라 바셋
235,더 파이브,https://www.kobis.or.kr/common/mast/movie/2013/10/7f66c870e2e848b4be02d56e3a4146f7.jpg,더 파이브.jpg,20134801,"장편 | 일반영화 | 스릴러, 드라마 | 123분 24초 | 청소년관람불가 | 한국","필름,2D",[주연] 김선아 | 마동석 | 정인기(철민) | 이청아(정하) | 박효주(혜진) | 온주완
236,스파이더맨: 뉴 유니버스,https://www.kobis.or.kr/common/mast/movie/2018/11/8b9bf90d030f4511a41f2f4ba03bcfac.jpg,스파이더맨- 뉴 유니버스.jpg,20183238,"장편 | 일반영화 | 애니메이션, 액션, 가족 | 116분 39초 | 12세이상관람가 | 미국","2D,4D,IMAX,DOLBYCINEMA",[주연] 샤메익 무어(마일스 모랄레스) | 헤일리 스테인펠드(스파이더 그웬) | 니콜라스 케이지(스파이더맨 누아르) | 제이크 존슨(피터 B. 파커) | 리브 슈라이버(킹핀) | 마허샬라 알리(애런 데이비스)
237,물괴,https://www.kobis.or.kr/common/mast/movie/2018/09/d7af828d473e4e6081338e5cf021e5b0.jpg,물괴.jpg,20156554,"장편 | 일반영화 | 액션, 사극 | 105분 0초 | 15세이상관람가 | 한국","2D,4D",[주연] 김명민(윤겸) | 김인권(성한) | 이혜리(명) | 최우식(허 선전관) | 김용호(윤겸 대역)
238,미쓰백,https://www.kobis.or.kr/common/mast/movie/2018/09/e4e6bbdfecd04f6bbe120a0340565ef8.jpg,미쓰백.jpg,20189067,장편 | 일반영화 | 드라마 | 97분 55초 | 15세이상관람가 | 한국,2D,[주연] 한지민(백상아) | 김시아(김지은 ) | 이희준(장섭) | 권소현
