,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
10,위대한 개츠비,https://www.kobis.or.kr/common/mast/movie/2023/09/d44d9b3aa2504ab69ab3aec4362a1160.jpg,위대한 개츠비.jpg,20136219,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 141분 58초 | 15세이상관람가 | 미국, 호주","필름,2D,3D",[주연] 레오나르도 디카프리오 | 캐리 뮬리건 | 토비 맥과이어
11,말레피센트 2,https://www.kobis.or.kr/common/mast/movie/2019/10/513ff789eb744fa7abc729012d7ff72f.jpg,말레피센트 2.jpg,20191589,"장편 | 일반영화 | 어드벤처, 가족, 판타지 | 118분 40초 | 12세이상관람가 | 미국","2D,4D,IMAX,ScreenX",[주연] 안젤리나 졸리 | 엘르 패닝 | 미셀 파이퍼
12,인간중독,https://www.kobis.or.kr/common/mast/movie/2014/05/3b9a1b043c3f487da06719d3ad90b45d.jpg,인간중독.jpg,20133322,"장편 | 일반영화 | 멜로/로맨스, 드라마 | 132분 12초 | 청소년관람불가 | 한국","필름,2D",[주연] 송승헌 | 임지연 | 설유진(5호네) | 조여정(이숙진) | 온주완 | 유해진
13,나의 특별한 형제,https://www.kobis.or.kr/common/mast/movie/2019/04/172b34451f6d4a1fbf2aa7d1ec7dc6e9.jpg,나의 특별한 형제.jpg,20185784,"장편 | 일반영화 | 드라마, 코미디 | 113분 37초 | 12세이상관람가 | 한국",2D,[주연] 신하균(세하) | 이광수(동구) | 이솜(미현)
14,다이하드: 굿 데이 투 다이,https://www.kobis.or.kr/common/mast/movie/2013/01/25bde81fcb5e4f5dae1e7553dc53ded1.jpg,다이하드- 굿 데이 투 다이.jpg,20123387,"장편 | 일반영화 | 액션, 범죄, 스릴러 | 96분 0초 | 15세이상관람가 | 미국","필름,2D,4D,IMAX",[주연] 브루스 윌리스(존 맥클레인) | 제이 코트니 | 메리 엘리자베스 윈스티드(루시 맥클레인)
15,탐정 홍길동: 사라진 마을,https://www.kobis.or.kr/common/mast/movie/2016/04/12b40ca929474cffbf2e2770b5325a18.jpg,탐정 홍길동- 사라진 마을.jpg,20142406,"장편 | 일반영화 | 드라마, 액션 | 125분 54초 | 15세이상관람가 | 한국","필름,2D",[주연] 이제훈(홍길동) | 김성균(강성일)
16,보이스,https://www.kobis.or.kr/common/mast/movie/2021/08/698ecc182e614c01887debb0485a12a1.jpg,보이스.jpg,20190815,"장편 | 일반영화 | 범죄, 액션 | 109분 12초 | 15세이상관람가 | 한국",2D,[주연] 변요한(서준) | 김무열(곽프로) | 김희원(이규호) | 박명훈(천본부장)
17,런닝맨,https://www.kobis.or.kr/common/mast/movie/2013/03/5543541664f04403b8566b0e6c30fb0f.jpg,런닝맨.jpg,20126671,"장편 | 일반영화 | 액션, 코미디 | 127분 7초 | 15세이상관람가 | 한국, 미국","필름,2D",[주연] 신하균(종우) | 이태리(기혁) | 김상호(상기) | 조은지(선영) | 오정세(도식)
18,구르믈 버서난 달처럼,https://www.kobis.or.kr/upload/up_img/cleansing/31/mov_20090931_16.jpg,구르믈 버서난 달처럼.jpg,20090931,"장편 | 일반영화 | 사극, 액션 | 111분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 황정민(황정학) | 차승원(이몽학) | 한지혜(백지) | 백성현(견자)
19,위대한 쇼맨,https://www.kobis.or.kr/common/mast/movie/2017/12/a4c279a135c94c598995fd017b53053c.jpg,위대한 쇼맨.jpg,20179462,"장편 | 일반영화 | 드라마, 뮤지컬 | 104분 9초 | 12세이상관람가 | 미국",2D,[주연] 휴 잭맨 | 잭 에프런 | 미쉘 윌리엄스 | 레베카 퍼거슨 | 젠데이아 콜먼
20,벤허,https://www.kobis.or.kr/common/mast/movie/2016/08/4724158073944459b811801bb891cf4d.jpg,벤허.jpg,20167839,"장편 | 일반영화 | 어드벤처, 드라마 | 123분 9초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 잭 휴스턴 | 토비 켑벨 | 모건 프리먼 | 로드리고 산토로 | 할룩 빌기너 | 요한 필리프 아스베크
21,말레피센트,https://www.kobis.or.kr/common/mast/movie/2014/05/c5829dda1f314236ac6082dcfb3b4d3b.jpg,말레피센트.jpg,20148383,"장편 | 일반영화 | 액션, 어드벤처, 드라마 | 97분 20초 | 12세이상관람가 | 미국","필름,2D,3D,4D",[주연] 안젤리나 졸리 | 엘르 패닝
22,라스트 에어벤더,https://www.kobis.or.kr/upload/up_img/cleansing/67/mov_20100767_3.jpg,라스트 에어벤더.jpg,20100767,"장편 | 일반영화 | 액션, 가족, 판타지, 어드벤처 | 103분 0초 | 전체관람가 | 미국","필름,2D,3D,4D",[주연] 잭슨 라스본 | 데브 파텔 | 노아 링어  | 니콜라 펠츠
23,기억의 밤,https://www.kobis.or.kr/common/mast/movie/2017/11/1b1787f3956941b989c461602b6cbca7.jpg,기억의 밤.jpg,20173581,"장편 | 일반영화 | 미스터리, 스릴러 | 108분 30초 | 15세이상관람가 | 한국",2D,[주연] 강하늘(진석) | 김무열(유석) | 문성근 | 나영희
24,골든슬럼버,https://www.kobis.or.kr/common/mast/movie/2018/02/623b586eddb54c7d94c88888806094ff.jpg,골든슬럼버.jpg,20168250,"장편 | 일반영화 | 범죄, 드라마 | 108분 30초 | 15세이상관람가 | 한국",2D,[주연] 강동원(건우) | 김의성(민씨) | 한효주(전선영) | 김성균(금철) | 김대명(동규) | 박다은
25,램페이지,https://www.kobis.or.kr/common/mast/movie/2018/03/739825fb1a2f42ac81e8f61605dfe3ad.jpg,램페이지.jpg,20176917,장편 | 일반영화 | 액션 | 107분 6초 | 12세이상관람가 | 미국,"2D,3D,4D,IMAX,ScreenX",[주연] 드웨인 존슨 | 제프리 딘 모건 | 나오미 해리스 | 말린 애커맨
26,해피 데스데이,https://www.kobis.or.kr/common/mast/movie/2017/10/37bd73f7a6ca4f5d88c1c1b77fbc1a34.jpg,해피 데스데이.jpg,20174622,"장편 | 일반영화 | 공포(호러), 미스터리, 스릴러 | 96분 12초 | 15세이상관람가 | 미국",2D,[주연] 제시카 로테 | 이스라엘 브로우사드
27,폼페이: 최후의 날,https://www.kobis.or.kr/common/mast/movie/2014/02/14148a92922f49a5942f58131dc2a6c5.jpg,폼페이- 최후의 날.jpg,20134028,"장편 | 일반영화 | 액션, 어드벤처, 드라마 | 104분 20초 | 15세이상관람가 | 미국, 독일","필름,2D,3D,4D",[주연] 킷 해링턴 | 에밀리 브라우닝 | 키퍼 서덜랜드 | 캐리 앤 모스 | 제시카 루카스
28,브이아이피,https://www.kobis.or.kr/common/mast/movie/2017/08/8471ff3c6c5441fdbbb55d7bdb340567.jpg,브이아이피.jpg,20164174,"장편 | 일반영화 | 범죄, 드라마 | 127분 55초 | 청소년관람불가 | 한국",2D,[주연] 장동건 | 김명민 | 박희순 | 이종석(김광일)
29,특별시민,https://www.kobis.or.kr/common/mast/movie/2017/04/adb0f089950448e58814d1160d44a4ee.jpg,특별시민.jpg,20162871,장편 | 일반영화 | 드라마 | 130분 24초 | 15세이상관람가 | 한국,2D,[주연] 최민식 | 곽도원 | 심은경 | 문소리 | 라미란 | 류혜영 | 이기홍
30,퓨리,https://www.kobis.or.kr/common/mast/movie/2014/11/9f4c80806c8c42ef8e95bbaa369bdda0.jpg,퓨리.jpg,20140694,"장편 | 일반영화 | 액션, 드라마, 전쟁 | 134분 27초 | 15세이상관람가 | 미국, 영국","필름,2D",[주연] 브래드 피트 | 로건 레먼 | 샤이아 라보프 | 마이클 페나 | 존 번탈
31,포드 V 페라리,https://www.kobis.or.kr/common/mast/movie/2019/09/c6285d80179d46e7b312ef2e19e236f5.jpg,포드 V 페라리.jpg,20192401,"장편 | 일반영화 | 액션, 드라마 | 152분 22초 | 12세이상관람가 | 미국","2D,4D,IMAX,ScreenX,DOLBYCINEMA",[주연] 맷 데이먼 | 크리스찬 베일
32,차형사,https://www.kobis.or.kr/common/mast/movie/2012/05/100f54b3ec9345ef9d92856da0894634.jpg,차형사.jpg,20124065,"장편 | 일반영화 | 코미디, 액션 | 110분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 강지환(차철수) | 성유리(고영재) | 이수혁(김선호) | 김영광(한승우) | 신민철(여민승)
33,은교,https://www.kobis.or.kr/common/mast/movie/2012/03/e0dc9ca3afc14f2885efae6eb0ffe868.jpg,은교.jpg,20124066,장편 | 일반영화 | 멜로/로맨스 | 129분 0초 | 청소년관람불가 | 한국,"필름,2D",[주연] 박해일(이적요) | 김무열(서지우) | 김고은(한은교)
34,궁합,https://www.kobis.or.kr/common/mast/movie/2018/02/edd18c41d2cc46c499d3dfa2dae60d5a.jpg,궁합.jpg,20150969,"장편 | 일반영화 | 코미디, 드라마 | 109분 53초 | 12세이상관람가 | 한국",2D,[주연] 심은경(송화옹주) | 이승기(서도윤)
35,신들의 전쟁,https://www.kobis.or.kr/upload/up_img/2011/11/mov_A5331C_20111101085140_1.jpg,신들의 전쟁.jpg,20111987,"장편 | 일반영화 | 드라마, 액션, 판타지 | 110분 0초 | 청소년관람불가 | 미국","필름,2D,3D,4D",[주연] 미키 루크(하이페리온 왕 ) | 헨리 카빌(테세우스 ) | 프리다 핀토(페드라 )
36,오션스8,https://www.kobis.or.kr/common/mast/movie/2018/05/d58c5fe66f594198be935a32eb5a0bde.jpg,오션스8.jpg,20184903,"장편 | 일반영화 | 액션, 범죄 | 110분 2초 | 12세이상관람가 | 미국",2D,[주연] 산드라 블록 | 케이트 블란쳇 | 앤 해서웨이 | 민디 캘링 | 사라 폴슨 | 아콰피나 | 리한나 | 헬레나 본햄 카터
37,미스터 고,https://www.kobis.or.kr/common/mast/movie/2013/07/aceadbe85d144bdf8d04ff8ac3cccb1b.jpg,미스터 고.jpg,20124082,"장편 | 일반영화 | 코미디, 드라마 | 132분 32초 | 12세이상관람가 | 한국, 중국","필름,2D,3D,4D",[주연] 서교 | 성동일
38,굿 다이노,https://www.kobis.or.kr/common/mast/movie/2015/12/927c8f50c5d547b1b94ce19f041b2d8b.jpg,굿 다이노.jpg,20155422,"장편 | 일반영화 | 애니메이션, 어드벤처, 코미디 | 100분 37초 | 전체관람가 | 미국","필름,2D,3D",
39,드라큘라: 전설의 시작,https://www.kobis.or.kr/common/mast/movie/2014/09/6ad6451eeebf4e3ba92166545c9c40c4.jpg,드라큘라- 전설의 시작.jpg,20141261,"장편 | 일반영화 | 판타지, 액션 | 92분 11초 | 15세이상관람가 | 미국","필름,2D,IMAX",[주연] 루크 에반스 | 도미닉 쿠퍼
40,사라진 밤,https://www.kobis.or.kr/common/mast/movie/2018/02/ef2b24fa8d0640468a948989b73b0c5f.jpg,사라진 밤.jpg,20178781,장편 | 일반영화 | 스릴러 | 101분 5초 | 15세이상관람가 | 한국,2D,[주연] 김상경 | 김강우 | 김희애(설희)
41,가디언즈 오브 갤럭시,https://www.kobis.or.kr/common/mast/movie/2014/07/40f587a7b4274bddbaae95b238f11407.jpg,가디언즈 오브 갤럭시.jpg,20149317,"장편 | 일반영화 | 액션, 어드벤처, SF | 120분 42초 | 12세이상관람가 | 미국","필름,2D,3D,4D,IMAX",[주연] 크리스 프랫 | 조 샐다나 | 데이브 바티스타 | 빈 디젤 | 브래들리 쿠퍼
42,간첩,https://www.kobis.or.kr/common/mast/movie/2012/08/ea96d3dbe8ca406b8a6f6a4d117bf2d1.jpg,간첩.jpg,20124400,"장편 | 일반영화 | 드라마, 코미디, 액션 | 115분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 김명민(김 과장) | 염정아(강 대리) | 유해진(최 부장) | 변희봉(윤 고문) | 정겨운(우 대리)
43,월드 인베이젼,https://www.kobis.or.kr/upload/up_img/2011/03/mov_91EI92_20110303091617_1.jpg,월드 인베이젼.jpg,20119707,"장편 | 일반영화 | SF, 액션 | 116분 0초 | 12세이상관람가 | 미국","필름,2D",[주연] 아론 에크하트 | 미쉘 로드리게즈 | 브리짓 모나핸
44,에이리언: 커버넌트,https://www.kobis.or.kr/common/mast/movie/2017/05/71f2233e29e1430b8a37bb06a917fa83.jpg,에이리언- 커버넌트.jpg,20179382,"장편 | 일반영화 | SF, 스릴러 | 121분 55초 | 15세이상관람가 | 미국, 호주, 뉴질랜드","2D,4D",[주연] 마이클 패스벤더 | 캐서린 워터스턴 | 제임스 프랭코 | 누미 라파스 | 가이 피어스 | 빌리 크루덥 | 카르멘 에조고 | 대니 맥브라이드 | 주시 스몰렛
45,장산범,https://www.kobis.or.kr/common/mast/movie/2017/07/11cfb367e1dd454e9f56619220c8e642.jpg,장산범.jpg,20151003,"장편 | 일반영화 | 미스터리, 스릴러 | 99분 43초 | 15세이상관람가 | 한국",2D,[주연] 염정아 | 박혁권
46,셜록: 유령신부,https://www.kobis.or.kr/common/mast/movie/2015/11/12c4a4a63bed4355a31c57943e259726.jpg,셜록- 유령신부.jpg,20157042,"장편 | 일반영화 | 범죄, 드라마 | 114분 32초 | 12세이상관람가 | 영국","필름,2D",[주연] 베네딕트 컴버배치 | 마틴 프리먼
47,소스 코드,https://www.kobis.or.kr/upload/up_img/2011/04/mov_508548_20110429113800_1.jpg,소스 코드.jpg,20110221,"장편 | 일반영화 | 액션, SF, 스릴러 | 93분 0초 | 12세이상관람가 | 미국","필름,2D",[주연] 미셸 모나한(크리스티나 워렌) | 제이크 질렌할(콜터 스티븐스) | 베라 파미가
48,클로젯,https://www.kobis.or.kr/common/mast/movie/2020/01/a14b66a0cd1e492988dbecb7f563412e.jpg,클로젯.jpg,20182447,"장편 | 일반영화 | 미스터리, 드라마 | 97분 50초 | 15세이상관람가 | 한국",2D,[주연] 하정우(상원) | 김남길(경훈) | 허율(이나) | 김시아(명진)
49,간기남,https://www.kobis.or.kr/common/mast/movie/2012/03/e1aaf042f9744ca696161f24f10d098a.jpg,간기남.jpg,20124032,"장편 | 일반영화 | 코미디, 스릴러 | 117분 0초 | 청소년관람불가 | 한국","필름,2D",[주연] 박희순(강선우) | 박시연(김수진) | 주상욱(한길로) | 김정태(서형사) | 이한위(사반장) | 이광수(기풍) | 박희순
50,유열의 음악앨범,https://www.kobis.or.kr/common/mast/movie/2019/08/4fabae4d516f4f3b80b65964fc71064d.jpg,유열의 음악앨범.jpg,20181416,"장편 | 일반영화 | 멜로/로맨스, 드라마 | 122분 25초 | 12세이상관람가 | 한국",2D,[주연] 김고은(미수) | 정해인(현우) | 최강희
51,육혈포 강도단,https://www.kobis.or.kr/upload/up_img/cleansing/39/mov_20090939_4.jpg,육혈포 강도단.jpg,20090939,"장편 | 일반영화 | 코미디, 드라마, 액션 | 107분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 나문희(김정자) | 김수미(손영희) | 김혜옥(공신자) | 임창정(방준석) | 장원영(신자 아들)
52,메리다와 마법의 숲,https://www.kobis.or.kr/common/mast/movie/2012/12/d553ecb3a10c4ae78bae04f30463873c.1,메리다와 마법의 숲.jpg,20127634,장편 | 일반영화 | 애니메이션 | 102분 0초 | 전체관람가 | 미국,"필름,2D,3D",[주연] 켈리 맥도날드(메리다 공주) | 빌리 코놀리(퍼거스 왕) | 엠마 톰슨(엘리노 여왕) | 강소라(메리다 (한국어 더빙))
53,007 노 타임 투 다이,https://www.kobis.or.kr/common/mast/movie/2021/09/95f7b73532b342dcbe4018a869b0bed6.jpg,007 노 타임 투 다이.jpg,20191061,장편 | 일반영화 | 액션 | 163분 21초 | 12세이상관람가 | 미국,"2D,4D,IMAX,ScreenX,DOLBYCINEMA",[주연] 다니엘 크레이그(제임스 본드) | 라미 말렉(사핀) | 라샤냐 린치(노미) | 레아 세이두(매들린 스완) | 벤 위쇼(Q) | 아나 디 아르마스(팔로마) | 나오미 해리스(이브) | 랄프 파인즈(M)
54,오케이 마담,https://www.kobis.or.kr/common/mast/movie/2020/07/ddf5cf982ac54f808360353cb686c538.jpg,오케이 마담.jpg,20199883,"장편 | 일반영화 | 코미디, 액션 | 100분 28초 | 15세이상관람가 | 한국","2D,4D",[주연] 엄정화(이미영) | 박성웅(오석환) | 이상윤(리철승) | 배정남(정현민 ) | 이선빈(안세라)
55,심야의 F.M.,https://www.kobis.or.kr/upload/up_img/cleansing/02/mov_20100302_9.jpg,심야의 F.M..jpg,20100302,"장편 | 일반영화 | 스릴러, 범죄 | 106분 0초 | 청소년관람불가 | 한국","필름,2D,4D","[주연] 수애(DJ, 고선영) | 유지태(청취자, 한동수) | 김윤태(방문 경찰1 )"
56,특별수사: 사형수의 편지,https://www.kobis.or.kr/common/mast/movie/2016/06/11cc52c6ea89415cab2b397022268e5c.jpg,특별수사- 사형수의 편지.jpg,20159645,"장편 | 일반영화 | 범죄, 드라마 | 120분 14초 | 15세이상관람가 | 한국",2D,[주연] 김명민(최필재) | 김상호(권순태) | 성동일(김판수)
57,찌라시: 위험한 소문,https://www.kobis.or.kr/common/mast/movie/2014/02/3d52723d86e3449085eb851ec4c18376.jpg,찌라시- 위험한 소문.jpg,20139401,"장편 | 일반영화 | 범죄, 드라마 | 121분 19초 | 15세이상관람가 | 한국","필름,2D",[주연] 김강우 | 고창석 | 박성웅(차성주) | 정진영(박사장)
58,토탈 리콜,https://www.kobis.or.kr/common/mast/movie/2012/08/2fbd41638c634e698f8949e7908c3128.jpg,토탈 리콜.jpg,20125647,"장편 | 일반영화 | SF, 액션 | 118분 0초 | 15세이상관람가 | 미국, 캐나다","필름,2D,IMAX",[주연] 콜린 파렐(더그 퀘이드) | 케이트 베킨세일(로리) | 제시카 비엘
59,결혼전야,https://www.kobis.or.kr/common/mast/movie/2013/10/1ba4eb46e8144bad813bf48968139cdb.jpg,결혼전야.jpg,20136061,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 117분 37초 | 15세이상관람가 | 한국","필름,2D",[주연] 김강우 | 김효진(주영 ) | 주지훈 | 이연희 | 옥택연 | 마동석 | 구잘 투르수노바 | 이희준(대복) | 고준희
60,해치지않아,https://www.kobis.or.kr/common/mast/movie/2019/12/da52c18e12e642669978fbd45469b1d7.jpg,해치지않아.jpg,20183002,장편 | 일반영화 | 코미디 | 117분 29초 | 12세이상관람가 | 한국,2D,[주연] 안재홍(강태수) | 강소라(한소원) | 박영규(서 원장) | 김성오(김건욱) | 전여빈(김해경) | 박혁권(황대표) | 김용각(보조출연팀장) | 손지영(보조출연팀장)
61,레지던트 이블 4: 끝나지 않은 전쟁 3D,https://www.kobis.or.kr/upload/up_img/cleansing/11/mov_20100811_3.jpg,레지던트 이블 4- 끝나지 않은 전쟁 3D.jpg,20100811,"장편 | 일반영화 | 공포(호러), 스릴러, 액션 | 96분 0초 | 청소년관람불가 | 독일, 미국, 영국","필름,2D,3D,4D,IMAX",[주연] 밀라 요보비치
62,엘리시움,https://www.kobis.or.kr/common/mast/movie/2013/08/ff6a89d954f54cf7baeb46fb43a2edde.jpg,엘리시움.jpg,20137811,"장편 | 일반영화 | SF, 액션 | 109분 24초 | 청소년관람불가 | 미국","필름,2D,IMAX",[주연] 맷 데이먼(맥스 드 코스타) | 조디 포스터(로데스) | 샬토 코플리(크루거) | 윌리엄 피츠너(존 칼라일)
63,악녀,https://www.kobis.or.kr/common/mast/movie/2017/05/d6f8002d1f7d4c78bfa714ebcb609b7a.jpg,악녀.jpg,20162343,장편 | 일반영화 | 액션 | 123분 22초 | 청소년관람불가 | 한국,2D,[주연] 김옥빈(숙희) | 신하균(중상) | 성준(현수) | 김서형(권숙) | 조은지(김선)
64,깡철이,https://www.kobis.or.kr/common/mast/movie/2013/09/0f50b22d30244e78bd61a861684c3353.jpg,깡철이.jpg,20123381,"장편 | 일반영화 | 드라마, 액션, 가족 | 108분 14초 | 15세이상관람가 | 한국","필름,2D",[주연] 유아인(강철) | 김해숙(순이) | 정유미(수지)
65,시간이탈자,https://www.kobis.or.kr/common/mast/movie/2016/03/749cdbe8276e4910ac91588233afc785.jpg,시간이탈자.jpg,20142621,장편 | 일반영화 | 스릴러 | 107분 9초 | 15세이상관람가 | 한국,2D,[주연] 임수정(윤정/소은) | 조정석(지환) | 이진욱(건우)
66,R2B: 리턴투베이스,https://www.kobis.or.kr/common/mast/movie/2012/07/995a14f559a74114bad7a4337dad3a7e.jpg,R2B- 리턴투베이스.jpg,20124049,"장편 | 일반영화 | 액션, 드라마 | 113분 0초 | 15세이상관람가 | 한국","필름,2D,4D",[주연] 정지훈(정태훈) | 유준상(이철희) | 신세경(유세영) | 김성수(박대서)
67,해빙,https://www.kobis.or.kr/common/mast/movie/2017/02/ab3403cb519842e1b661a10f74bd6e1e.jpg,해빙.jpg,20150971,장편 | 일반영화 | 스릴러 | 117분 10초 | 15세이상관람가 | 한국,2D,[주연] 조진웅(승훈) | 신구(정노인) | 김대명(성근)
68,더 웹툰: 예고살인,https://www.kobis.or.kr/common/mast/movie/2013/06/efdb683255bb4fba99945fd7560fcddd.jpg,더 웹툰- 예고살인.jpg,20129114,"장편 | 일반영화 | 공포(호러), 스릴러 | 104분 3초 | 15세이상관람가 | 한국","필름,2D",[주연] 이시영(지윤 ) | 엄기준(이기철 )
69,생일,https://www.kobis.or.kr/common/mast/movie/2019/04/b4a6b825911b4fe5a0cd14c7eb626110.jpg,생일.jpg,20183096,장편 | 일반영화 | 드라마 | 120분 9초 | 전체관람가 | 한국,2D,[주연] 설경구(정일) | 전도연(순남) | 신안진(석원아빠)
70,바람 바람 바람,https://www.kobis.or.kr/common/mast/movie/2018/03/b3ad353c49d149b1adbd2be94cee268f.jpg,바람 바람 바람.jpg,20153447,장편 | 일반영화 | 코미디 | 100분 16초 | 청소년관람불가 | 한국,2D,[주연] 이성민(석근) | 신하균 | 송지효 | 이엘
71,나니아 연대기: 새벽 출정호의 항해,https://www.kobis.or.kr/common/mast/movie/2011/12/0aaf1d4b16c84c7b90a841760fab5d35.jpg,나니아 연대기- 새벽 출정호의 항해.jpg,20101213,"장편 | 일반영화 | 판타지, 가족, 어드벤처 | 112분 0초 | 전체관람가 | 미국","필름,2D,3D,4D",[주연] 벤 반스 | 조지 헨리 | 윌 폴터 | 윌 폴터 | 스캔더 킨즈 | 윌리엄 모즐리 | 윌리엄 모즐리 | 안나 팝플웰
72,빅매치,https://www.kobis.or.kr/common/mast/movie/2014/11/5789254643c54902afdfff960194305b.jpg,빅매치.jpg,20134590,장편 | 일반영화 | 액션 | 112분 8초 | 15세이상관람가 | 한국,"필름,2D",[주연] 이정재(최익호) | 신하균(에이스) | 이성민(최영호) | 보아(수경)
73,"힘을 내요, 미스터 리",https://www.kobis.or.kr/common/mast/movie/2019/08/a348f11220974d4498f562274b4d34cd.jpg,"힘을 내요, 미스터 리.jpg",20187322,"장편 | 일반영화 | 코미디, 드라마 | 110분 59초 | 12세이상관람가 | 한국",2D,[주연] 차승원(철수 ) | 엄채영(샛별 ) | 박해준(영수) | 정원중(소방대장)
74,웜 바디스,https://www.kobis.or.kr/common/mast/movie/2013/02/5c26244f7981472bb1b312ff110aa577.jpg,웜 바디스.jpg,20135241,"장편 | 일반영화 | 멜로/로맨스, 액션 | 97분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 니콜라스 홀트(R) | 테레사 팔머(줄리) | 존 말코비치(그리지오)
75,"당신, 거기 있어줄래요",https://www.kobis.or.kr/common/mast/movie/2016/11/b82d3e8015cc48d0ad9270e5965b7d70.jpg,"당신, 거기 있어줄래요.jpg",20152371,"장편 | 일반영화 | 판타지, 드라마 | 110분 52초 | 12세이상관람가 | 한국",2D,[주연] 김윤석(수현) | 변요한(젊은 수현) | 채서진(젊은 연아)
76,동주,https://www.kobis.or.kr/common/mast/movie/2016/02/24308d6548a643ea8aae1a0f99aa0e3b.jpg,동주.jpg,20158482,장편 | 일반영화 | 드라마 | 110분 37초 | 12세이상관람가 | 한국,2D,[주연] 강하늘(윤동주) | 박정민(송몽규)
77,돈의 맛,https://www.kobis.or.kr/common/mast/movie/2012/04/48d8233e261a4fe8974da7d3056ac723.jpg,돈의 맛.jpg,20124064,"장편 | 일반영화 | 드라마 | 115분 0초 | 청소년관람불가 | 한국, 필리핀","필름,2D",[주연] 김강우(주영작) | 백윤식(윤회장) | 윤여정(백금옥) | 김효진(윤나미)
