,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
177,티탄,https://www.kobis.or.kr/common/mast/movie/2021/11/9ca2455718f44f14afc3f4be3ad2c754.jpg,티탄.jpg,20210972,"장편 | 예술영화 | 드라마, SF, 스릴러 | 108분 12초 | 청소년관람불가 | 프랑스",2D,[주연] 뱅상 랭동
178,미니 자이언트,https://www.kobis.or.kr/common/mast/movie/2016/01/6da88b6910ef4c5ebe81271a7bcf4f18.jpg,미니 자이언트.jpg,20155174,"장편 | 예술영화 | 애니메이션, 가족, 다큐멘터리 | 43분 21초 | 전체관람가 | 영국","2D,3D",
179,출동! 도토리 구조대,https://www.kobis.or.kr/common/mast/movie/2019/03/14cdaf19b33848f882e8677c99a5b4ec.jpg,출동! 도토리 구조대.jpg,20197552,장편 | 예술영화 | 애니메이션 | 82분 4초 | 전체관람가 | 미국,2D,
180,소명 하늘의 별,https://www.kobis.or.kr/common/mast/movie/2013/03/062fc1de975c48308d7bd2a7ad6b8bb2.1,소명 하늘의 별.jpg,20136742,장편 | 예술영화 | 다큐멘터리 | 75분 0초 | 12세이상관람가 | 한국,"필름,2D",[주연] 송채환 | 조태환(본인) | 오순옥(본인) | 조하은(본인) | 조예은(본인)
181,썸니아,https://www.kobis.or.kr/common/mast/movie/2016/05/861d183b16cb4942b683537981312529.jpg,썸니아.jpg,20153182,"장편 | 예술영화 | 판타지, 공포(호러) | 96분 34초 | 15세이상관람가 | 미국","필름,2D",[주연] 케이트 보스워스 | 토마스 제인 | 제이콥 트렘블레이
182,범죄소년,https://www.kobis.or.kr/common/mast/movie/2012/12/27b452c96a9f43adb3dacf2b109abb26.1,범죄소년.jpg,20124060,장편 | 예술영화 | 드라마 | 108분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 이정현(효승) | 서영주(장지구) | 김경룡(옥현 부)
183,검은손,https://www.kobis.or.kr/common/mast/movie/2015/04/a81e624d8d1a4cb893f2cd3af49854a9.jpg,검은손.jpg,20157986,장편 | 일반영화 | 공포(호러) | 95분 43초 | 청소년관람불가 | 한국,"필름,2D",[주연] 김성수 | 한고은
184,"러브, 어게인",https://www.kobis.or.kr/common/mast/movie/2017/11/d116e676156a48eb9b833a4f117f870f.JPG,"러브, 어게인.jpg",20174882,"장편 | 예술영화 | 드라마, 코미디, 멜로/로맨스 | 97분 0초 | 12세이상관람가 | 미국",2D,[주연] 리즈 위더스푼 | 마이클 쉰 | 피코 알렉산더 | 냇 울프 | 존 루드니츠키 | 캔디스 버겐
185,리틀 애쉬 : 달리가 사랑한 그림,https://www.kobis.or.kr/common/mast/movie/2011/12/e0c15f0e4ba941458fbbae201a69e788.jpg,리틀 애쉬 - 달리가 사랑한 그림.jpg,20090601,"장편 | 예술영화 | 드라마, 사극 | 112분 0초 | 청소년관람불가 | 영국, 스페인",필름,[주연] 자비에 벨트란(페데리코 가르시아 로르카) | 로버트 패틴슨(살바도르 달리) | 매튜 맥널티(루이스 부뉘엘)
186,트립 투 스페인,https://www.kobis.or.kr/common/mast/movie/2018/05/fa0b35f1e1a845d094e5aa386f42e1d6.jpg,트립 투 스페인.jpg,20181161,장편 | 예술영화 | 코미디 | 107분 47초 | 15세이상관람가 | 영국,2D,[주연] 스티브 쿠건 | 롭 브라이든
187,나는보리,https://www.kobis.or.kr/common/mast/movie/2020/05/cdbab040bac8403a92aed08cc4c3bd4d.jpg,나는보리.jpg,20181169,"장편 | 예술,독립 영화 | 가족, 드라마 | 109분 58초 | 전체관람가 | 한국",2D,[주연] 김아송(보리) | 이린하(정우) | 곽진석(해진) | 허지나(엄마) | 황유림(은정) | 허지나(엄마역)
188,디시에르토,https://www.kobis.or.kr/common/mast/movie/2016/09/74c8143bb7bb40c2bd39cf195b5d84f3.jpg,디시에르토.jpg,20168822,"장편 | 예술영화 | 드라마, 스릴러 | 89분 48초 | 15세이상관람가 | 멕시코, 프랑스",2D,[주연] 가엘 가르시아 베르날(모세 역) | 제프리 딘 모건(샘 역) | 디에고 카타노 | 마르코 페레즈
189,그레텔과 헨젤,https://www.kobis.or.kr/common/mast/movie/2020/06/265a49c710c348dda771cdcbb2d0d21a.jpg,그레텔과 헨젤.jpg,20208182,"장편 | 일반영화 | 판타지, 미스터리 | 87분 33초 | 15세이상관람가 | 캐나다",2D,[주연] 소피아 릴리스 | 앨리스 크리지
190,주키퍼스 와이프,https://www.kobis.or.kr/common/mast/movie/2017/09/45af1609058c458388111a59127aaf07.jpg,주키퍼스 와이프.jpg,20175943,"장편 | 예술영화 | 드라마, 전쟁 | 126분 17초 | 12세이상관람가 | 미국, 영국",2D,[주연] 제시카 차스테인(안토니나) | 다니엘 브륄(헥) | 요한 헬덴베르그(얀)
191,최종병기 활 감독확장판,https://www.kobis.or.kr/upload/up_img/2011/10/mov_FCJ293_20111011171110_1.jpg,최종병기 활 감독확장판.jpg,20112911,"장편 | 일반영화 | 사극, 액션 | 128분 0초 | 청소년관람불가 | 한국","필름,2D",[주연] 박해일(남이) | 류승룡 | 김무열(서군) | 문채원 | 오타니 료헤이
192,야곱 신부의 편지,https://www.kobis.or.kr/common/mast/movie/2012/12/c992d97831f4463cb83cdd1e10a92302.1,야곱 신부의 편지.jpg,20125766,장편 | 예술영화 | 드라마 | 74분 0초 | 12세이상관람가 | 핀란드,"필름,2D",[주연] 카리나 하자드(레이라) | 헤이키 노우시아이넨(파더 자콥)
193,지미스 홀,https://www.kobis.or.kr/common/mast/movie/2014/09/5798bfc94e944451a39168950b913246.jpg,지미스 홀.jpg,20141206,"장편 | 예술영화 | 드라마 | 109분 0초 | 12세이상관람가 | 영국, 아일랜드, 프랑스","필름,2D",[주연] 배리 워드 | 시모네 커비 | 앤드류 스캇 | 짐 노튼
194,핫 썸머 나이츠,https://www.kobis.or.kr/common/mast/movie/2018/10/772d3f5b3a2d451db010678e33ccefd1.jpg,핫 썸머 나이츠.jpg,20181163,장편 | 예술영화 | 드라마 | 107분 4초 | 15세이상관람가 | 미국,2D,[주연] 티모시 샬라메(다니엘) | 마이카 먼로(맥케일라) | 알렉스 로(헌터)
195,더 게스트,https://www.kobis.or.kr/common/mast/movie/2018/09/530d7e7a84aa4ad7917070d4290d53b5.jpg,더 게스트.jpg,20188567,"장편 | 예술영화 | 공포(호러), 스릴러 | 88분 46초 | 청소년관람불가 | 스페인",2D,[주연] 레이첼 니콜스 | 로라 해링
196,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다,https://www.kobis.or.kr/common/mast/movie/2019/08/b78d570ec0584029a301ca9851bec065.png,청춘 돼지는 꿈꾸는 소녀의 꿈을 꾸지 않는다.jpg,20194945,"장편 | 일반영화 | 애니메이션, 드라마 | 90분 6초 | 12세이상관람가 | 일본",2D,[주연] 이시카와 카이토(아즈사가와 사쿠타) | 미나세 이노리(마키노하라 쇼코) | 세토 아사미(사쿠라지마 마이)
197,멜리스,https://www.kobis.or.kr/common/mast/movie/2016/01/1605a333efa542ccbe7c45e91f92520b.jpg,멜리스.jpg,20157441,"장편 | 예술영화 | 공포(호러), 스릴러 | 95분 43초 | 15세이상관람가 | 한국",2D,[주연] 홍수아(최가인) | 임성언(박은정) | 양명헌(송우진) | 김하유(송서아) | 양도현(송우진)
198,슈퍼히어로,https://www.kobis.or.kr/common/mast/movie/2013/07/27dfdfa58c84413e858cc7814a8d439e.jpg,슈퍼히어로.jpg,20139821,"장편 | 일반영화 | 애니메이션, SF, 어드벤처 | 67분 58초 | 전체관람가 | 페루","필름,2D",
199,오 루시!,https://www.kobis.or.kr/common/mast/movie/2018/06/daa2abe847e1495d8de37994fc6c3a22.jpg,오 루시!.jpg,20185521,"장편 | 예술영화 | 멜로/로맨스, 코미디 | 95분 29초 | 15세이상관람가 | 미국",2D,[주연] 테라지마 시노부 | 조쉬 하트넷 | 야쿠쇼 코지
200,황제펭귄 펭이와 솜이,https://www.kobis.or.kr/common/mast/movie/2014/08/637732e24cd94f1592fb76dd22be1ae0.jpg,황제펭귄 펭이와 솜이.jpg,20124933,장편 | 예술영화 | 다큐멘터리 | 79분 0초 | 전체관람가 | 한국,"필름,2D,3D",[주연] 송중기(내레이션)
201,타이치0 3D,https://www.kobis.or.kr/common/mast/movie/2013/06/22d43e6dc7e74e2b80681525f9da63ba.jpg,타이치0 3D.jpg,20139081,"장편 | 일반영화 | 코미디, 액션 | 98분 1초 | 12세이상관람가 | 홍콩","필름,2D,3D",[주연] 원효초(로선) | 안젤라 베이비(진옥랑) | 펑위옌 | 양가휘 | 오언조
202,걸후드,https://www.kobis.or.kr/common/mast/movie/2020/10/6fc76c16fcfa455488c0f815f6da3267.jpg,걸후드.jpg,20205969,장편 | 예술영화 | 드라마 | 113분 22초 | 12세이상관람가 | 프랑스,2D,[주연] 카리자 투레 | 아사 실라 | 마리투 투레 | 린지 카라모
203,해피 해피 브레드,https://www.kobis.or.kr/common/mast/movie/2012/05/6a9b289535734a1c82180d86308f1f4c.jpg,해피 해피 브레드.jpg,20126446,장편 | 예술영화 | 드라마 | 114분 0초 | 전체관람가 | 일본,"필름,2D",[주연] 하라다 토모요(미즈시마 리에) | 오오이즈미 요(미즈시마 상)
204,조난자들,https://www.kobis.or.kr/common/mast/movie/2014/02/ca395faf72e14f4b91204c9597fb9d0d.jpg,조난자들.jpg,20131841,"장편 | 예술영화 | 미스터리, 스릴러 | 98분 6초 | 15세이상관람가 | 한국","필름,2D",[주연] 전석호 | 오태경(학수)
205,살인마 잭의 집,https://www.kobis.or.kr/common/mast/movie/2019/02/b705c78dd6244111b0fd5109c7532a79.jpg,살인마 잭의 집.jpg,20185603,"장편 | 예술영화 | 드라마, 공포(호러), 스릴러 | 152분 16초 | 청소년관람불가 | 덴마크",2D,[주연] 맷 딜런 | 브루노 간츠 | 우마 서먼 | 라일리 코프
206,출동! 소방관 샘: 외계인 대소동,https://www.kobis.or.kr/common/mast/movie/2018/10/29121de3a6e242b2a10f7b2374039610.jpg,출동! 소방관 샘- 외계인 대소동.jpg,20180664,장편 | 일반영화 | 애니메이션 | 62분 44초 | 전체관람가 | 영국,2D,[주연] 조연우(샘 소방관(한국어 목소리)) | 신정훈(노먼 프라이스(한국어 목소리)) | 박상우(더글러스(한국어 목소리)) | 방지원(제임스(한국어 목소리)) | 송영인(사라(한국어 목소리)) | 오은수(맨디(한국어 목소리)) | 데이비드 테넌트 | 나이젤 휘트미 | 스티브 킨맨
207,수상한 이웃,https://www.kobis.or.kr/common/mast/movie/2019/09/70f2e54f23a6457b8032e95af9cc7585.jpg,수상한 이웃.jpg,20183848,장편 | 독립영화 | 코미디 | 100분 40초 | 12세이상관람가 | 한국,2D,[주연] 오지호(태성) | 오광록(덕만) | 손다솜(은서) | 윤성모(민우) | 유다미(희정) | 안지환(영식) | 영민(현수) | 강희(정욱)
208,심플 라이프,https://www.kobis.or.kr/common/mast/movie/2012/12/8fb303eb5f1347f384e123408cf7acb7.jpg,심플 라이프.jpg,20121095,장편 | 예술영화 | 드라마 | 118분 0초 | 전체관람가 | 홍콩,"필름,2D",[주연] 유덕화 | 엽덕한
209,아뉴스 데이,https://www.kobis.or.kr/common/mast/movie/2017/03/10f288f5dfc74919b283abaae82c9a85.jpg,아뉴스 데이.jpg,20170421,장편 | 예술영화 | 드라마 | 115분 22초 | 15세이상관람가 | 프랑스,2D,[주연] 루 드 라쥬
210,키즈모노가타리 III : 냉혈편,https://www.kobis.or.kr/common/mast/movie/2017/05/2c9880295c594a9ca5aefcb9812d3627.jpg,키즈모노가타리 III - 냉혈편.jpg,20173721,"장편 | 일반영화 | 애니메이션, 드라마, 액션, 판타지 | 83분 4초 | 15세이상관람가 | 일본",2D,[주연] 카미야 히로시(아라라기 코요미) | 사카모토 마아야(키스샷 아세롤라오리온 하트 언더 블레이드) | 호리에 유이(하네카와 츠바사) | 사쿠라이 타카히로(오시노 메메)
211,좋은 사람,https://www.kobis.or.kr/common/mast/movie/2021/08/c4bf6147bc81400f998afdbcf61f93a7.jpg,좋은 사람.jpg,20209138,"장편 | 예술,독립 영화 | 미스터리 | 101분 26초 | 12세이상관람가 | 한국",2D,[주연] 김태훈(경석) | 이효제(세익) | 김현정(지현) | 김종구(형섭) | 박채은(윤희)
212,팬텀: 더 뮤지컬 라이브,https://www.kobis.or.kr/common/mast/movie/2021/11/795c5306a6e0465da520d68787d8f369.jpg,팬텀- 더 뮤지컬 라이브.jpg,20211487,"장편 | 일반영화 | 뮤지컬, 공연 | 177분 0초 | 12세이상관람가 | 한국",2D,[주연] 조규현 | 임선혜 | 윤영석 | 신영숙 | 에녹 | 임기홍 | 김주원 | 윤전일
213,카이트,https://www.kobis.or.kr/common/mast/movie/2015/06/3ed2852bb0774367a9b0861df0edea57.jpg,카이트.jpg,20150841,"장편 | 일반영화 | 범죄, 액션 | 89분 28초 | 청소년관람불가 | 미국","필름,2D",[주연] 사무엘 L. 잭슨 | 인디아 아이슬리 | 캘런 맥오리피
214,곤충왕국 3D,https://www.kobis.or.kr/common/mast/movie/2014/07/6649fb6f24d34397b3ff859c84fc6690.jpg,곤충왕국 3D.jpg,20149962,장편 | 예술영화 | 다큐멘터리 | 85분 1초 | 전체관람가 | 한국,"필름,2D,3D",[주연] 김성주 | 김민국 | 김민율
215,스피릿,https://www.kobis.or.kr/common/mast/movie/2021/08/4d855c324bce44b4887321af1d4aae36.jpg,스피릿.jpg,20219892,"장편 | 일반영화 | 애니메이션, 어드벤처 | 87분 42초 | 전체관람가 | 미국",2D,[주연] 이사벨라 머세드(럭키 프레스콧) | 줄리안 무어(코라 고모) | 제이크 질렌할(짐 프레스콧) | 마르사이 마틴(프루 그레인저) | 맥케나 그레이스(아비게일 스톤)
216,목격자-눈이 없는 아이,https://www.kobis.or.kr/common/mast/movie/2020/01/0bab7c97550c4507b49045abf879ab37.jpg,목격자-눈이 없는 아이.jpg,20193364,장편 | 예술영화 | 공포(호러) | 87분 6초 | 15세이상관람가 | 중국,2D,[주연] 홍수아 | 이아남 | 링옌
217,라스트 풀 메저,https://www.kobis.or.kr/common/mast/movie/2020/05/c2d7521c6c7341f595687a3c863d33c6.jpg,라스트 풀 메저.jpg,20208663,"장편 | 예술영화 | 드라마, 전쟁 | 115분 48초 | 15세이상관람가 | 미국",2D,[주연] 세바스찬 스탠 | 사무엘 L. 잭슨 | 크리스토퍼 플러머 | 윌리엄 허트
218,나루토 질풍전 극장판 4 - 더 로스트 타워,https://www.kobis.or.kr/common/mast/movie/2011/12/708a24bb81ee47d49462b125b603dfd4.jpg,나루토 질풍전 극장판 4 - 더 로스트 타워.jpg,20101283,장편 | 일반영화 | 애니메이션 | 85분 0초 | 전체관람가 | 일본,필름,[주연] 이노우에 카즈히코 | 모리카와 토시유키 | 나카무라 치에  | 타케우치 준코
219,공동정범,https://www.kobis.or.kr/common/mast/movie/2018/01/61307fc5568746549f7f4ae4558914d0.jpg,공동정범.jpg,20169443,"장편 | 예술,독립 영화 | 다큐멘터리 | 106분 7초 | 15세이상관람가 | 한국",2D,[주연] 이충연 | 김주환(본인역) | 김창수 | 천주석 | 지석준
220,마일스,https://www.kobis.or.kr/common/mast/movie/2016/08/b030112a4afa4c8f8ef0f40622f477e9.jpg,마일스.jpg,20166023,장편 | 예술영화 | 드라마 | 100분 7초 | 청소년관람불가 | 미국,2D,[주연] 돈 치들 | 이완 맥그리거 | 마이클 스털버그
221,극장판 메이저 : 우정의 강속구,https://www.kobis.or.kr/upload/up_img/2011/07/mov_6541FH_20110711130708_1.jpg,극장판 메이저 - 우정의 강속구.jpg,20111533,장편 | 일반영화 | 애니메이션 | 104분 0초 | 전체관람가 | 일본,"필름,2D",[주연] 쿠마이 모토코 | 모리쿠보 쇼타로
222,닐스의 모험,https://www.kobis.or.kr/common/mast/movie/2014/01/7ea61649f1544383b7f43faad06adaa7.jpg,닐스의 모험.jpg,20147559,"장편 | 예술영화 | 애니메이션, 어드벤처, 판타지, 가족 | 96분 45초 | 전체관람가 | 일본","필름,2D",
223,몽키킹2: 서유기 여정의 시작,https://www.kobis.or.kr/common/mast/movie/2016/04/56b31a607ef64755b6571f1460d6962b.jpg,몽키킹2- 서유기 여정의 시작.jpg,20163441,"장편 | 일반영화 | 액션, 판타지 | 119분 0초 | 12세이상관람가 | 중국",2D,[주연] 곽부성 | 공리 | 풍소봉 | 진혜림
224,라우더 댄 밤즈,https://www.kobis.or.kr/common/mast/movie/2016/10/90999a9bd4134aaf964b050459ed0c8d.jpg,라우더 댄 밤즈.jpg,20161502,"장편 | 예술영화 | 드라마 | 108분 48초 | 15세이상관람가 | 노르웨이, 프랑스, 덴마크",2D,[주연] 제시 아이젠버그 | 이자벨 위페르 | 가브리엘 번
225,와즈다,https://www.kobis.or.kr/common/mast/movie/2014/05/6579c2f4b7524846b1a45669b1ec4eb5.jpg,와즈다.jpg,20148762,"장편 | 예술영화 | 드라마 | 97분 34초 | 전체관람가 | 기타, 독일","필름,2D",[주연] 와드 모하메드
226,익스트림 No.13,https://www.kobis.or.kr/common/mast/movie/2012/08/5bcfee22058b46c18fdcad06469c1fc0.jpg,익스트림 No.13.jpg,20129227,장편 | 일반영화 | 스릴러 | 90분 0초 | 청소년관람불가 | 미국,"필름,2D",[주연] 제이슨 스타뎀(재스퍼) | 알렉산더 스카스가드(잭) | 미키 루크(제퍼슨) | 50 센트(지미) | 레이 윈스톤(로널드 린) | 샘 라일리(빈스)
227,스파이의 아내,https://www.kobis.or.kr/common/mast/movie/2021/03/4545ce5e427c4f3493d7a50da1b818f2.jpg,스파이의 아내.jpg,20216372,장편 | 예술영화 | 드라마 | 116분 13초 | 12세이상관람가 | 일본,2D,[주연] 아오이 유우 | 타카하시 잇세이 | 히가시데 마사히로
228,토이 솔져스: 가짜사나이2 더 컴플리트,https://www.kobis.or.kr/common/mast/movie/2021/01/ebcc45f8c3144b23bfb7dd1954b2abbb.jpg,토이 솔져스- 가짜사나이2 더 컴플리트.jpg,20215041,장편 | 일반영화 | 다큐멘터리 | 112분 3초 | 15세이상관람가 | 한국,"2D,4D,ScreenX",[주연] 김병지 | 줄리엔 강 | 힘의길 | 이과장 | 곽윤기 | 손민수 | 까로 | 지기 | 조재원 | 머독 | 윽박 | 홍구 | 오현민 | 샘김
229,소라닌,https://www.kobis.or.kr/common/mast/movie/2013/06/8876168afcab4912ace3dedbcc0d4122.jpg,소라닌.jpg,20100775,장편 | 예술영화 | 드라마 | 125분 0초 | 12세이상관람가 | 일본,"필름,2D",[주연] 고라 겐고 | 미야자키 아오이(메이코)
230,무산일기,https://www.kobis.or.kr/upload/up_img/2011/04/mov_3DAGJI_20110408134357_1.jpg,무산일기.jpg,20101242,장편 | 예술영화 | 드라마 | 127분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 박정범(승철) | 진용욱(경철) | 강은진(숙영)
231,춤추는 꿈틀이 밴드,https://www.kobis.or.kr/upload/up_img/cleansing/11/mov_20100011_3.jpg,춤추는 꿈틀이 밴드.jpg,20100011,"장편 | 일반영화 | 애니메이션, 가족, 코미디 | 80분 0초 | 전체관람가 | 덴마크, 독일","필름,2D",[주연] 엄상현(배리) | 이장원(티토) | 조현정(도나)
232,교실 안의 야크,https://www.kobis.or.kr/common/mast/movie/2020/09/5f1cc998b0a34e39a69fdcf5409ed108.jpg,교실 안의 야크.jpg,20204990,장편 | 예술영화 | 드라마 | 109분 26초 | 전체관람가 | 기타,2D,
233,오션스: 문어구출대작전,https://www.kobis.or.kr/common/mast/movie/2019/08/43a75d1cce094d9da2cce28296a7d99c.jpg,오션스- 문어구출대작전.jpg,20193743,장편 | 일반영화 | 애니메이션 | 66분 5초 | 전체관람가 | 중국,2D,[주연] 남도형(폴 목소리) | 김소희(제시 목소리) | 강은애(써니 목소리) | 김경희(핑키 목소리) | 민아(투투 목소리) | 김보나(해마 목소리) | 서반석(샤크스킨 목소리) | 이창민(펭귄 목소리)
234,블러바드,https://www.kobis.or.kr/common/mast/movie/2021/01/52876f4e467941b89c2fcfeb903d545b.jpg,블러바드.jpg,20151962,장편 | 예술영화 | 드라마 | 88분 14초 | 15세이상관람가 | 미국,2D,[주연] 로빈 윌리엄스 | 로베르토 어과이어 | 캐시 베이커 | 봅 오덴커크
235,내가 죽기 전에,https://www.kobis.or.kr/common/mast/movie/2017/12/816c55a57c724ceda0b179e2253b4101.jpg,내가 죽기 전에.jpg,20178403,"장편 | 일반영화 | 공포(호러), 스릴러 | 112분 30초 | 15세이상관람가 | 미국",2D,[주연] 로버트 맥키헨
236,바티칸 뮤지엄,https://www.kobis.or.kr/common/mast/movie/2014/12/79f40490d02c4a4482c1e8b706fc2055.jpg,바티칸 뮤지엄.jpg,20144522,장편 | 예술영화 | 다큐멘터리 | 65분 48초 | 전체관람가 | 이탈리아,"필름,2D,3D,4D",[주연] 채시라(내레이션)
237,우리는 같은 꿈을 꾼다,https://www.kobis.or.kr/common/mast/movie/2017/11/ffb925e1935f4d08a55af03e87a006ee.jpg,우리는 같은 꿈을 꾼다.jpg,20175143,장편 | 예술영화 | 드라마 | 115분 36초 | 청소년관람불가 | 헝가리,2D,[주연] 게자 모르산이 | 알렉상드라 보르벨리
238,두 개의 사랑,https://www.kobis.or.kr/common/mast/movie/2017/12/812748e36e8a496ea9f9127cdff8d263.jpg,두 개의 사랑.jpg,20175023,장편 | 예술영화 | 스릴러 | 108분 14초 | 청소년관람불가 | 프랑스,2D,[주연] 마린 백트 | 제레미 레니에
239,스파이즈,https://www.kobis.or.kr/common/mast/movie/2020/01/17bd61bc313649a4a0ea39505aa09079.jpg,스파이즈.jpg,20192987,장편 | 일반영화 | 애니메이션 | 98분 49초 | 전체관람가 | 프랑스,2D,
240,꼬마 물고기 이자벨: 바다 대모험,https://www.kobis.or.kr/common/mast/movie/2019/07/cf9dc479d2bb4045b9d44b89aececaa4.jpg,꼬마 물고기 이자벨- 바다 대모험.jpg,20175762,장편 | 예술영화 | 애니메이션 | 74분 23초 | 전체관람가 | 미국,2D,
241,화이트데이: 부서진 결계,https://www.kobis.or.kr/common/mast/movie/2021/10/f21d021a211d44ebb544daa285744713.jpg,화이트데이- 부서진 결계.jpg,20191503,장편 | 일반영화 | 공포(호러) | 90분 5초 | 15세이상관람가 | 한국,2D,[주연] 강찬희(희민) | 박유나(소영) | 장솜이(유지민) | 이혜란(김성아) | 정교림(설지현) | 장광(무영)
242,엔드 오브 왓치,https://www.kobis.or.kr/common/mast/movie/2012/11/399b21e245984d079e6ca7f0c70d6897.jpg,엔드 오브 왓치.jpg,20121923,"장편 | 일반영화 | 범죄, 드라마, 미스터리, 스릴러, 액션 | 109분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 제이크 질렌할(테일러) | 마이클 페나(자발라)
243,디어 마이 프렌드,https://www.kobis.or.kr/common/mast/movie/2019/09/12c1e10923574c9b9877414382b69217.jpg,디어 마이 프렌드.jpg,20195081,장편 | 예술영화 | 드라마 | 96분 43초 | 12세이상관람가 | 미국,2D,[주연] 에이사 버터필드 | 메이지 윌리암스 | 니나 도브레브
244,손오공: 돌원숭이의 탄생,https://www.kobis.or.kr/common/mast/movie/2012/08/8bd9518857384e2ca3190e48f55efc81.jpg,손오공- 돌원숭이의 탄생.jpg,20128977,장편 | 일반영화 | 애니메이션 | 95분 0초 | 전체관람가 | 일본,"필름,2D",[주연] 안현서(손오공) | 유카
245,사랑이 이끄는 대로,https://www.kobis.or.kr/common/mast/movie/2016/08/033403dbf8004f9d9c94b344dfb85c45.jpg,사랑이 이끄는 대로.jpg,20168446,장편 | 예술영화 | 코미디 | 114분 4초 | 청소년관람불가 | 프랑스,2D,[주연] 장 뒤자르댕 | 엘자 질버스타인
246,모래가 흐르는 강,https://www.kobis.or.kr/common/mast/movie/2013/03/2f2e7ca8ba584c0798c8b4b7453a1cba.jpg,모래가 흐르는 강.jpg,20136281,"장편 | 예술,독립 영화 | 다큐멘터리 | 73분 23초 | 전체관람가 | 한국","필름,2D",[프로듀서] 김일권
247,퇴마전: 마령검의 비밀,https://www.kobis.or.kr/common/mast/movie/2015/08/4073f1d9735c46bc818db7cf97436b01.jpg,퇴마전- 마령검의 비밀.jpg,20154207,"장편 | 일반영화 | 판타지 | 117분 43초 | 15세이상관람가 | 중국, 홍콩, 미국","필름,2D",[주연] 천쿤 | 리빙빙 | 조문선 | 포패이
248,토이무비: 미래대모험,https://www.kobis.or.kr/common/mast/movie/2018/08/2f8f93007fc64578bcb73496004bc3bc.jpg,토이무비- 미래대모험.jpg,20189806,"장편 | 예술영화 | 애니메이션, 어드벤처 | 86분 4초 | 전체관람가 | 중국",2D,[주연] 남도형 | 윤아영 | 서원석 | 김성화
249,써드 퍼슨 - 감독판,https://www.kobis.or.kr/common/mast/movie/2015/05/11d14471879544e0be1a5ab72fdf7c95.jpg,써드 퍼슨 - 감독판.jpg,20159101,"장편 | 예술영화 | 드라마, 미스터리, 멜로/로맨스 | 121분 59초 | 청소년관람불가 | 미국","필름,2D",[주연] 리암 니슨 | 밀라 쿠니스 | 애드리언 브로디 | 올리비아 와일드 | 제임스 프랭코
250,밤쉘,https://www.kobis.or.kr/common/mast/movie/2018/05/fbc0f728251f4de99d025ac07876d981.jpg,밤쉘.jpg,20182121,장편 | 예술영화 | 다큐멘터리 | 88분 17초 | 15세이상관람가 | 미국,2D,[주연] 헤디 라머
251,룩 어웨이,https://www.kobis.or.kr/common/mast/movie/2019/07/a8e4e7a0fd4d4de899ae5baedd75b20f.jpg,룩 어웨이.jpg,20193682,"장편 | 예술영화 | 공포(호러), 스릴러 | 101분 55초 | 15세이상관람가 | 캐나다",2D,[주연] 제이슨 아이삭스 | 미라 소르비노 | 인디아 아이슬리 | 페넬로페 미첼 | 해리슨 길벗슨
252,비지터,https://www.kobis.or.kr/common/mast/movie/2012/12/cc6ecba2abbb487e8c4e562dbd230abd.jpg,비지터.jpg,20081818,"장편 | 예술영화 | 드라마, 코미디 | 104분 0초 | 전체관람가 | 미국","필름,2D",[주연] 리차드 젠킨스 | 하즈 슬레이만 | 다네이 거라이라 | 히암 압바스
253,나의 살던 고향은,https://www.kobis.or.kr/common/mast/movie/2016/11/7ab9f75e1cae40ce95e8f7b709e0862d.jpg,나의 살던 고향은.jpg,20162608,"장편 | 예술,독립 영화 | 다큐멘터리 | 94분 19초 | 전체관람가 | 한국",2D,[주연] 김용옥
254,파워캐치 완다: 버그본의 지구 습격,https://www.kobis.or.kr/common/mast/movie/2017/02/1aa8681d65544b1b9db887c4af8761ca.jpg,파워캐치 완다- 버그본의 지구 습격.jpg,20172001,"장편 | 일반영화 | 애니메이션, 액션, 어드벤처 | 83분 23초 | 전체관람가 | 일본",2D,
255,루팡 3세: 더 퍼스트,https://www.kobis.or.kr/common/mast/movie/2020/05/9661226300b34dac9ea557b054bfff05.jpg,루팡 3세- 더 퍼스트.jpg,20208265,장편 | 일반영화 | 애니메이션 | 92분 52초 | 전체관람가 | 일본,"2D,4D",[주연] 쿠리타 카니치(루팡3세) | 히로세 스즈 | 후지와라 타츠야
256,더 컨덕터,https://www.kobis.or.kr/common/mast/movie/2019/10/eff2c1f9c0644f488367e7bf537ad8aa.jpg,더 컨덕터.jpg,20195901,장편 | 예술영화 | 드라마 | 139분 17초 | 12세이상관람가 | 네덜란드,2D,[주연] 크리스탄 드 브루인 | 벤자민 웨인라이트 | 스캇 터너 스코필드
257,이웃집 스타,https://www.kobis.or.kr/common/mast/movie/2017/09/99b1a33a2d6041d8a6cd79317c32dc6b.jpg,이웃집 스타.jpg,20172964,장편 | 일반영화 | 코미디 | 98분 16초 | 12세이상관람가 | 한국,2D,[주연] 한채영 | 진지희 | 임슬옹
