영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
퍼피 구조대: 더 마이티 무비,https://www.kobis.or.kr/common/mast/movie/2023/10/0f01915796874f1a84c80a7049fa57e5.jpg,퍼피 구조대- 더 마이티 무비.jpg,20234253,"장편 | 일반영화 | 애니메이션, 어드벤처 | 92분 30초 | 전체관람가 | 미국",2D,[주연] 정선혜 | 박지윤 | 신용우 | 문남숙 | 엄상현
가문의 영광: 리턴즈,https://www.kobis.or.kr/common/mast/movie/2023/09/4f6f8760de4d484b80898aab4493e920.jpg,가문의 영광- 리턴즈.jpg,20233235,장편 | 일반영화 | 코미디 | 99분 13초 | 15세이상관람가 | 한국,2D,[주연] 윤현민 | 유라 | 김수미 | 탁재훈
플라워 킬링 문,https://www.kobis.or.kr/common/mast/movie/2023/09/d4657ad8012f47789a564c2596973ac3.jpg,플라워 킬링 문.jpg,20232894,"장편 | 일반영화 | 범죄, 드라마 | 205분 47초 | 청소년관람불가 | 미국",2D,[주연] 레오나르도 디카프리오 | 로버트 드 니로
마루이 비디오,https://www.kobis.or.kr/common/mast/movie/2023/02/9af853f734834b03982502b6f8615f5d.jpg,마루이 비디오.jpg,20202026,"장편 | 일반영화 | 미스터리, 공포(호러) | 87분 00초 | 15세이상관람가 | 한국",2D,[주연] 서현우 | 조민경
공기살인,https://www.kobis.or.kr/common/mast/movie/2022/03/eb641f809d054353a7b16c404a140855.jpg,공기살인.jpg,20204845,장편 | 일반영화 | 드라마 | 107분 44초 | 12세이상관람가 | 한국,2D,[주연] 김상경(정태훈) | 이선빈(한영주) | 윤경호(서우식) | 서영희(한길주)
극장판 엉덩이 탐정: 수플레 섬의 비밀,https://www.kobis.or.kr/common/mast/movie/2022/04/3734c28894a64d22861d56b87e65106c.jpg,극장판 엉덩이 탐정- 수플레 섬의 비밀.jpg,20224148,장편 | 일반영화 | 애니메이션 | 58분 49초 | 전체관람가 | 일본,2D,[사운드] 이영진(극장판 더빙 총연출)
불릿 트레인,https://www.kobis.or.kr/common/mast/movie/2022/08/0a3cc13e34be43fea9e18df76984d539.jpg,불릿 트레인.jpg,20225448,장편 | 일반영화 | 액션 | 126분 20초 | 청소년관람불가 | 미국,"2D,4D,IMAX,ScreenX,DOLBYCINEMA",[주연] 브래드 피트 | 조이 킹 | 애론 테일러 존슨 | 브라이언 타이리 헨리 | 배드 버니
하우스 오브 구찌,https://www.kobis.or.kr/common/mast/movie/2021/12/24bc5b9d8a1e4ca2ae2f19df11996d3a.jpg,하우스 오브 구찌.jpg,20211177,"장편 | 일반영화 | 범죄, 드라마, 스릴러 | 157분 59초 | 15세이상관람가 | 미국",2D,[주연] 레이디 가가 | 아담 드라이버 | 자레드 레토 | 제레미 아이언스 | 알 파치노 | 셀마 헤이엑
가여운 것들,https://www.kobis.or.kr/common/mast/movie/2024/03/bac67ec2546e4f89a7769f104f471c96.jpg,가여운 것들.jpg,20236732,"장편 | 예술영화 | 드라마, 코미디, 멜로/로맨스 | 141분 28초 | 청소년관람불가 | 미국",2D,[주연] 엠마 스톤 | 마크 러팔로 | 윌렘 데포
눈의 여왕5: 스노우 프린세스와 미러랜드의 비밀,https://www.kobis.or.kr/common/mast/movie/2022/12/d1f340b0aa6643f0bb0c05c4d7d834b5.jpg,눈의 여왕5- 스노우 프린세스와 미러랜드의 비밀.jpg,20228829,장편 | 일반영화 | 애니메이션 | 75분 34초 | 전체관람가 | 기타,2D,
극장판 엉덩이 탐정: 미스터리 가면 ~최강의 대결,https://www.kobis.or.kr/common/mast/movie/2023/10/4013adf7322246419142cca03741559a.jpg,극장판 엉덩이 탐정- 미스터리 가면 ~최강의 대결.jpg,20234099,장편 | 일반영화 | 애니메이션 | 73분 58초 | 전체관람가 | 일본,2D,
아가일,https://www.kobis.or.kr/common/mast/movie/2023/12/c8e9c918e8b34120923c0b169c109592.jpg,아가일.jpg,20234581,"장편 | 일반영화 | 액션, 코미디 | 138분 45초 | 12세이상관람가 | 미국","2D,4D,IMAX,ScreenX,DOLBYCINEMA",[주연] 헨리 카빌 | 브라이스 달라스 하워드 | 샘 록웰 | 브라이언 크랜스톤 | 캐서린 오하라 | 두아 리파 | 아리아나 데보스 | 존 시나 | 사무엘 L. 잭슨
남은 인생 10년,https://www.kobis.or.kr/common/mast/movie/2024/03/3a7d99a378004dbb8679c6106144846e.jpg,남은 인생 10년.jpg,20231677,장편 | 예술영화 | 멜로/로맨스 | 124분 57초 | 12세이상관람가 | 일본,2D,[주연] 고마츠 나나 | 사카구치 켄타로 | 쿠로키 하루 | 마츠시게 유타카 | 릴리 프랭키
극장판 슈퍼윙스: 맥시멈 스피드,https://www.kobis.or.kr/common/mast/movie/2023/06/aa5a9ab80bbf4c8c90af00564167503a.jpg,극장판 슈퍼윙스- 맥시멈 스피드.jpg,20232639,장편 | 일반영화 | 애니메이션 | 89분 27초 | 전체관람가 | 한국,2D,[주연] 문남숙(호기) | 장은숙(다인 엄마) | 최보배(다인) | 전태열(재롬) | 이재범(더그) | 엄상현(토마스/코보)
보호자,https://www.kobis.or.kr/common/mast/movie/2023/07/e4f9959e6aa84e3b92eaf6e93977df00.jpg,보호자.jpg,20192995,"장편 | 일반영화 | 액션, 드라마 | 97분 58초 | 15세이상관람가 | 한국",2D,[주연] 정우성(수혁) | 김남길(우진) | 김준한(성준) | 박성웅(응국) | 박유나(진아)
두다다쿵: 후후섬의 비밀,https://www.kobis.or.kr/common/mast/movie/2023/01/e3d5fcf6875943d0a0f1e5fdc8577736.jpg,두다다쿵- 후후섬의 비밀.jpg,20210684,장편 | 일반영화 | 애니메이션 | 83분 9초 | 전체관람가 | 한국,2D,
메가로돈 2,https://www.kobis.or.kr/common/mast/movie/2023/08/0bf54a9b42a44e938e086647d2652020.jpg,메가로돈 2.jpg,20233052,장편 | 일반영화 | 액션 | 115분 31초 | 12세이상관람가 | 미국,"2D,4D,ScreenX",[주연] 제이슨 스타뎀 | 오경
웨스트 사이드 스토리,https://www.kobis.or.kr/common/mast/movie/2022/01/8d74d76769e745f4a3786ae9b68d9750.jpg,웨스트 사이드 스토리.jpg,20193082,"장편 | 일반영화 | 드라마, 뮤지컬 | 156분 9초 | 12세이상관람가 | 미국","2D,IMAX,DOLBYCINEMA",[주연] 안셀 엘고트(토니) | 레이첼 지글러(마리아) | 아리아나 데보스(아니타) | 데이비드 알바즈(베르나르도) | 마이크 파이스트(리프)
해피 뉴 이어,https://www.kobis.or.kr/common/mast/movie/2021/12/406e9890154a409890c078cae2e50176.jpg,해피 뉴 이어.jpg,20217807,"장편 | 일반영화 | 멜로/로맨스, 드라마 | 137분 37초 | 12세이상관람가 | 한국",2D,[주연] 한지민(소진) | 이동욱(용진) | 강하늘(재용) | 임윤아(수연) | 원진아(이영) | 이혜영(캐서린) | 정진영(상규) | 김영광(승효) | 서강준(이강) | 이광수(상훈) | 고성희(영주) | 이진욱(진호) | 조준영(세직) | 원지안(아영)
블루 자이언트,https://www.kobis.or.kr/common/mast/movie/2023/10/b651ea5ed3dc40d9828aa60c9a03e01a.jpg,블루 자이언트.jpg,20233178,장편 | 예술영화 | 애니메이션 | 119분 24초 | 12세이상관람가 | 일본,2D,[주연] 야마다 유키 | 마미야 쇼타로 | 오카야마 아마네
극장판 안녕 자두야: 제주도의 비밀,https://www.kobis.or.kr/common/mast/movie/2022/01/65c5996f6b2a4998947470d8aa08ef01.jpg,극장판 안녕 자두야- 제주도의 비밀.jpg,20212952,장편 | 일반영화 | 애니메이션 | 89분 36초 | 전체관람가 | 한국,2D,"[주연] 여민정(자두) | 정혜옥(민지) | 김영은(윤석) | 양정화(전복) | 정유미(돌돌, 미미, 전복할머니)"
그란 투리스모,https://www.kobis.or.kr/common/mast/movie/2023/08/13244f9cd479411b9efd3608e1d7a917.jpg,그란 투리스모.jpg,20233411,장편 | 일반영화 | 액션 | 134분 9초 | 12세이상관람가 | 미국,"2D,4D,ScreenX,DOLBYCINEMA",
몬스터 패밀리 2,https://www.kobis.or.kr/common/mast/movie/2023/07/a327b04c6fb9468caf2dafb8bbd73382.jpg,몬스터 패밀리 2.jpg,20232836,장편 | 예술영화 | 애니메이션 | 103분 8초 | 전체관람가 | 영국,2D,[주연] 에밀리 왓슨 | 닉 프로스트 | 제시카 브라운 핀들레이
말하고 싶은 비밀,https://www.kobis.or.kr/common/mast/movie/2024/01/ba6700fdfb304e04a0cee16eabbe7627.jpg,말하고 싶은 비밀.jpg,20235980,장편 | 일반영화 | 멜로/로맨스 | 110분 32초 | 전체관람가 | 일본,2D,[주연] 사쿠라다 히요리
앰뷸런스,https://www.kobis.or.kr/common/mast/movie/2022/03/8dcc873359364dad97e23f6f9f57f9bd.jpg,앰뷸런스.jpg,20212724,"장편 | 일반영화 | 액션, 범죄 | 136분 18초 | 15세이상관람가 | 미국","2D,IMAX,DOLBYCINEMA",[주연] 제이크 질렌할 | 야히아 압둘 마틴 2세 | 에이사 곤잘레스
다음 소희,https://www.kobis.or.kr/common/mast/movie/2023/01/73d17c4cf2c74300914778ffd0bf90c2.jpg,다음 소희.jpg,20223565,"장편 | 예술,독립 영화 | 드라마 | 137분 31초 | 15세이상관람가 | 한국",2D,[주연] 김시은(소희) | 배두나(유진)
문재인입니다,https://www.kobis.or.kr/common/mast/movie/2023/05/2bf5b400050e4dd4b40d1b26a31cdefd.jpg,문재인입니다.jpg,20231437,장편 | 독립영화 | 다큐멘터리 | 114분 0초 | 12세이상관람가 | 한국,2D,[프로듀서] 김성우   |   김민정
패스트 라이브즈,https://www.kobis.or.kr/common/mast/movie/2024/03/5f783dd8ec354fc0b6b559f7ebbc00a4.jpg,패스트 라이브즈.jpg,20234789,장편 | 일반영화 | 드라마 | 105분 20초 | 12세이상관람가 | 미국,2D,[주연] 그레타 리 | 유태오
길위에 김대중,https://www.kobis.or.kr/common/mast/movie/2023/12/cd327717c9a04ba59bd641004486de4a.jpg,길위에 김대중.jpg,20235353,"장편 | 예술,독립 영화 | 다큐멘터리 | 125분 50초 | 12세이상관람가 | 한국",2D,[주연] 김대중
로스트 시티,https://www.kobis.or.kr/common/mast/movie/2022/03/181e22bdb0374ac980db57cf9e39b0fb.jpg,로스트 시티.jpg,20212783,"장편 | 일반영화 | 액션, 코미디, 멜로/로맨스, 어드벤처 | 111분 38초 | 12세이상관람가 | 미국","2D,4D,DOLBYCINEMA",[주연] 산드라 블록 | 채닝 테이텀 | 다니엘 래드클리프 | 브래드 피트
스트레인지 월드,https://www.kobis.or.kr/common/mast/movie/2022/11/2ff542fea9f94d14ba74e08dc762f9b3.jpg,스트레인지 월드.jpg,20228190,장편 | 일반영화 | 애니메이션 | 101분 37초 | 전체관람가 | 미국,"2D,4D",[주연] 제이크 질렌할 | 데니스 퀘이드 | 자부키 영-화이트 | 가브리엘 유니온 | 루시 리우
서울괴담,https://www.kobis.or.kr/common/mast/movie/2022/04/8ef2c69d352d499987c2428d8b594259.jpg,서울괴담.jpg,20217982,장편 | 일반영화 | 공포(호러) | 122분 54초 | 15세이상관람가 | 한국,2D,[주연] 김도윤 | 봉재현 | 서지수 | 김현정 | 셔누 | 최예원 | 알렉산드라 크리스틴 슈나이더만 | 추소정 | 오륭 | 이민혁 | 이수민 | 이열음 | 이영진 | 이호원 | 정원창 | 주학년
에브리씽 에브리웨어 올 앳 원스+,https://www.kobis.or.kr/common/mast/movie/2023/02/4b9bfa8fe49c4467b1e5b1554109014f.jpg,에브리씽 에브리웨어 올 앳 원스+.jpg,20230340,"장편 | 일반영화 | 액션, 코미디 | 150분 21초 | 15세이상관람가 | 미국",2D,[주연] 양자경 | 스테파니 수 | 키 호이 콴 | 제이미 리 커티스
캐리와 슈퍼콜라,https://www.kobis.or.kr/common/mast/movie/2022/12/9767e820582d42759e9db0a4a827a3e3.jpg,캐리와 슈퍼콜라.jpg,20228895,장편 | 일반영화 | 애니메이션 | 78분 34초 | 전체관람가 | 한국,2D,[주연] 최정윤(캐리) | 엄상현(콜라) | 이다은(엘리) | 원옥화(캐빈)
어메이징 모리스,https://www.kobis.or.kr/common/mast/movie/2023/01/489076b235324833b0f0e5362585b207.jpg,어메이징 모리스.jpg,20228966,"장편 | 예술영화 | 애니메이션, 판타지, 어드벤처 | 93분 30초 | 전체관람가 | 독일",2D,[주연] 휴 로리(모리스(오리지널)) | 에밀리아 클라크(멜리시아(오리지널)) | 데이빗 듈리스(쥐마왕(오리지널)) | 히메쉬 파텔(키이스(오리지널)) | 정재헌(모리스) | 박지윤(멜리시아) | 오인성(쥐마왕) | 김현욱(키이스) | 장미(복숭아) | 홍진욱(분대장)
에어,https://www.kobis.or.kr/common/mast/movie/2023/03/6e5a49d4cc3f437ea6d30def90937f40.jpg,에어.jpg,20231010,장편 | 일반영화 | 드라마 | 111분 49초 | 15세이상관람가 | 미국,2D,[주연] 맷 데이먼 | 벤 애플렉 | 제이슨 베이트먼 | 마론 웨이언스 | 크리스 메시나 | 크리스 터커 | 비올라 데이비스
스마일,https://www.kobis.or.kr/common/mast/movie/2022/09/10f3cb26b4584672875b8aa989fb7567.jpg,스마일.jpg,20225729,"장편 | 일반영화 | 미스터리, 공포(호러) | 115분 28초 | 청소년관람불가 | 미국",2D,[주연] 소지 베이컨 | 제시 어셔 | 카일 갈너 | 케이틀린 스테이시 | 칼 펜 | 롭 모건
아기상어 극장판: 사이렌 스톤의 비밀,https://www.kobis.or.kr/common/mast/movie/2024/01/87e60de22ddf4453ac54a959947b63c3.jpg,아기상어 극장판- 사이렌 스톤의 비밀.jpg,20246966,장편 | 예술영화 | 애니메이션 | 83분 33초 | 전체관람가 | 미국,2D,[주연] 장예나 | 전태열 | 이희승(엔하이픈) | 박종성(엔하이픈) | 심재윤(엔하이픈) | 박성훈(엔하이픈 | 김선우(엔하이픈) | 양정원(엔하이픈) | 니시무라 리키(엔하이픈) | 김보민 | 이채린(CL) | 정재헌 | 김보나 | 김은아 | 윤은서 | 이상호
뉴 노멀,https://www.kobis.or.kr/common/mast/movie/2023/10/1cca91cc0d3a4ac3bef00c217fe562de.jpg,뉴 노멀.jpg,20225894,"장편 | 일반영화 | 스릴러, 드라마, 코미디 | 112분 33초 | 15세이상관람가 | 한국",2D,[주연] 최지우(현정) | 이유미(현수) | 최민호(훈 ) | 표지훈(기진) | 하다인(연진) | 정동원(승진)
추락의 해부,https://www.kobis.or.kr/common/mast/movie/2024/01/f8b24a6c122a41e4a0b6a18a790c48d5.jpg,추락의 해부.jpg,20234730,"장편 | 예술영화 | 드라마, 스릴러 | 151분 39초 | 15세이상관람가 | 프랑스",2D,[주연] 산드라 휠러 | 스완 아를로 | 밀로 마차도 그라너
엘비스,https://www.kobis.or.kr/common/mast/movie/2022/06/e9f555293e0e454da6c1fcde8badd575.jpg,엘비스.jpg,20225175,장편 | 일반영화 | 드라마 | 159분 4초 | 15세이상관람가 | 미국,"2D,ScreenX,DOLBYCINEMA",[주연] 오스틴 버틀러 | 톰 행크스 | 올리비아 데종
블랙폰,https://www.kobis.or.kr/common/mast/movie/2022/09/3b6192e92a5b4ab89f2f79ddf7743dbf.jpg,블랙폰.jpg,20212709,장편 | 일반영화 | 공포(호러) | 103분 21초 | 15세이상관람가 | 미국,2D,[주연] 에단 호크 | 메이슨 테임즈 | 매들린 맥그로
스노우 폭스: 썰매개가 될 거야!,https://www.kobis.or.kr/common/mast/movie/2023/11/671a65210a4e4f648d3b86031421e7cd.jpg,스노우 폭스- 썰매개가 될 거야!.jpg,20234957,"장편 | 예술영화 | 애니메이션, 어드벤처 | 92분 0초 | 전체관람가 | 미국",2D,[주연] 제레미 레너(스위프티) | 알렉 볼드윈(피비)
극장판 도라에몽: 진구와 하늘의 유토피아,https://www.kobis.or.kr/common/mast/movie/2023/07/451b72a3a4fa4c3d9e69c1c8b188e750.jpg,극장판 도라에몽- 진구와 하늘의 유토피아.jpg,20232570,장편 | 일반영화 | 애니메이션 | 107분 28초 | 전체관람가 | 일본,2D,[주연] 윤아영(도라에몽) | 김정아(진구) | 이현주(비실이) | 조현정(이슬이) | 최낙윤(퉁퉁이)
화사한 그녀,https://www.kobis.or.kr/common/mast/movie/2023/09/72bc7140a4d646f4ac0043ad71ed3128.jpg,화사한 그녀.jpg,20212667,장편 | 일반영화 | 코미디 | 12세이상관람가 | 한국,2D,[주연] 엄정화(이지혜) | 송새벽(박완규)
안테벨룸,https://www.kobis.or.kr/common/mast/movie/2022/01/06de7632b4da4b7394986cb76895bd4e.jpg,안테벨룸.jpg,20212741,"장편 | 예술영화 | 미스터리, 스릴러 | 105분 53초 | 15세이상관람가 | 미국",2D,[주연] 자넬 모네 | 잭 휴스턴 | 지나 말론
스텔라,https://www.kobis.or.kr/common/mast/movie/2022/03/58d765cf1dde4bb58dd28bbdd54a250d.jpg,스텔라.jpg,20196906,"장편 | 일반영화 | 코미디, 드라마 | 98분 10초 | 15세이상관람가 | 한국",2D,[주연] 손호준(영배) | 이규형(동식) | 허성태(서사장) | 전노민(영배부)
"여름을 향한 터널, 이별의 출구",https://www.kobis.or.kr/common/mast/movie/2023/08/720b53c800444fdc953eef7286a1d5d8.jpg,"여름을 향한 터널, 이별의 출구.jpg",20228016,장편 | 예술영화 | 애니메이션 | 82분 44초 | 12세이상관람가 | 일본,2D,[주연] 코미야 아리사 | 코야마 리키야
방탄소년단: 옛 투 컴 인 시네마,https://www.kobis.or.kr/common/mast/movie/2023/01/59bb0a5fbbc5427da4030ab7a2ed1afb.jpg,방탄소년단- 옛 투 컴 인 시네마.jpg,20239691,장편 | 일반영화 | 공연 | 103분 11초 | 전체관람가 | 한국,"2D,4D,ScreenX",[주연] 김남준 | 김석진 | 민윤기 | 정호석 | 박지민 | 김태형 | 전정국
아이유 콘서트 : 더 골든 아워,https://www.kobis.or.kr/common/mast/movie/2023/08/400b6f0cca3f45f2a861173b0de1f48f.jpg,아이유 콘서트 - 더 골든 아워.jpg,20233743,"장편 | 일반영화 | 공연, 다큐멘터리 | 170분 35초 | 전체관람가 | 한국","2D,IMAX",[주연] 이지은
바다 탐험대 옥토넛 어보브 앤 비욘드 : 육지 넘어 하늘까지!,https://www.kobis.or.kr/common/mast/movie/2023/07/85458581f8d44b0da28af1ad8764f10b.JPG,바다 탐험대 옥토넛 어보브 앤 비욘드 - 육지 넘어 하늘까지!.jpg,20232698,"장편 | 예술영화 | 애니메이션, 어드벤처, 액션 | 57분 32초 | 전체관람가 | 영국",2D,[주연] 하성용(바나클) | 정재헌(콰지) | 엄상현(페이소) | 윤승희(대쉬) | 김율(트윅/셀바) | 유동균(셸링턴) | 김정은(잉클링) | 한경화(튜닙) | 박성영(포니)
사나: 저주의 아이,https://www.kobis.or.kr/common/mast/movie/2023/10/8cbd9553e9394b60b1c4bae199a58c43.jpg,사나- 저주의 아이.jpg,20234277,장편 | 예술영화 | 공포(호러) | 102분 58초 | 15세이상관람가 | 일본,2D,
폴: 600미터,https://www.kobis.or.kr/common/mast/movie/2022/10/6e3b8a87bb054e5faf8ac77306c6bcdb.jpg,폴- 600미터.jpg,20227514,"장편 | 일반영화 | 스릴러, 액션 | 106분 45초 | 12세이상관람가 | 영국, 미국",2D,[주연] 그레이스 캐롤라인 커리 | 버지니아 가드너 | 제프리 딘 모건
스펜서,https://www.kobis.or.kr/common/mast/movie/2022/03/59b082fa23ff44fa9c56d2e51c9c67da.jpg,스펜서.jpg,20210541,장편 | 예술영화 | 드라마 | 116분 17초 | 12세이상관람가 | 영국,2D,[주연] 크리스틴 스튜어트(다이애나)
명탐정코난: 하이바라 아이 이야기 ~흑철의 미스터리 트레인,https://www.kobis.or.kr/common/mast/movie/2023/06/8549ca0ad3ab4b97ac18feb65b8912e2.jpg,명탐정코난- 하이바라 아이 이야기 ~흑철의 미스터리 트레인.jpg,20232075,장편 | 일반영화 | 애니메이션 | 89분 22초 | 12세이상관람가 | 일본,2D,[주연] 타카야마 미나미 | 하야시바라 메구미
파벨만스,https://www.kobis.or.kr/common/mast/movie/2023/03/2fbd0a00297c4f0a95d2d2de100aaf15.jpg,파벨만스.jpg,20230767,장편 | 일반영화 | 드라마 | 150분 44초 | 12세이상관람가 | 미국,2D,[주연] 미쉘 윌리엄스 | 폴 다노 | 세스 로건 | 가브리엘 라벨
엑소시스트: 믿는 자,https://www.kobis.or.kr/common/mast/movie/2023/10/35c6894117f84442828dd544e992c95e.jpg,엑소시스트- 믿는 자.jpg,20234853,장편 | 일반영화 | 공포(호러) | 110분 59초 | 15세이상관람가 | 미국,"2D,4D,DOLBYCINEMA",[주연] 엘렌 버스틴 | 레슬리 오덤 주니어 | 앤 도드
아르고 원정대: 꼬마 영웅 패티의 대모험,https://www.kobis.or.kr/common/mast/movie/2023/08/edfd55267cbb4499b980a5d186a48c80.jpg,아르고 원정대- 꼬마 영웅 패티의 대모험.jpg,20233597,장편 | 예술영화 | 애니메이션 | 94분 56초 | 전체관람가 | 프랑스,2D,
악마들,https://www.kobis.or.kr/common/mast/movie/2023/07/0fc617fade6540e18cd09c54e21dffa8.jpg,악마들.jpg,20224579,"장편 | 일반영화 | 액션, 스릴러 | 105분 33초 | 청소년관람불가 | 한국",2D,[주연] 장동윤 | 오대환 | 최귀화 | 장재호
인민을 위해 복무하라,https://www.kobis.or.kr/common/mast/movie/2022/02/e895a2acf5534668b0624badd798e33d.jpg,인민을 위해 복무하라.jpg,20208006,"장편 | 일반영화 | 멜로/로맨스, 드라마 | 146분 30초 | 청소년관람불가 | 한국",2D,[주연] 연우진 | 지안 | 조성하
바다 탐험대 옥토넛 : 탐험선 대작전,https://www.kobis.or.kr/common/mast/movie/2022/07/a364b6a8b32a42949b8771c59490fdb2.jpg,바다 탐험대 옥토넛 - 탐험선 대작전.jpg,20226034,"장편 | 예술영화 | 애니메이션, 액션, 어드벤처 | 58분 44초 | 전체관람가 | 영국",2D,[주연] 하성용(바나클) | 정재헌(콰지) | 엄상현(페이소) | 윤승희(대쉬) | 김율(트윅) | 유동균(셸링턴) | 김정은(잉클링) | 한경화(튜닙)
샤잠! 신들의 분노,https://www.kobis.or.kr/common/mast/movie/2023/02/3a97cefe4498466d8f9f1945145a9fdc.jpg,샤잠! 신들의 분노.jpg,20230081,"장편 | 일반영화 | 액션, 어드벤처 | 130분 4초 | 12세이상관람가 | 미국","2D,4D,IMAX,ScreenX,DOLBYCINEMA",[주연] 제커리 리바이 | 애셔 앤젤 | 아담 브로디 | 잭 딜런 그레이저 | 그레이스 펄튼 | 로즈 버틀러 | 이안 첸 | 매건 굿 | 페이스 허만 | D.J. 코드로나 | 조반 아만드 | 헬렌 미렌 | 루시 리우 | 레이첼 지글러 | 디몬 하운수
치킨래빗: 잃어버린 보물을 찾아서,https://www.kobis.or.kr/common/mast/movie/2023/02/e0aaff8b6b0c4968bb043556136fe2dd.jpg,치킨래빗- 잃어버린 보물을 찾아서.jpg,20230484,"장편 | 예술영화 | 애니메이션 | 91분 40초 | 전체관람가 | 벨기에, 프랑스",2D,[주연] 박시윤 | 김용 | 김소희
프레이 포 더 데블,https://www.kobis.or.kr/common/mast/movie/2022/11/fedd642b8947485092dbd3bb30ae8270.jpg,프레이 포 더 데블.jpg,20227885,"장편 | 일반영화 | 미스터리, 공포(호러) | 93분 1초 | 15세이상관람가 | 미국",2D,[주연] 콜린 살몬 | 버지니아 매드슨
닌자터틀: 뮤턴트 대소동,https://www.kobis.or.kr/common/mast/movie/2023/09/fcfe79e56a9f411a805138392c8b3b52.jpg,닌자터틀- 뮤턴트 대소동.jpg,20233643,장편 | 일반영화 | 애니메이션 | 99분 0초 | 전체관람가 | 미국,2D,
보 이즈 어프레이드,https://www.kobis.or.kr/common/mast/movie/2023/06/3f362596cf314970b9708e23d12a44a1.jpg,보 이즈 어프레이드.jpg,20231889,"장편 | 예술영화 | 어드벤처, 공포(호러) | 178분 58초 | 청소년관람불가 | 미국",2D,[주연] 호아킨 피닉스
리미트,https://www.kobis.or.kr/common/mast/movie/2022/08/a551539fd2d44233b1e33b3a898990e1.jpg,리미트.jpg,20208721,"장편 | 일반영화 | 범죄, 스릴러 | 87분 30초 | 15세이상관람가 | 한국",2D,[주연] 이정현(윤소은) | 문정희(서혜진) | 진서연(홍연주) | 박명훈(서준용) | 최덕문(강성찬)
도티와 영원의 탑,https://www.kobis.or.kr/common/mast/movie/2023/11/2ada3f40f0764bd48987bb3fc5f3df59.jpg,도티와 영원의 탑.jpg,20235290,장편 | 일반영화 | 애니메이션 | 86분 25초 | 전체관람가 | 한국,2D,[주연] 나희선(도티) | 최예린(옐언니) | 이민호(밍모) | 이민형(코아) | 차재원(킬박) | 엄상현(파파라쿤) | 이명호(짱구보이) | 방보용(슈픽) | 정빈(뿌탄) | 김하영(뿌탄 캐릭터) | 김병선(도른쟈) | 임채빈(도른쟈 캐릭터) | 김도희(시스템 목소리)
"바다 탐험대 옥토넛 어보브 앤 비욘드: 버드, 옥토경보를 울려라!",https://www.kobis.or.kr/common/mast/movie/2023/11/c17ccb13b7e3408ea0a8911573ba36b3.jpg,"바다 탐험대 옥토넛 어보브 앤 비욘드- 버드, 옥토경보를 울려라!.jpg",20236045,장편 | 예술영화 | 애니메이션 | 68분 25초 | 전체관람가 | 영국,2D,
크레센도,https://www.kobis.or.kr/common/mast/movie/2023/12/b8b98fbb01b54dd58bdd75a8c8658656.jpg,크레센도.jpg,20233299,장편 | 예술영화 | 다큐멘터리 | 111분 11초 | 전체관람가 | 미국,2D,
쏘우 X,https://www.kobis.or.kr/common/mast/movie/2023/11/b3a377cb4b674e2eaef0a70d66758768.jpg,쏘우 X.jpg,20235698,"장편 | 일반영화 | 공포(호러), 스릴러 | 118분 15초 | 청소년관람불가 | 미국","2D,DOLBYCINEMA",[주연] 토빈 벨 | 쇼니 스미스
익스펜더블 4,https://www.kobis.or.kr/common/mast/movie/2023/10/77b0b87dbae84e9cb89d9d5bfae92485.jpg,익스펜더블 4.jpg,20234213,장편 | 일반영화 | 액션 | 103분 10초 | 청소년관람불가 | 미국,"2D,DOLBYCINEMA",[주연] 제이슨 스타뎀 | 실베스터 스탤론 | 메간 폭스 | 50 센트 | 토니 자 | 돌프 룬드그렌 | 이코 우웨이스 | 랜디 커투어 | 앤디 가르시아
대무가,https://www.kobis.or.kr/common/mast/movie/2022/08/1802171884c345698dd44171e0cf4e03.jpg,대무가.jpg,20208101,"장편 | 독립영화 | 드라마, 코미디 | 107분 7초 | 15세이상관람가 | 한국",2D,[주연] 박성웅(마성준) | 양현민(청담도령) | 류경수(신남) | 정경호(그리고 손익수) | 서지유(정윤희)
본즈 앤 올,https://www.kobis.or.kr/common/mast/movie/2022/10/9a136abac8024fd8b4e3d10eaf98e127.jpg,본즈 앤 올.jpg,20228045,"장편 | 일반영화 | 공포(호러), 멜로/로맨스 | 130분 51초 | 청소년관람불가 | 미국",2D,[주연] 테일러 러셀(매런) | 티모시 샬라메(리) | 마크 라이런스(설리) | 클로에 세비니(자넬)
신체모음.zip,https://www.kobis.or.kr/common/mast/movie/2023/08/098348536b8248e6b3d5374dc0aedcb0.jpg,신체모음.zip.jpg,20233075,"장편 | 예술,독립 영화 | 공포(호러) | 104분 7초 | 15세이상관람가 | 한국",2D,[주연] 김민석(재석) | 김채은 | 한상혁 | 강준규 | 김아현 | 조우리 | 정준원(재필) | 이진희(어머니) | 구본진(본길) | 리우림(하람) | 구선민(선민) | 이교형(규형) | 김희상(희상) | 권아름(다희) | 김윤정(미정) | 이주은(규리) | 우유민(미현) | 이유진(은기 ) | 김금원(화영 ) | 김현정(화영모 ) | 도연진(민지) | 백현주(101호) | 소희정(전에 살던 사람) | 조지승(민화) | 김현정(화영모)
