영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
9명의 번역가,https://www.kobis.or.kr/common/mast/movie/2022/08/b808b53df0d54866adbc8fe0e8f3d700.jpg,9명의 번역가.jpg,20226194,"장편 | 예술영화 | 미스터리, 스릴러 | 105분 5초 | 15세이상관람가 | 프랑스",2D,[주연] 올가 쿠릴렌코 | 램버트 윌슨 | 리카르도 스카마르치오 | 시드 바벳 크누센
그 여름,https://www.kobis.or.kr/common/mast/movie/2023/05/c7d8dafc214d4920a1996a7168cba1c4.jpg,그 여름.jpg,20231523,"장편 | 예술,독립 영화 | 애니메이션, 드라마, 멜로/로맨스 | 60분 57초 | 12세이상관람가 | 한국",2D,[주연] 윤아영 | 송하림
비욘드 라이브 더 무비: 엑소의 사다리 타고 세계여행3,https://www.kobis.or.kr/common/mast/movie/2022/07/76a9c9be7bf74a539e9ad9d75bddf4dc.jpg,비욘드 라이브 더 무비- 엑소의 사다리 타고 세계여행3.jpg,20226207,장편 | 일반영화 | 코미디 | 124분 4초 | 전체관람가 | 한국,2D,[프로듀서] 이예지(Executive Producer)   |   원승연(Chief Producer)   |   김지선(Chief Producer)   |   조현정(Head Producer)   |   이원영(Director/Producer)   |   진선미(Director/Producer)   |   이나연(Director/Producer)   |   조연을(Director/Producer)   |   배은선(Director/Producer)   |   최예진(Director/Producer)   |   서유나(Director/Producer)   |   김지인(Director/Producer)   |   임주영(Director/Producer)   |   김이헌
아마겟돈 타임,https://www.kobis.or.kr/common/mast/movie/2022/11/271d66be18f94b34886702d7861536e0.jpg,아마겟돈 타임.jpg,20227461,장편 | 일반영화 | 드라마 | 114분 30초 | 12세이상관람가 | 미국,2D,[주연] 앤 해서웨이 | 안소니 홉킨스
내 친한 친구의 아침식사,https://www.kobis.or.kr/common/mast/movie/2022/10/83514c734a2546f8a2bf00880d53eccc.jpg,내 친한 친구의 아침식사.jpg,20227784,장편 | 일반영화 | 멜로/로맨스 | 119분 27초 | 12세이상관람가 | 대만,2D,[주연] 에릭 추 | 이목 | 송백위 | 하사정
경아의 딸,https://www.kobis.or.kr/common/mast/movie/2022/06/3979430a73324a5ca8a0274a57212fc0.jpg,경아의 딸.jpg,20212392,"장편 | 예술,독립 영화 | 드라마 | 118분 48초 | 15세이상관람가 | 한국",2D,[주연] 김정영(경아) | 하윤경(연수) | 임형태(운규) | 이채경(상순) | 이지하(미자) | 최희진(민희) | 김우겸(상현)
쿠폰의 여왕,https://www.kobis.or.kr/common/mast/movie/2022/03/be11745ba92a43d6b3ff7e8796191d7a.jpg,쿠폰의 여왕.jpg,20224417,"장편 | 일반영화 | 코미디, 범죄 | 110분 40초 | 15세이상관람가 | 미국",2D,[주연] 크리스틴 벨 | 빈스 본
라이즈,https://www.kobis.or.kr/common/mast/movie/2023/12/c30bdb92a490494bb2e4216c1329549f.jpg,라이즈.jpg,20235073,"장편 | 예술영화 | 드라마, 코미디 | 117분 21초 | 15세이상관람가 | 프랑스, 벨기에",2D,[주연] 마리옹 바르보 | 메디 바키 | 호페쉬 쉑터 | 프랑수아 시빌 | 피오 마르마이 | 수헤일라 야쿠브 | 뮤리엘 로빈 | 드니 포달리데스
기적을 믿는 소녀,https://www.kobis.or.kr/common/mast/movie/2023/06/56fd48e41c6f445db4180cc8646a9364.jpg,기적을 믿는 소녀.jpg,20226584,"장편 | 일반영화 | 드라마, 가족 | 99분 56초 | 전체관람가 | 미국",2D,[주연] 미라 소르비노 | 케빈 소르보 | 피터 코요테 | 오스틴 존슨
금의 나라 물의 나라,https://www.kobis.or.kr/common/mast/movie/2023/11/217d8991155c48338e7a10724db72cd8.jpg,금의 나라 물의 나라.jpg,20234035,장편 | 예술영화 | 애니메이션 | 117분 8초 | 전체관람가 | 일본,2D,
물방울을 그리는 남자,https://www.kobis.or.kr/common/mast/movie/2022/09/79598a3e5ea7454fa6475509b6eb629b.jpg,물방울을 그리는 남자.jpg,20200523,장편 | 독립영화 | 다큐멘터리 | 79분 18초 | 전체관람가 | 한국,2D,[주연] 김창열
생츄어리 2 : 쿼카가 너무해,https://www.kobis.or.kr/common/mast/movie/2024/02/a914ca6d796949acbada533efb161cd3.jpg,생츄어리 2 - 쿼카가 너무해.jpg,20234808,"장편 | 예술영화 | 애니메이션, 액션, 어드벤처 | 87분 36초 | 전체관람가 | 호주",2D,[주연] 앵거리 라이스(데이지) | 샘 닐(프랭키) | 김소희 | 김용 | 박시윤
애프터 미투,https://www.kobis.or.kr/common/mast/movie/2022/09/47ef5642c5454ec3afce2037ed71552f.jpg,애프터 미투.jpg,20212442,옴니버스 | 독립영화 | 다큐멘터리 | 85분 20초 | 15세이상관람가 | 한국,2D,
빅슬립,https://www.kobis.or.kr/common/mast/movie/2023/10/fcd9821b606643bc88a8f0a9176e1e98.jpg,빅슬립.jpg,20227553,"장편 | 예술,독립 영화 | 드라마 | 113분 42초 | 15세이상관람가 | 한국",2D,[주연] 김영성(기영) | 최준우(길호)
"굿 럭 투 유, 리오 그랜드",https://www.kobis.or.kr/common/mast/movie/2022/07/cf6962b46f81477a8dc2713bc3c0a0b3.jpg,"굿 럭 투 유, 리오 그랜드.jpg",20226007,"장편 | 예술영화 | 코미디, 드라마 | 97분 0초 | 청소년관람불가 | 영국",2D,[주연] 엠마 톰슨
극장판 파워레인저 캡틴포스: 지구를 위한 싸움,https://www.kobis.or.kr/common/mast/movie/2023/01/04713735c18b45e09e14ee63517fda76.jpg,극장판 파워레인저 캡틴포스- 지구를 위한 싸움.jpg,20228764,"장편 | 일반영화 | 액션, 어드벤처 | 60분 56초 | 전체관람가 | 일본",2D,[주연] 오자와 료타
위대한 침묵,https://www.kobis.or.kr/common/mast/movie/2022/05/97c5f397927f43ce9cba46244c505b64.jpg,위대한 침묵.jpg,20225002,장편 | 일반영화 | 다큐멘터리 | 123분 54초 | 12세이상관람가 | 한국,2D,[제작] 송상민
사슴의 왕,https://www.kobis.or.kr/common/mast/movie/2023/05/8ecaaee8cb584c89ae1d1b7d4ef9905f.jpg,사슴의 왕.jpg,20228030,장편 | 예술영화 | 애니메이션 | 113분 27초 | 12세이상관람가 | 일본,2D,[주연] 츠츠미 신이치 | 타케우치 료마
"자우림, 더 원더랜드",https://www.kobis.or.kr/common/mast/movie/2023/06/69b9e8c26f2446a18eff282399454554.jpg,"자우림, 더 원더랜드.jpg",20239967,장편 | 독립영화 | 다큐멘터리 | 78분 52초 | 전체관람가 | 한국,2D,[프로듀서] 김형규   |   이다정   |   김형민
쓰리: 아직 끝나지 않았다,https://www.kobis.or.kr/common/mast/movie/2022/03/80c8122d0096479889c57ab850c02d1f.jpg,쓰리- 아직 끝나지 않았다.jpg,20209348,"장편 | 예술,독립 영화 | 드라마, 범죄, 스릴러 | 101분 17초 | 15세이상관람가 | 한국",2D,[제작] 박루슬란
엘 카미노,https://www.kobis.or.kr/common/mast/movie/2023/03/a5777d7db2844b47af435174a60b1eac.jpg,엘 카미노.jpg,20230742,장편 | 일반영화 | 다큐멘터리 | 67분 37초 | 전체관람가 | 한국,2D,[음악] 정지찬
더 썬,https://www.kobis.or.kr/common/mast/movie/2023/06/22d81e5ca14b4d2c9abf56e98b98d2da.jpg,더 썬.jpg,20232236,장편 | 예술영화 | 드라마 | 121분 59초 | 15세이상관람가 | 영국,2D,[주연] 휴 잭맨 | 로라 던 | 바네사 커비 | 젠 맥그라스(니콜라스) | 안소니 홉킨스(안소니)
왓츠 러브,https://www.kobis.or.kr/common/mast/movie/2024/02/441a3f3cfaaf4a6f9716202a465aeee3.jpg,왓츠 러브.jpg,20247573,"장편 | 예술영화 | 멜로/로맨스, 드라마, 코미디 | 109분 1초 | 15세이상관람가 | 영국",2D,[주연] 릴리 제임스 | 샤자드 라티프 | 엠마 톰슨
6번 칸,https://www.kobis.or.kr/common/mast/movie/2023/02/d710ee1fed754609a17c47177fa788d6.jpg,6번 칸.jpg,20230082,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 107분 11초 | 15세이상관람가 | 독일, 핀란드, 러시아, 에스토니아",2D,[주연] 세이디 하를라 | 유리 보리소프
힙노틱,https://www.kobis.or.kr/common/mast/movie/2023/09/651ea8db868d4fc9b871603a6a531e35.jpg,힙노틱.jpg,20234273,"장편 | 일반영화 | SF, 액션 | 93분 23초 | 15세이상관람가 | 미국",2D,[주연] 벤 애플렉 | 앨리스 브라가 | 윌리엄 피츠너
수프와 이데올로기,https://www.kobis.or.kr/common/mast/movie/2022/09/030223065e424ebdaa9ce24a9a3455c2.jpg,수프와 이데올로기.jpg,20211567,"장편 | 예술,독립 영화 | 다큐멘터리 | 117분 40초 | 12세이상관람가 | 한국",2D,[주연] 강정희 | 양영희 | 아라이 카오루
비욘드 라이브 더 무비 : 샤이니 월드,https://www.kobis.or.kr/common/mast/movie/2022/06/a8a620ce66f54e4396196032ea74701a.png,비욘드 라이브 더 무비 - 샤이니 월드.jpg,20225788,장편 | 일반영화 | 공연 | 117분 53초 | 전체관람가 | 한국,2D,
샤이닝,https://www.kobis.or.kr/common/mast/movie/2023/06/e36ed572c3aa432b857e8f66fe785909.jpg,샤이닝.jpg,20081375,"장편 | 일반영화 | 공포(호러), 스릴러 | 144분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 잭 니콜슨 | 셸리 듀발 | 대니 로이드
"파리, 13구",https://www.kobis.or.kr/common/mast/movie/2022/04/cf4edbc2ee404c42a8525bcb15b0fce9.jpg,"파리, 13구.jpg",20224248,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 105분 9초 | 청소년관람불가 | 프랑스",2D,[주연] 노에미 멜랑
가가린,https://www.kobis.or.kr/common/mast/movie/2022/11/c36543e82f0b49818d87e276ea2ed806.jpg,가가린.jpg,20210397,장편 | 예술영화 | SF | 97분 57초 | 12세이상관람가 | 프랑스,2D,[주연] 피네건 올드필드 | 드니 라방 | 알세니 바틸리 | 리나 쿠드리
아머드 사우루스: 기계공룡제국의 침략,https://www.kobis.or.kr/common/mast/movie/2023/04/2e022be4650e444cb0a75f24b7807a5f.jpg,아머드 사우루스- 기계공룡제국의 침략.jpg,20231106,"장편 | 일반영화 | 애니메이션, 액션, 어드벤처 | 85분 3초 | 전체관람가 | 한국",2D,[조연] 이도엽(최철 ) | 서은하(지강은) | 유재연(한결)
바커스: 고양이를 조심해!,https://www.kobis.or.kr/common/mast/movie/2022/09/141f94b00f5248ea9442a763a67cf99a.jpg,바커스- 고양이를 조심해!.jpg,20227111,장편 | 일반영화 | 애니메이션 | 76분 5초 | 전체관람가 | 러시아,2D,[음악진행] 김영화(노래 더빙)
마에스트로 번스타인,https://www.kobis.or.kr/common/mast/movie/2023/11/4e1a15567efd4b4aa3ca20e239dd5a6d.jpg,마에스트로 번스타인.jpg,20236170,장편 | 일반영화 | 드라마 | 129분 19초 | 15세이상관람가 | 미국,2D,[주연] 캐리 멀리건 | 브래들리 쿠퍼
극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,https://www.kobis.or.kr/common/mast/movie/2021/11/2804c628abc243f18c9afbf32f1f4f4b.jpg,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아.jpg,20211831,"장편 | 일반영화 | 애니메이션, 액션, 판타지 | 97분 30초 | 12세이상관람가 | 일본","2D,4D",[주연] 마츠오카 요시츠구(키리토) | 토마츠 하루카(아스나) | 미나세 이노리(미토)
베르네 부인의 장미정원,https://www.kobis.or.kr/common/mast/movie/2022/05/3009f40795ba4ec19f19b23248add848.jpg,베르네 부인의 장미정원.jpg,20224995,장편 | 예술영화 | 드라마 | 95분 23초 | 12세이상관람가 | 프랑스,2D,[주연] 까뜨린느 프로
사랑하는 당신에게,https://www.kobis.or.kr/common/mast/movie/2023/04/d3298627733747ac98b82942f1ddc997.jpg,사랑하는 당신에게.jpg,20228915,"장편 | 예술영화 | 드라마 | 82분 50초 | 12세이상관람가 | 벨기에, 스위스",2D,[주연] 프랑수아 베를레앙
십센치 : 권정열 인 시네마,https://www.kobis.or.kr/common/mast/movie/2022/09/257fa4bd88aa401b8f4bf9305089f733.jpg,십센치 - 권정열 인 시네마.jpg,20227638,장편 | 일반영화 | 공연 | 100분 18초 | 15세이상관람가 | 한국,2D,
같은 속옷을 입는 두 여자,https://www.kobis.or.kr/common/mast/movie/2022/10/fa26682a12ed47f2b194c8c59f710684.jpg,같은 속옷을 입는 두 여자.jpg,20211546,"장편 | 예술,독립 영화 | 드라마 | 139분 54초 | 15세이상관람가 | 한국",2D,[주연] 임지호 | 양말복 | 정보람
대결! 애니메이션,https://www.kobis.or.kr/common/mast/movie/2024/02/112c7b7620794bd8b35400e0ff736ea4.jpg,대결! 애니메이션.jpg,20230614,장편 | 예술영화 | 드라마 | 128분 44초 | 12세이상관람가 | 일본,2D,[주연] 요시오카 리호 | 나카무라 토모야 | 오노 마치코 | 에모토 타스쿠
"1986 그 여름, 그리고 고등어통조림",https://www.kobis.or.kr/common/mast/movie/2023/06/baf573ba985a49dc849c1563c828fbc9.jpg,"1986 그 여름, 그리고 고등어통조림.jpg",20230504,"장편 | 예술영화 | 드라마, 가족, 코미디 | 96분 7초 | 12세이상관람가 | 일본",2D,[주연] 반카 이치로 | 하라다 코노스케 | 쿠사나기 츠요시 | 오노 마치코
강다니엘: 마이 퍼레이드,https://www.kobis.or.kr/common/mast/movie/2023/07/d8d5e0bca8034574ac7839215b9f21f4.jpg,강다니엘- 마이 퍼레이드.jpg,20233036,"장편 | 일반영화 | 공연, 다큐멘터리 | 102분 6초 | 전체관람가 | 한국",2D,[주연] 강다니엘
둠둠,https://www.kobis.or.kr/common/mast/movie/2022/08/2d40b196425146d09b4cc2cec9ffc843.jpg,둠둠.jpg,20226220,장편 | 독립영화 | 드라마 | 101분 10초 | 15세이상관람가 | 한국,2D,[주연] 김용지 | 윤유선 | 박종환 | 김진엽
인어가 잠든 집,https://www.kobis.or.kr/common/mast/movie/2022/01/e5ea90bc3bce4559872adc8711a06cc1.jpg,인어가 잠든 집.jpg,20219816,장편 | 예술영화 | 드라마 | 120분 29초 | 12세이상관람가 | 일본,2D,[주연] 시노하라 료코 | 니시지마 히데토시 | 사카구치 켄타로 | 카와에이 리나
곰돌이 푸: 피와 꿀,https://www.kobis.or.kr/common/mast/movie/2023/04/503e6dfde7a24cac9ff63092cbc0cbbc.jpg,곰돌이 푸- 피와 꿀.jpg,20231144,"장편 | 일반영화 | 공포(호러), 스릴러 | 84분 15초 | 청소년관람불가 | 영국",2D,
램,https://www.kobis.or.kr/common/mast/movie/2021/12/c659225d1ad446e083b6a031a91492c7.jpg,램.jpg,20218390,장편 | 예술영화 | 공포(호러) | 106분 27초 | 15세이상관람가 | 기타,2D,[주연] 누미 라파스(마리아) | 힐미르 스나에르 구오나손(잉그바르) | 비욘 흘리뉘르 하랄드손(피에튀르)
유체이탈자,https://www.kobis.or.kr/common/mast/movie/2021/11/0989aa850e16400db008c57b9766bf7f.jpg,유체이탈자.jpg,20196264,"장편 | 일반영화 | 판타지, 액션 | 108분 20초 | 15세이상관람가 | 한국",2D,[주연] 윤계상(강이안) | 박용우(박실장) | 임지연(문진아)
아네모네,https://www.kobis.or.kr/common/mast/movie/2024/01/d60495aa2b5649df87f38112022fffa0.jpg,아네모네.jpg,20226638,"장편 | 예술,독립 영화 | 코미디, 드라마, 액션 | 74분 51초 | 15세이상관람가 | 한국",2D,[주연] 정이랑(용자) | 박성진(성진)
엄마의 땅: 그리샤와 숲의 주인,https://www.kobis.or.kr/common/mast/movie/2022/12/bb2a6829e54a4733b46499fbdf3b6d55.jpg,엄마의 땅- 그리샤와 숲의 주인.jpg,20227555,"장편 | 예술,독립 영화 | 애니메이션, 어드벤처, 판타지 | 68분 45초 | 전체관람가 | 한국",2D,[주연] 이윤지(그리샤) | 김서영(꼴랴)
스프린터,https://www.kobis.or.kr/common/mast/movie/2023/04/aa87fdc09be84c4894cccbc3d0dd3e56.jpg,스프린터.jpg,20211541,장편 | 독립영화 | 드라마 | 86분 31초 | 12세이상관람가 | 한국,2D,[주연] 박성일 | 공민정 | 임지호 | 전신환 | 송덕호 | 최준혁
원 앤 온리,https://www.kobis.or.kr/common/mast/movie/2024/02/191edfcac4314fa3b375b4254f0c045b.jpg,원 앤 온리.jpg,20247680,장편 | 일반영화 | 드라마 | 124분 49초 | 12세이상관람가 | 중국,2D,[주연] 왕이보
놈이 우리 안에 있다,https://www.kobis.or.kr/common/mast/movie/2022/10/3486ed9cfdb244eca842ed0e9121b7fa.jpg,놈이 우리 안에 있다.jpg,20228028,"장편 | 일반영화 | 미스터리, 스릴러 | 96분 32초 | 15세이상관람가 | 미국",2D,[주연] 샘 리차드슨 | 밀라나 바인트루브 | 조지 바실 | 사라 번즈 | 마이클 체너스 | 캐서린 커틴
문맨,https://www.kobis.or.kr/common/mast/movie/2022/12/e328dbd3687f41d4843ed02d59becbc0.jpg,문맨.jpg,20228644,"장편 | 일반영화 | 드라마, 코미디, 판타지 | 121분 56초 | 12세이상관람가 | 중국",2D,[주연] 선텅 | 마리
애프터: 에버 해피,https://www.kobis.or.kr/common/mast/movie/2022/08/a83b4718d77849c986f22bf316343a23.jpg,애프터- 에버 해피.jpg,20226568,장편 | 일반영화 | 멜로/로맨스 | 95분 1초 | 15세이상관람가 | 미국,2D,[주연] 조세핀 랭포드 | 히어로 파인즈 티핀
플래닛,https://www.kobis.or.kr/common/mast/movie/2023/06/0a0a7d98a45941f1b21acd4a0bb4f03b.jpg,플래닛.jpg,20231888,"장편 | 예술영화 | SF, 어드벤처 | 114분 56초 | 12세이상관람가 | 러시아",2D,
메모리아,https://www.kobis.or.kr/common/mast/movie/2022/12/a3217216ebd341bdbaad5b3fe625777b.jpg,메모리아.jpg,20224252,장편 | 예술영화 | 드라마 | 135분 50초 | 12세이상관람가 | 기타,2D,[주연] 틸다 스윈튼 | 잔느 발리바
만강홍: 사라진 밀서,https://www.kobis.or.kr/common/mast/movie/2023/09/a5eaa755cdd548e7ae36302e1dbec869.jpg,만강홍- 사라진 밀서.jpg,20234155,"장편 | 예술영화 | 미스터리, 드라마 | 157분 32초 | 15세이상관람가 | 중국",2D,
만인의 연인,https://www.kobis.or.kr/common/mast/movie/2022/11/244178c96cc44068b0636d1a3fc0ab75.jpg,만인의 연인.jpg,20211543,"장편 | 예술,독립 영화 | 드라마 | 129분 40초 | 15세이상관람가 | 한국",2D,[주연] 황보운 | 서영희 | 홍사빈 | 김민철
뮤지컬 킹키부츠 라이브,https://www.kobis.or.kr/common/mast/movie/2022/04/6be442c3d1f34a68ad1dcbd8dd998b11.jpg,뮤지컬 킹키부츠 라이브.jpg,20224508,"장편 | 일반영화 | 공연, 뮤지컬 | 122분 4초 | 12세이상관람가 | 영국",2D,
마에스트로,https://www.kobis.or.kr/common/mast/movie/2023/07/16da098a04c443fdb1aa2b49203ab909.jpg,마에스트로.jpg,20228892,장편 | 예술영화 | 드라마 | 88분 4초 | 12세이상관람가 | 프랑스,2D,[주연] 이반 아탈 | 피에르 아르디티 | 미우-미우
"주사위놀이, 마불 세계여행",https://www.kobis.or.kr/common/mast/movie/2023/12/ff10dcb974064a49acfe1488ed465e80.jpg,"주사위놀이, 마불 세계여행.jpg",20236556,장편 | 일반영화 | 어드벤처 | 51분 9초 | 전체관람가 | 한국,2D,
뮤지컬 레드북,https://www.kobis.or.kr/common/mast/movie/2023/01/c2ba8ab02b914f5daa90162f3508a1d4.png,뮤지컬 레드북.jpg,20239704,장편 | 일반영화 | 뮤지컬 | 146분 15초 | 15세이상관람가 | 한국,2D,
어느 멋진 아침,https://www.kobis.or.kr/common/mast/movie/2023/07/00b4e27d31974915a5f0ef878ec09dd7.jpg,어느 멋진 아침.jpg,20233120,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 113분 4초 | 15세이상관람가 | 프랑스",2D,[주연] 레아 세이두 | 멜빌 푸포 | 파스칼 그레고리 | 니콜 가르시아 | 카미유 르방 마르탱
에펠,https://www.kobis.or.kr/common/mast/movie/2022/02/04961809a1b54bdbbca2681b09e285bb.jpg,에펠.jpg,20223404,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 107분 54초 | 15세이상관람가 | 프랑스",2D,[주연] 로맹 뒤리스(구스타브 에펠) | 에마 매키(아드리안느) | 피에르 델라돈챔프스
창밖은 겨울,https://www.kobis.or.kr/common/mast/movie/2022/10/7f682cc063734220954f0698a297dc73.jpg,창밖은 겨울.jpg,20216056,"장편 | 독립영화 | 드라마, 멜로/로맨스 | 104분 17초 | 12세이상관람가 | 한국",2D,[주연] 곽민규(공석우) | 한선화(양영애)
비의도적 연애담 스페셜,https://www.kobis.or.kr/common/mast/movie/2023/06/1b11a1eeae91460996184051b4b4ea94.png,비의도적 연애담 스페셜.jpg,20232183,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 121분 52초 | 12세이상관람가 | 한국",2D,[주연] 차서원 | 공찬
크레센도 반 클라이번 콩쿠르 실황,https://www.kobis.or.kr/common/mast/movie/2024/01/6b84ea2c26aa4264a935649bd2d9d5a6.jpg,크레센도 반 클라이번 콩쿠르 실황.jpg,20247427,"장편 | 일반영화 | 공연, 다큐멘터리 | 177분 46초 | 전체관람가 | 미국",2D,
극장판 아름다운 그: 이터널,https://www.kobis.or.kr/common/mast/movie/2023/06/d14791f7dbee4b808c8dbfa34db70c92.jpg,극장판 아름다운 그- 이터널.jpg,20232506,장편 | 예술영화 | 멜로/로맨스 | 103분 16초 | 15세이상관람가 | 일본,2D,[주연] 하기와라 리쿠 | 야기 유세이
그대 어이가리,https://www.kobis.or.kr/common/mast/movie/2023/02/9fba4aed96b14d90ba60a5aa5a696465.jpg,그대 어이가리.jpg,20219457,"장편 | 예술,독립 영화 | 드라마 | 120분 3초 | 12세이상관람가 | 한국",2D,[주연] 선동혁 | 정아미
화녀,https://www.kobis.or.kr/common/mast/movie/2024/01/872c6cd59c6844abb73460cf588b3149.jpg,화녀.jpg,20210127,장편 | 일반영화 | 스릴러 | 102분 29초 | 청소년관람불가 | 한국,2D,[주연] 박지연(수연) | 송지은(지민)
레벤느망,https://www.kobis.or.kr/common/mast/movie/2022/02/00632bff177f4c31b84baa2f48a9d0ec.jpg,레벤느망.jpg,20223804,장편 | 예술영화 | 드라마 | 99분 39초 | 15세이상관람가 | 프랑스,2D,[주연] 아나마리아 바토로메이(안)
베르히만 아일랜드,https://www.kobis.or.kr/common/mast/movie/2022/07/1d0edafffacc491089cd3751c05ff1e7.jpg,베르히만 아일랜드.jpg,20225977,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 112분 42초 | 15세이상관람가 | 프랑스, 벨기에, 독일, 스웨덴, 멕시코",2D,[주연] 빅키 크리엡스 | 팀 로스 | 미아 와시코브스카 | 앤더스 다니엘슨 라이
오키쿠와 세계,https://www.kobis.or.kr/common/mast/movie/2024/01/d68685da308546bebb28e5266ceed48a.jpg,오키쿠와 세계.jpg,20247451,장편 | 예술영화 | 드라마 | 90분 0초 | 12세이상관람가 | 일본,2D,[주연] 쿠로키 하루 | 이케마츠 소스케 | 칸이치로 | 사토 코이치 | 이시바시 렌지
성적표의 김민영,https://www.kobis.or.kr/common/mast/movie/2022/08/6c97cfbb586742db8a10bfb36068e48c.jpg,성적표의 김민영.jpg,20217124,"장편 | 예술,독립 영화 | 드라마 | 96분 36초 | 전체관람가 | 한국",2D,[주연] 김주아(정희) | 윤아정(민영)
홈리스,https://www.kobis.or.kr/common/mast/movie/2022/08/353bae5e98074e09b3e98bfe20ec1e90.jpg,홈리스.jpg,20209934,"장편 | 예술,독립 영화 | 드라마, 가족 | 82분 48초 | 12세이상관람가 | 한국",2D,[주연] 전봉석 | 박정연
세이레,https://www.kobis.or.kr/common/mast/movie/2022/11/44feddd5f7c54e678da9e3d33ab7750e.jpg,세이레.jpg,20225314,"장편 | 예술,독립 영화 | 드라마, 스릴러, 미스터리 | 101분 33초 | 15세이상관람가 | 한국",2D,[주연] 서현우 | 류아벨 | 심은우
다이브: 100 피트 추락,https://www.kobis.or.kr/common/mast/movie/2023/10/9d6b1675a40140149fe4d42a2a5d4edd.jpg,다이브- 100 피트 추락.jpg,20232955,장편 | 예술영화 | 스릴러 | 90분 56초 | 12세이상관람가 | 독일,2D,[주연] 소피 로우 | 루이자 크로즈
태일이,https://www.kobis.or.kr/common/mast/movie/2021/12/9e48270991d849b78819f7b11e6ab13d.jpg,태일이.jpg,20183772,장편 | 예술영화 | 애니메이션 | 99분 5초 | 전체관람가 | 한국,2D,[주연] 장동윤(태일역) | 염혜란(어머니역) | 진선규(아버지역) | 박철민(재단사 신씨역) | 권해효(한미사 사장역) | 태인호(오형사)
약속,https://www.kobis.or.kr/common/mast/movie/2023/10/f9a00018b43d40cabdc500827964a8bc.jpg,약속.jpg,20212350,"장편 | 예술,독립 영화 | 다큐멘터리 | 83분 12초 | 전체관람가 | 한국",2D,[주연] 민시우 | 민병훈 | 안은미
아라시 20주년 투어 콘서트,https://www.kobis.or.kr/common/mast/movie/2022/08/6e68eb93f2374deaa6ae46e38c0baba3.jpeg,아라시 20주년 투어 콘서트.jpg,20226692,장편 | 일반영화 | 공연 | 147분 29초 | 전체관람가 | 일본,"2D,DOLBYCINEMA",[주연] 오노 사토시 | 사쿠라이 쇼 | 아이바 마사키 | 니노미야 카즈나리 | 마츠모토 준
오늘부터 우리는!!,https://www.kobis.or.kr/common/mast/movie/2021/03/2cf1647c9cac4a66a98328d5a15d71bc.jpg,오늘부터 우리는!!.jpg,20217154,"장편 | 일반영화 | 코미디, 액션 | 114분 5초 | 15세이상관람가 | 일본",2D,[주연] 이토 켄타로 | 세이노 나나
썬다운,https://www.kobis.or.kr/common/mast/movie/2022/08/3c68d0b5a21d42b484227e5c9bb11fde.jpg,썬다운.jpg,20224247,"장편 | 예술영화 | 미스터리, 드라마 | 82분 18초 | 15세이상관람가 | 프랑스",2D,[주연] 팀 로스 | 샤를로뜨 갱스부르
샷건 웨딩,https://www.kobis.or.kr/common/mast/movie/2023/03/0be840187235405a9d3b059cdd0cb222.jpg,샷건 웨딩.jpg,20230747,"장편 | 일반영화 | 액션, 멜로/로맨스, 코미디 | 100분 14초 | 15세이상관람가 | 미국",2D,[주연] 제니퍼 로페즈 | 조쉬 더하멜
고양이들의 아파트,https://www.kobis.or.kr/common/mast/movie/2022/02/95ce13419a1b44b0be8ed7d07ba63403.jpg,고양이들의 아파트.jpg,20207566,"장편 | 예술,독립 영화 | 다큐멘터리 | 88분 17초 | 전체관람가 | 한국",2D,[주연] 김포도 | 이인규 | 김수만
복지식당,https://www.kobis.or.kr/common/mast/movie/2022/03/ec784abdbea84d298866609793d92945.jpg,복지식당.jpg,20217123,"장편 | 예술,독립 영화 | 드라마 | 96분 17초 | 12세이상관람가 | 한국",2D,[주연] 조민상(강재기) | 한태경(강은주) | 임호준(고병호) | 송민혁(고봉수) | 서태수(양인권)
비밀,https://www.kobis.or.kr/common/mast/movie/2023/10/6b5bc5fee2584fd99e4bb4b19f4ad569.jpg,비밀.jpg,20234796,"장편 | 일반영화 | 미스터리, 드라마, 스릴러 | 110분 28초 | 청소년관람불가 | 한국",2D,[주연] 김정현(이동근) | 박성현(성현) | 길해연(영훈모)
오디션,https://www.kobis.or.kr/common/mast/movie/2023/03/49018ceda102473c88c9cdd16fd4e853.jpg,오디션.jpg,20228649,장편 | 예술영화 | 공포(호러) | 115분 27초 | 청소년관람불가 | 일본,2D,[주연] 이시바시 료(아오야마) | 시이나 에이히(아사미) | 쿠니무라 준(요시가와)
