영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우,등수,감독,제작사,수입사,배급사,개봉일,영화유형,영화형태,국적,전국 스크린수,전국 매출액,전국 관객수,서울 매출액,서울 관람객,장르,등급,영화구분,러닝타임,권장연령
벨파스트,https://www.kobis.or.kr/common/mast/movie/2022/02/ec328ff574834a90916dd0dfc31ccbb9.jpg,벨파스트.jpg,20223583,장편 | 예술영화 | 드라마 | 98분 7초 | 12세이상관람가 | 미국,2D,[주연] 케이트리오나 발피(엄마) | 주디 덴치(할머니) | 제이미 도넌(아빠) | 시아란 힌즈(할아버지) | 주드 힐(버디),428,케네스 브래너,,유니버설픽쳐스인터내셔널 코리아(유),유니버설픽쳐스인터내셔널 코리아(유),2022-03-23,개봉영화,장편,미국,272,127992070,14002,70985280,7547,드라마,12세이상관람가,독립/예술영화,98분 7초,12세이상관람가
킹 오브 프리즘 ?샤이니 세븐 스타즈- IV 루이x신x언노운,https://www.kobis.or.kr/common/mast/movie/2019/05/128ca13a1f954e60b55bed246dc927fd.jpg,킹 오브 프리즘 ?샤이니 세븐 스타즈- IV 루이x신x언노운.jpg,20191844,장편 | 일반영화 | 애니메이션 | 69분 58초 | 15세이상관람가 | 일본,2D,,2806,히시다 마사카즈,,동우에이앤이(주),동우에이앤이(주),2019-05-30,개봉영화,장편,일본,30,118122030,13993,86071180,9849,애니메이션,15세이상관람가,일반영화,69분 58초,15세이상관람가
체크 히어로,https://www.kobis.or.kr/common/mast/movie/2019/10/3dc8d0ac3675400aaea0fff8734320e3.jpg,체크 히어로.jpg,20197394,"장편 | 예술영화 | 애니메이션, 액션, 어드벤처 | 75분 9초 | 전체관람가 | 덴마크",2D,[주연] 이다은(알렉스 목소리) | 남도형(체크 히어로 목소리),2807,"앤더스 마테센,토르비욘 크리스토퍼센",,찬란,예지림엔터테인먼트,2019-10-23,개봉영화,장편,덴마크,221,101176750,13951,26585980,3286,애니메이션,전체관람가,독립/예술영화,75분 9초,전체관람가
자객 섭은낭,https://www.kobis.or.kr/common/mast/movie/2016/01/f53877a878934f8b8bf2b8959fc3a62b.jpg,자객 섭은낭.jpg,20154902,"장편 | 예술영화 | 사극, 액션 | 105분 33초 | 12세이상관람가 | 대만",2D,[주연] 서기 | 장첸 | 츠마부키 사토시,2808,허우 샤오시엔,,(주)영화사 진진,(주)영화사 진진,2016-02-04,개봉영화,장편,대만,52,108695700,13938,63270100,7625,사극,12세이상관람가,독립/예술영화,105분 33초,12세이상관람가
네이든,https://www.kobis.or.kr/common/mast/movie/2015/06/1901d27f54de4972b08c9779f1aa820d.jpg,네이든.jpg,20159901,장편 | 예술영화 | 드라마 | 111분 20초 | 12세이상관람가 | 영국,"필름,2D",[주연] 에이사 버터필드 | 샐리 호킨스 | 라프 스팰,2809,모건 매튜스,,(주)블룸즈베리리소시스리미티드,(주)블룸즈베리리소시스리미티드,2015-06-25,개봉영화,장편,영국,49,105900400,13912,62296200,7841,드라마,12세이상관람가,독립/예술영화,111분 20초,12세이상관람가
뷰티풀 보이,https://www.kobis.or.kr/common/mast/movie/2019/08/696074a0ff244a6394fb8919aaa8a4a4.jpg,뷰티풀 보이.jpg,20195202,장편 | 예술영화 | 드라마 | 120분 51초 | 15세이상관람가 | 미국,2D,[주연] 스티브 카렐 | 티모시 샬라메,2810,펠릭스 반 그뢰닝엔,,주식회사 더쿱,(주)이수C&E,2019-09-19,개봉영화,장편,미국,130,110353198,13906,66158718,8137,드라마,15세이상관람가,독립/예술영화,120분 51초,15세이상관람가
호스트: 접속금지,https://www.kobis.or.kr/common/mast/movie/2021/07/b673719011d24fe4875960d317ec09c4.jpg,호스트- 접속금지.jpg,20200237,장편 | 예술영화 | 공포(호러) | 58분 33초 | 15세이상관람가 | 영국,2D,[주연] 헤일리 비숍 | 젬마 무어 | 엠마 루이즈 웨브 | 라디나 드란도바 | 캐롤라인 워드 | 실란 백스터,2811,롭 새비지,,씨네쿼넌 픽쳐스,(주)넥스트엔터테인먼트월드(NEW),2021-07-21,개봉영화,장편,영국,148,128187100,13866,33525500,3761,공포(호러),15세이상관람가,독립/예술영화,58분 33초,15세이상관람가
뜨거운 피: 디 오리지널,https://www.kobis.or.kr/common/mast/movie/2022/05/bdcce333bb264dadb2fb36a8b72a8b08.jpg,뜨거운 피- 디 오리지널.jpg,20225055,"장편 | 일반영화 | 액션, 범죄 | 141분 26초 | 청소년관람불가 | 한국",2D,[주연] 정우 | 김갑수,429,천명관,주식회사 고래픽처스,,"(주)스튜디오디에이치엘,(주)키다리스튜디오",2022-05-26,개봉영화,장편,한국,59,111999200,13854,32878000,4180,액션,청소년관람불가,일반영화,141분 26초,청소년관람불가
프로즌 그라운드,https://www.kobis.or.kr/common/mast/movie/2014/01/045d7a014e034e09a4b3911d9ff941bc.jpg,프로즌 그라운드.jpg,20147407,"장편 | 일반영화 | 스릴러, 범죄 | 90분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 니콜라스 케이지(잭 할콥) | 존 쿠삭(로버트 한센) | 라다 미첼,2812,스콧 워커,"그린스톤픽처스,에멋 플라 필름",(주)소나무픽쳐스,(주)박수엔터테인먼트,2014-02-06,개봉영화,장편,미국,88,103660500,13853,30913500,4085,스릴러,청소년관람불가,일반영화,90분 0초,청소년관람불가
위로공단,https://www.kobis.or.kr/common/mast/movie/2015/07/7a1191a75a71403e8e3af312a19b49fd.jpg,위로공단.jpg,20141702,장편 | 예술영화 | 다큐멘터리 | 94분 33초 | 15세이상관람가 | 한국,"필름,2D",[주연] 강명자 | 김영미 | 김진숙 | 신순애,2813,임흥순,반달,,(주)엣나인필름,2015-08-13,개봉영화,장편,한국,34,103598000,13827,75447100,9644,다큐멘터리,15세이상관람가,독립/예술영화,94분 33초,15세이상관람가
테이킹 우드스탁,https://www.kobis.or.kr/upload/up_img/cleansing/28/mov_20100728_3.jpg,테이킹 우드스탁.jpg,20100728,"장편 | 예술영화 | 코미디, 드라마 | 120분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 드미트리 마틴(엘리엇 타이버) | 에밀 허쉬(빌리 ) | 이멜다 스턴톤(소니아 티치버그),2814,이안,포커스피쳐스,데이지엔터테인먼트,(주)영화사구안,2010-07-29,개봉영화,장편,미국,14,104188298,13809,90024000,11756,코미디,청소년관람불가,독립/예술영화,120분 0초,청소년관람불가
호비와 엄마나무섬의 비밀,https://www.kobis.or.kr/common/mast/movie/2015/06/ab6b07453f014246929e9a49dc337921.jpg,호비와 엄마나무섬의 비밀.jpg,20150963,장편 | 예술영화 | 애니메이션 | 61분 3초 | 전체관람가 | 일본,"필름,2D",,2815,히라바야시 이사무,,(주)머스트씨무비릴리징컴퍼니,(주)머스트씨무비릴리징컴퍼니,2015-07-02,개봉영화,장편,일본,74,94353500,13802,30044000,4250,애니메이션,전체관람가,독립/예술영화,61분 3초,전체관람가
미스터 터너,https://www.kobis.or.kr/common/mast/movie/2014/12/98fad6c2a87940d2b3c269dfbcf33e8e.jpg,미스터 터너.jpg,20144642,"장편 | 예술영화 | 드라마 | 149분 54초 | 청소년관람불가 | 영국, 프랑스, 독일","필름,2D",[주연] 티모시 스폴 | 폴 제슨 | 도로시 앳킨슨 | 마리온 베일리,2816,마이크 리,,(주)영화사 진진,(주)영화사 진진,2015-01-22,개봉영화,장편,영국,29,105909883,13792,77523683,9588,드라마,청소년관람불가,독립/예술영화,149분 54초,청소년관람불가
산이 울다,https://www.kobis.or.kr/common/mast/movie/2016/05/088db281bacc4861a61fc2f7fc07b9ee.jpg,산이 울다.jpg,20161598,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 107분 18초 | 15세이상관람가 | 중국",2D,[주연] 량예팅 | 왕쯔이,2817,래리 양,,"(주)영화공간,(주)가보차",(주)팝엔터테인먼트,2016-05-25,개봉영화,장편,중국,107,104827700,13791,37604000,4620,드라마,15세이상관람가,독립/예술영화,107분 18초,15세이상관람가
퍼스트 카우,https://www.kobis.or.kr/common/mast/movie/2021/10/c5496f98a90e4d3f9b90638fe5455332.jpg,퍼스트 카우.jpg,20210302,"장편 | 예술영화 | 드라마, 서부극(웨스턴) | 121분 55초 | 12세이상관람가 | 미국",2D,,2818,켈리 레인하르트,,(주)영화사 진진,(주)영화사 진진,2021-11-04,개봉영화,장편,미국,38,126173380,13791,92223780,9863,드라마,12세이상관람가,독립/예술영화,121분 55초,12세이상관람가
오글리스: 웰컴 투 냄새 마을,https://www.kobis.or.kr/common/mast/movie/2023/03/d69ca579399b496ba2646c7625219ca6.jpg,오글리스- 웰컴 투 냄새 마을.jpg,20230764,장편 | 일반영화 | 애니메이션 | 81분 51초 | 전체관람가 | 독일,2D,,430,토비 젠켈,,(주)박수엔터테인먼트,(주)박수엔터테인먼트,2023-04-06,개봉영화,장편,독일,256,114511970,13747,13195800,1441,애니메이션,전체관람가,일반영화,81분 51초,전체관람가
헤이츠,https://www.kobis.or.kr/common/mast/movie/2012/10/03304e54a2cd414c9eec2ae8a0e99e8c.jpg,헤이츠.jpg,20121641,"장편 | 일반영화 | 스릴러, 공포(호러) | 100분 0초 | 15세이상관람가 | 미국, 캐나다","필름,2D",[주연] 제니퍼 로렌스 | 엘리자베스 슈 | 맥스 티에리옷,2819,마크 톤데라이,,(주)더블앤조이픽쳐스,(주)나이너스엔터테인먼트,2012-12-06,개봉영화,장편,미국,75,94348000,13747,35434000,4791,스릴러,15세이상관람가,일반영화,100분 0초,15세이상관람가
웨이 다운,https://www.kobis.or.kr/common/mast/movie/2021/02/acbcad07829c449097c255a7cae5c8bd.jpg,웨이 다운.jpg,20216022,"장편 | 일반영화 | 액션, 어드벤처, 범죄 | 117분 48초 | 15세이상관람가 | 스페인",2D,[주연] 프레디 하이모어(톰) | 리암 커닝햄(월터) | 샘 라일리 | 아스트리드 베흐제-프리스베 | 팜케 얀센,2820,하우메 발라게로,,(주)누리픽쳐스,(주)누리픽쳐스,2021-03-11,개봉영화,장편,스페인,309,120956030,13743,40654830,4607,액션,15세이상관람가,일반영화,117분 48초,15세이상관람가
너와 사랑한 시간,https://www.kobis.or.kr/common/mast/movie/2022/11/dac7fb3f7f6c4f96936030955bfa6365.jpg,너와 사랑한 시간.jpg,20228310,장편 | 일반영화 | 멜로/로맨스 | 126분 33초 | 12세이상관람가 | 홍콩,2D,[주연] 류이호(루야오),431,황진진,,오드,오드,2022-11-30,개봉영화,장편,홍콩,92,94305800,13722,40889800,5943,멜로/로맨스,12세이상관람가,일반영화,126분 33초,12세이상관람가
가나의 혼인잔치: 언약,https://www.kobis.or.kr/common/mast/movie/2020/10/94de0ea812d84926afd04a95717bec5b.jpg,가나의 혼인잔치- 언약.jpg,20209771,"장편 | 일반영화 | 다큐멘터리, 드라마 | 73분 28초 | 전체관람가 | 미국",2D,[특별출연] 장광,2821,,,(재)CBS,"(재)CBS,주식회사 블루필름웍스",2020-11-26,개봉영화,장편,미국,116,120357330,13712,37781630,4166,다큐멘터리,전체관람가,일반영화,73분 28초,전체관람가
꼬마비행기 피티와 친구들:사막구출 대작전,https://www.kobis.or.kr/common/mast/movie/2018/10/0f98051c49ae44a1b248c11fc378fecf.png,꼬마비행기 피티와 친구들-사막구출 대작전.jpg,20184514,장편 | 일반영화 | 애니메이션 | 73분 29초 | 전체관람가 | 중국,2D,,2822,루카스 퀴아오,,(주)하이라이트픽쳐스,와이드 릴리즈(주),2018-11-22,개봉영화,장편,중국,212,95151000,13710,11260200,1381,애니메이션,전체관람가,일반영화,73분 29초,전체관람가
류이치 사카모토: 코다,https://www.kobis.or.kr/common/mast/movie/2018/06/14213b431d144f04b3b348eb67c2d8b9.jpg,류이치 사카모토- 코다.jpg,20184762,장편 | 예술영화 | 다큐멘터리 | 101분 21초 | 전체관람가 | 일본,2D,[주연] 사카모토 류이치,2823,스티븐 쉬블,,주식회사 씨네룩스,주식회사 씨네룩스,2018-06-14,개봉영화,장편,일본,49,116333100,13709,88953400,10230,다큐멘터리,전체관람가,독립/예술영화,101분 21초,전체관람가
나이팅게일,https://www.kobis.or.kr/common/mast/movie/2020/12/6e3238040621483590539d8016b7116f.jpg,나이팅게일.jpg,20202647,장편 | 예술영화 | 스릴러 | 136분 26초 | 청소년관람불가 | 호주,2D,[주연] 샘 클라플린(호킨스),2824,제니퍼 켄트,,(유)조이앤시네마,(주)제이앤씨미디어그룹,2020-12-30,개봉영화,장편,호주,329,112682610,13702,35213240,4301,스릴러,청소년관람불가,독립/예술영화,136분 26초,청소년관람불가
해길랍,https://www.kobis.or.kr/common/mast/movie/2021/03/2755a7342b7640808cd2fbfbcd564b98.jpg,해길랍.jpg,20214847,장편 | 예술영화 | 멜로/로맨스 | 82분 44초 | 15세이상관람가 | 기타,2D,[주연] 허광한 | 요애녕 | 임의잠,2825,채밀결,,오드,오드,2021-03-31,개봉영화,장편,기타,223,120957390,13690,56986890,6353,멜로/로맨스,15세이상관람가,독립/예술영화,82분 44초,15세이상관람가
극장판 타오르지마 버스터-블랙어썰트의 귀환,https://www.kobis.or.kr/common/mast/movie/2019/11/3255935a92e14083acb375ac890414c2.jpg,극장판 타오르지마 버스터-블랙어썰트의 귀환.jpg,20196405,"장편 | 예술영화 | 코미디, 애니메이션, 액션, 어드벤처 | 73분 15초 | 전체관람가 | 한국",2D,[주연] 홍범기(어썰트/ 시그널 / 헤비 / 메딕안 목소리 역) | 안영미(공대장 / 스나이퍼 목소리 역) | 안효민(레인져 / 서플라이 / 공대왕 목소리 역) | 최낙윤(블랙어썰트 목소리 역) | 강시현(힐러 목소리 역),2826,조영광,(주)시너지미디어,,(주)이수C&E,2019-12-05,개봉영화,장편,한국,259,95196920,13685,13697860,1659,코미디,전체관람가,독립/예술영화,73분 15초,전체관람가
심야카페: 미씽 허니,https://www.kobis.or.kr/common/mast/movie/2022/10/baa5f5d78c434f82858bb9e52bd71c93.jpg,심야카페- 미씽 허니.jpg,20212665,"장편 | 일반영화 | 멜로/로맨스, 판타지 | 102분 59초 | 12세이상관람가 | 한국",2D,[주연] 이이경(태영) | 채서진(남궁윤) | 신주환(마스터) | 정영주(선화) | 박건일(김경장) | 문숙(동백),432,정윤수,(주)케이드래곤,,(주)영화특별시에스엠씨,2022-11-17,개봉영화,장편,한국,174,98978194,13682,48820495,6519,멜로/로맨스,12세이상관람가,일반영화,102분 59초,12세이상관람가
토니 에드만,https://www.kobis.or.kr/common/mast/movie/2017/02/e23a09325e614023b5c4e1bfa0b2bcbd.jpg,토니 에드만.jpg,20164927,장편 | 예술영화 | 드라마 | 162분 18초 | 청소년관람불가 | 독일,2D,[주연] 산드라 휠러,2827,마렌 아데,,그린나래미디어(주),그린나래미디어(주),2017-03-16,개봉영화,장편,독일,64,109972800,13677,76505000,9187,드라마,청소년관람불가,독립/예술영화,162분 18초,청소년관람불가
라방,https://www.kobis.or.kr/common/mast/movie/2023/05/16e6e5794ba8420ab0d2d29a7a962969.jpg,라방.jpg,20231577,장편 | 독립영화 | 스릴러 | 90분 4초 | 청소년관람불가 | 한국,2D,[주연] 박성웅(젠틀맨) | 박선호(최동주) | 김희정(수진),433,최주연,영화사올(주),,(주)트리플픽쳐스,2023-06-28,개봉영화,장편,한국,282,122980128,13647,46259247,5319,스릴러,청소년관람불가,독립/예술영화,90분 4초,청소년관람불가
헤이지니&럭키강이 비밀의 문,https://www.kobis.or.kr/common/mast/movie/2022/11/f707700d72e34168a3d701a94d1d94a7.jpg,헤이지니&럭키강이 비밀의 문.jpg,20228340,"장편 | 일반영화 | 공연, 가족, 뮤지컬 | 69분 3초 | 전체관람가 | 한국",2D,[배급진행] 박다명(국내판권관리),434,안진성,(주)영화사 그램,,"(주)영화사 그램,(주)플레이그램",2022-12-01,개봉영화,장편,한국,282,126092766,13642,19149898,1823,공연,전체관람가,일반영화,69분 3초,전체관람가
오직 사랑뿐,https://www.kobis.or.kr/common/mast/movie/2018/02/f5e1e0679cc147b6a40be6f0c50e5ba1.jpg,오직 사랑뿐.jpg,20173407,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 110분 53초 | 12세이상관람가 | 영국",2D,[주연] 로자먼드 파이크 | 데이빗 오예로워,2828,엠마 아산테,,찬란,(주)팝엔터테인먼트,2018-02-08,개봉영화,장편,영국,105,106539718,13580,66763118,8093,드라마,12세이상관람가,독립/예술영화,110분 53초,12세이상관람가
버티고,https://www.kobis.or.kr/common/mast/movie/2019/10/15b424c9c9154e1b8e224238219c2120.jpg,버티고.jpg,20183407,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 114분 20초 | 15세이상관람가 | 한국",2D,[주연] 천우희(신서영) | 유태오(이진수) | 정재광(서관우),2829,전계수,영화사 도로시(주),,(주)트리플픽쳐스,2019-10-16,개봉영화,장편,한국,298,115864340,13567,59318100,6599,드라마,15세이상관람가,독립/예술영화,114분 20초,15세이상관람가
클라라,https://www.kobis.or.kr/upload/up_img/2011/03/mov_5J0A0I_20110302113546_1.jpg,클라라.jpg,20101275,장편 | 예술영화 | 드라마 | 108분 0초 | 15세이상관람가 | 독일,"필름,2D",[주연] 마르티나 게덱(클라라) | 파스칼 그레고리(로버트) | 맬릭 지디,2830,헬마 잔더스-브람스,헬마샌더스브람스 필름,오드,(주)영화사 진진,2010-12-16,개봉영화,장편,독일,4,99611500,13557,87765600,11616,드라마,15세이상관람가,독립/예술영화,108분 0초,15세이상관람가
키리에의 노래,https://www.kobis.or.kr/common/mast/movie/2023/10/0f0bf14613004cc8a05305f4aaeb7183.jpg,키리에의 노래.jpg,20234667,장편 | 예술영화 | 드라마 | 119분 26초 | 15세이상관람가 | 일본,2D,[시나리오(각본)] 이와이 슌지,435,이와이 슌지,,(주)미디어캐슬,이화배컴퍼니(주),2023-11-01,개봉영화,장편,일본,248,119810743,13556,64390847,6886,드라마,15세이상관람가,독립/예술영화,119분 26초,15세이상관람가
