영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
소중한 날의 꿈,https://www.kobis.or.kr/common/mast/movie/2013/10/6ed36ef6f4a5415b8b2177af1d307388.jpg,소중한 날의 꿈.jpg,20101392,"장편 | 예술영화 | 애니메이션, 드라마 | 100분 0초 | 전체관람가 | 한국","필름,2D",[주연] 박신혜(오이랑) | 오연서(목소리 출연) | 송창의(철수)
인 더 하이츠,https://www.kobis.or.kr/common/mast/movie/2021/06/a30e295715c64aceadefd2d94836a45a.jpg,인 더 하이츠.jpg,20204790,"장편 | 일반영화 | 뮤지컬, 드라마 | 142분 48초 | 12세이상관람가 | 미국","2D,IMAX,DOLBYCINEMA",[주연] 안소니 라모스 | 멜리사 바레라 | 코리 호킨스 | 레슬리 그레이스
바다 탐험대 옥토넛 스페셜,https://www.kobis.or.kr/common/mast/movie/2015/02/3174ee055dcc4fbf93757c5b353eeb02.jpg,바다 탐험대 옥토넛 스페셜.jpg,20155601,장편 | 예술영화 | 애니메이션 | 70분 0초 | 전체관람가 | 영국,"필름,2D,3D",[주연] 하성용 | 정재헌 | 엄상현 | 윤승희 | 김정은
매혹당한 사람들,https://www.kobis.or.kr/common/mast/movie/2017/08/b02fce9280a645fc83299f5fdc83ab5c.jpg,매혹당한 사람들.jpg,20170268,"장편 | 예술영화 | 스릴러, 드라마 | 93분 38초 | 15세이상관람가 | 미국",2D,[주연] 니콜 키드먼 | 커스틴 던스트 | 엘르 패닝 | 콜린 파렐
빅샤크2: 해저2만리,https://www.kobis.or.kr/common/mast/movie/2019/04/cbfc0375696346a49f17636ad327eda1.jpg,빅샤크2- 해저2만리.jpg,20199063,"장편 | 일반영화 | 애니메이션, 어드벤처 | 74분 45초 | 전체관람가 | 중국",2D,[주연] 장병관(빅샤크 목소리) | 김소희(메이 목소리) | 김보나(보보 목소리) | 서반석(네모선장 목소리) | 강은애(해마 목소리) | 이창민(경찰 소라게 목소리) | 김경희(올리 목소리) | 민아(베스 목소리)
프리키 데스데이,https://www.kobis.or.kr/common/mast/movie/2020/11/d151743067294820b423a894851e6418.jpg,프리키 데스데이.jpg,20201123,"장편 | 일반영화 | 코미디, 공포(호러) | 102분 4초 | 청소년관람불가 | 미국",2D,[주연] 빈스 본 | 캐서린 뉴튼
스트레스를 부르는 그 이름 직장상사,https://www.kobis.or.kr/upload/up_img/2011/10/mov_737D0A_20111017164459_1.jpg,스트레스를 부르는 그 이름 직장상사.jpg,20112971,장편 | 일반영화 | 코미디 | 97분 0초 | 청소년관람불가 | 미국,"필름,2D",[주연] 제니퍼 애니스턴(줄리아 ) | 제이미 폭스 | 제이슨 베이트먼(닉 헨드릭스 ) | 제이슨 서디키스(커트 벅맨 ) | 콜린 파렐(바비 ) | 찰리 데이(데일 아버스 ) | 케빈 스페이시(데이브 )
오싱,https://www.kobis.or.kr/common/mast/movie/2013/12/aeb5d08bb9c94fb7b684dab310da4689.jpg,오싱.jpg,20135367,장편 | 예술영화 | 드라마 | 109분 16초 | 전체관람가 | 일본,"필름,2D",[주연] 하마다 코코네(타니무라 오싱) | 우에토 아야(타니무라 후지)
킬러 인사이드 미,https://www.kobis.or.kr/upload/up_img/cleansing/62/mov_20100362_3.jpg,킬러 인사이드 미.jpg,20100362,"장편 | 예술영화 | 범죄, 드라마, 스릴러 | 103분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 케이시 애플렉(루) | 케이트 허드슨(에이미 ) | 제시카 알바(조이스)
스카이포스 3D,https://www.kobis.or.kr/common/mast/movie/2013/02/ec47cb4b22974f6b92de2d70c19433f6.jpg,스카이포스 3D.jpg,20134042,"장편 | 일반영화 | 애니메이션 | 81분 0초 | 전체관람가 | 미국, 홍콩","필름,2D,3D",[주연] 아론 크렙스 | 헤더 고든
아웃포스트,https://www.kobis.or.kr/common/mast/movie/2020/09/97417db93f824ffba91367cc52b0e40e.jpg,아웃포스트.jpg,20202341,"장편 | 일반영화 | 전쟁, 드라마 | 123분 22초 | 15세이상관람가 | 미국",2D,[주연] 스콧 이스트우드 | 케일럽 랜드리 존스 | 올랜도 블룸
언어의 정원,https://www.kobis.or.kr/common/mast/movie/2021/09/b290490b14204250ae27713276f5f717.jpg,언어의 정원.jpg,20139083,장편 | 예술영화 | 애니메이션 | 46분 6초 | 12세이상관람가 | 일본,"필름,2D",[주연] 이리노 미유 | 하나자와 카나 | 히라노 후미
트리 오브 라이프,https://www.kobis.or.kr/upload/up_img/2011/09/mov_HFEGD1_20110919093243_1.jpg,트리 오브 라이프.jpg,20112622,장편 | 예술영화 | 드라마 | 137분 0초 | 15세이상관람가 | 미국,"필름,2D",[주연] 브래드 피트(오브라이언 ) | 피오나 쇼(오브라이언 부인 ) | 숀 펜(잭 )
미안해 사랑해 고마워,https://www.kobis.or.kr/common/mast/movie/2015/10/1cb7aa66de2a454bbeab04d92276c3ef.jpg,미안해 사랑해 고마워.jpg,20149961,장편 | 일반영화 | 드라마 | 114분 45초 | 15세이상관람가 | 한국,"필름,2D",[주연] 지진희 | 김성균 | 성유리 | 이계인(종구)
빅 미라클,https://www.kobis.or.kr/common/mast/movie/2012/02/a11ef8e27ded47d1a0193827314cf034.jpg,빅 미라클.jpg,20124011,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 107분 0초 | 전체관람가 | 미국","필름,2D",[주연] 드류 베리모어 | 크리스틴 벨
콜레트,https://www.kobis.or.kr/common/mast/movie/2019/02/4c68fe04a6d442dba9e691917fe12741.jpg,콜레트.jpg,20198146,"장편 | 예술영화 | 드라마 | 112분 23초 | 15세이상관람가 | 영국, 미국, 헝가리",2D,[주연] 키이라 나이틀리 | 도미닉 웨스트 | 엘리너 톰린슨
두 번의 결혼식과 한 번의 장례식,https://www.kobis.or.kr/common/mast/movie/2013/06/5b921cc0875249aabdd158f386504e0c.jpg,두 번의 결혼식과 한 번의 장례식.jpg,20124061,"장편 | 예술,독립 영화 | 코미디, 멜로/로맨스 | 106분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 김동윤(민수) | 류현경(효진) | 송용진(석) | 정애연(서영)
더 씽,https://www.kobis.or.kr/common/mast/movie/2012/06/a121237f9c4f478792035640a2a311cb.jpg,더 씽.jpg,20126617,"장편 | 일반영화 | 공포(호러), 미스터리, SF | 103분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 메리 엘리자베스 윈스티드 | 조엘 에저튼 | 에릭 크리스찬 올슨
윈드 리버,https://www.kobis.or.kr/common/mast/movie/2021/04/829daa22f8d24219a139704e17b01d08.jpg,윈드 리버.jpg,20170302,"장편 | 예술영화 | 액션, 스릴러 | 111분 4초 | 15세이상관람가 | 미국, 영국, 캐나다",2D,[주연] 제레미 레너 | 엘리자베스 올슨 | 존 번탈
브루클린,https://www.kobis.or.kr/common/mast/movie/2016/04/3d217a459f084e0e80d0e1bd65e3b51a.jpg,브루클린.jpg,20162206,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 111분 14초 | 12세이상관람가 | 미국",2D,[주연] 시얼샤 로넌 | 도널 글리슨
부활: 그 증거,https://www.kobis.or.kr/common/mast/movie/2020/09/f0f1402b6cb94d5b935131e4e3b8538f.jpg,부활- 그 증거.jpg,20200246,장편 | 예술영화 | 다큐멘터리 | 96분 33초 | 전체관람가 | 한국,2D,[주연] 권오중(권오중) | 이성혜 | 이용규 | 이어령 | 천정은
포레스트: 죽음의 숲,https://www.kobis.or.kr/common/mast/movie/2016/03/56aa4d2df17d4419b3b66313373fb63b.jpg,포레스트- 죽음의 숲.jpg,20162001,장편 | 일반영화 | 공포(호러) | 93분 7초 | 12세이상관람가 | 미국,2D,[주연] 나탈리 도메르 | 테일러 키니 | 이오인 맥큰
폴란드로 간 아이들,https://www.kobis.or.kr/common/mast/movie/2018/10/8da4281ba76f4a64b822697c4972c047.jpg,폴란드로 간 아이들.jpg,20189281,"장편 | 예술,독립 영화 | 다큐멘터리, 드라마 | 78분 37초 | 전체관람가 | 한국",2D,[주연] 이송(이송) | 추상미(나레이션) | 추상미(출연)
더 테너 리리코 스핀토,https://www.kobis.or.kr/common/mast/movie/2014/11/213c811fe84c472fabd7724781202f4a.jpg,더 테너 리리코 스핀토.jpg,20141614,장편 | 예술영화 | 드라마 | 114분 22초 | 12세이상관람가 | 한국,"필름,2D",[주연] 유지태(배재철) | 차예련(이윤희) | 이세야 유스케
젝스키스 에이틴,https://www.kobis.or.kr/common/mast/movie/2018/01/ee0c80ea2caf40b1aab86e13b7444eb2.jpg,젝스키스 에이틴.jpg,20189525,장편 | 일반영화 | 다큐멘터리 | 100분 9초 | 전체관람가 | 한국,2D,[주연] 은지원 | 이재진 | 장수원 | 김재덕 | 강성훈
다이빙벨,https://www.kobis.or.kr/common/mast/movie/2014/10/9083bd807d414ce8ada46e35326b1022.jpg,다이빙벨.jpg,20141706,"장편 | 예술,독립 영화 | 다큐멘터리 | 77분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 이상호 | 이종인
"제자, 옥한흠",https://www.kobis.or.kr/common/mast/movie/2014/11/9bba6259570d4e2598eb9a70691ca6fd.jpg,"제자, 옥한흠.jpg",20142798,장편 | 예술영화 | 다큐멘터리 | 92분 37초 | 전체관람가 | 한국,"필름,2D",[주연] 권오중 | 성유리 | 옥한흠
비밀,https://www.kobis.or.kr/common/mast/movie/2015/10/bb550870a1124047a03ad95b530e12d9.jpg,비밀.jpg,20156553,"장편 | 일반영화 | 미스터리, 드라마 | 101분 41초 | 15세이상관람가 | 한국","필름,2D",[주연] 성동일 | 김유정 | 손호준
인시디어스,https://www.kobis.or.kr/common/mast/movie/2012/07/f171b53a17464bceb5b43a653c3ea0e2.jpg,인시디어스.jpg,20127446,"장편 | 일반영화 | 공포(호러), 판타지, 스릴러 | 102분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 패트릭 윌슨 | 로즈 번 | 바바라 허쉬 | 리 워넬
내가 잠들기 전에,https://www.kobis.or.kr/common/mast/movie/2014/10/aa36fa6bff4145969619db2faf8ac38e.jpg,내가 잠들기 전에.jpg,20141961,"장편 | 예술영화 | 미스터리, 스릴러 | 92분 21초 | 청소년관람불가 | 영국","필름,2D",[주연] 니콜 키드먼 | 콜린 퍼스 | 마크 스트롱
언더더씨,https://www.kobis.or.kr/common/mast/movie/2017/06/bc56383033d54a1aac2ac4c6e0e1fc67.jpg,언더더씨.jpg,20175821,장편 | 일반영화 | 애니메이션 | 71분 21초 | 전체관람가 | 미국,2D,[주연] 김연우(엔지 목소리 ) | 황창영(레이 목소리 ) | 김경희(포포 목소리 ) | 이현(터틀맨 목소리 )
레드라이트,https://www.kobis.or.kr/common/mast/movie/2012/08/621e221472fb4ff1a296e540a321ff77.jpg,레드라이트.jpg,20128272,"장편 | 일반영화 | 미스터리, 스릴러 | 113분 0초 | 15세이상관람가 | 스페인, 미국","필름,2D",[주연] 로버트 드 니로 | 킬리언 머피 | 시고니 위버 | 엘리자베스 올슨
마음이 외치고 싶어해,https://www.kobis.or.kr/common/mast/movie/2016/02/aafc7369e5274df0a20db3174b779869.jpg,마음이 외치고 싶어해.jpg,20161594,장편 | 예술영화 | 애니메이션 | 119분 38초 | 12세이상관람가 | 일본,2D,[주연] 미나세 이노리(나루세 준)
번개맨의 비밀,https://www.kobis.or.kr/common/mast/movie/2018/11/d8cca51def9a42dfbf8f111209c18f26.jpg,번개맨의 비밀.jpg,20183650,"장편 | 일반영화 | 가족, 뮤지컬 | 68분 10초 | 전체관람가 | 한국",2D,[주연] 서홍석 | 유수호 | 최오식 | 김수미
살인소설,https://www.kobis.or.kr/common/mast/movie/2018/03/5ab7fc81983f455db913af1dc30063df.jpg,살인소설.jpg,20167007,장편 | 예술영화 | 스릴러 | 102분 42초 | 15세이상관람가 | 한국,2D,[주연] 지현우(순태) | 오만석(경석) | 이나라(지영) | 김학철(염의원) | 조은지(지은)
어글리 돌,https://www.kobis.or.kr/common/mast/movie/2019/04/146fb4d8daa74af3b702d2396d7712fa.jpg,어글리 돌.jpg,20197147,장편 | 예술영화 | 애니메이션 | 87분 23초 | 전체관람가 | 미국,2D,[주연] 켈리 클락슨 | 닉 조나스 | 자넬 모네 | 핏불
"가장 따뜻한 색, 블루",https://www.kobis.or.kr/common/mast/movie/2013/12/f84005da7a6142ce94533a63b4bf93d7.jpg,"가장 따뜻한 색, 블루.jpg",20136292,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 179분 43초 | 청소년관람불가 | 프랑스","필름,2D",[주연] 레아 세이두 | 아델 에그자르코풀로스 | 살림 케치우셰
에곤 쉴레: 욕망이 그린 그림,https://www.kobis.or.kr/common/mast/movie/2016/11/4270ee9e23a440738e410987e0dcbbf2.jpg,에곤 쉴레- 욕망이 그린 그림.jpg,20160221,"장편 | 예술영화 | 드라마 | 109분 5초 | 청소년관람불가 | 오스트리아 , 룩셈부르크",2D,[주연] 노아 자베드라 | 마레지 리크너
슈퍼미니 2,https://www.kobis.or.kr/common/mast/movie/2019/02/8027d0aad37e433eb45519070cbcd3c3.jpg,슈퍼미니 2.jpg,20196585,"장편 | 일반영화 | 애니메이션, 어드벤처, 드라마 | 92분 5초 | 전체관람가 | 프랑스",2D,
미스 사이공 : 25주년 특별 공연,https://www.kobis.or.kr/common/mast/movie/2016/10/af94eb3917f94c678318f20048b0e7a6.jpg,미스 사이공 - 25주년 특별 공연.jpg,20163824,장편 | 일반영화 | 공연 | 175분 14초 | 15세이상관람가 | 미국,2D,[주연] 알리스태어 브래머(크리스 역) | 에바 노블자다(킴 역) | 홍광호(투이 역) | 존 존 브라이언스
스트레이트 아웃 오브 컴턴,https://www.kobis.or.kr/common/mast/movie/2015/08/1fa43eae8f1e4108a89c46deb44f13aa.jpg,스트레이트 아웃 오브 컴턴.jpg,20154162,장편 | 일반영화 | 드라마 | 146분 39초 | 청소년관람불가 | 미국,"필름,2D",[주연] 오셔 잭슨 주니어 | 코리 호킨스 | 제이슨 미첼 | 닐 브라운 주니어 | 알디스 호지 | 폴 지아마티
어네스트와 셀레스틴,https://www.kobis.or.kr/common/mast/movie/2014/02/8dc67467f0ee496baf37fb8e9b9cf711.jpg,어네스트와 셀레스틴.jpg,20134070,장편 | 예술영화 | 애니메이션 | 79분 25초 | 전체관람가 | 프랑스,"필름,2D",[주연] 램버트 윌슨 | 안느-마리 루프
인 어 베러 월드,https://www.kobis.or.kr/upload/up_img/2011/05/mov_JGGD2G_20110511104240_1.jpg,인 어 베러 월드.jpg,20110490,"장편 | 예술영화 | 드라마 | 113분 0초 | 12세이상관람가 | 덴마크, 스웨덴","필름,2D",[주연] 미카엘 페르스브란트(안톤) | 트린 다이럼(마리안느) | 율리히 톰센(클라우스)
더 킥,https://www.kobis.or.kr/upload/up_img/2011/10/mov_CC8F2I_20111018101021_1.jpg,더 킥.jpg,20112208,"장편 | 일반영화 | 액션 | 105분 0초 | 12세이상관람가 | 한국, 태국","필름,2D",[주연] 예지원 | 나태주 | 조재현
저지드레드 3D,https://www.kobis.or.kr/common/mast/movie/2012/12/4d3f3e1f54e94b219c621a2ea738dc3a.jpg,저지드레드 3D.jpg,20120661,"장편 | 일반영화 | SF, 액션 | 95분 0초 | 청소년관람불가 | 영국","필름,2D,3D,4D",[주연] 칼 어번 | 제이슨 코프 | 올리비아 썰비
데자뷰,https://www.kobis.or.kr/common/mast/movie/2018/05/b1dcf367896f4c08b88d58b67d9ef6f5.jpg,데자뷰.jpg,20173865,"장편 | 일반영화 | 미스터리, 스릴러 | 86분 59초 | 15세이상관람가 | 한국",2D,[주연] 남규리 | 이천희 | 이규한 | 김수영(제이 대역)
우리들,https://www.kobis.or.kr/common/mast/movie/2016/05/5f67c8c26478429c892d258ba6cbe766.jpg,우리들.jpg,20153450,장편 | 예술영화 | 드라마 | 94분 29초 | 전체관람가 | 한국,2D,[주연] 최수인(선) | 설혜인(지아) | 이서연(보라) | 강민준(윤)
미스 슬로운,https://www.kobis.or.kr/common/mast/movie/2017/03/2453289f79214ef3a692d0b014be5554.jpg,미스 슬로운.jpg,20167364,"장편 | 예술영화 | 드라마, 스릴러 | 132분 0초 | 15세이상관람가 | 미국, 프랑스",2D,[주연] 제시카 차스테인 | 구구 바샤-로 | 알리슨 필
목숨 건 연애,https://www.kobis.or.kr/common/mast/movie/2016/12/1ea7c655ba8f4697be9067951981e043.jpg,목숨 건 연애.jpg,20155223,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 103분 26초 | 15세이상관람가 | 한국, 대만, 중국",2D,[주연] 하지원 | 천정명 | 진백림
매기스 플랜,https://www.kobis.or.kr/common/mast/movie/2017/01/064d09ced2a9414ca8ba4f3b577fcaa5.jpg,매기스 플랜.jpg,20165822,"장편 | 예술영화 | 코미디, 멜로/로맨스 | 98분 34초 | 15세이상관람가 | 미국",2D,[주연] 에단 호크 | 줄리안 무어 | 그레타 거윅 | 트래비스 핌멜 | 빌 헤이더 | 마야 루돌프
온리 더 브레이브,https://www.kobis.or.kr/common/mast/movie/2018/02/2a3a9b1734d94ed5994fa6eff4903fc9.jpg,온리 더 브레이브.jpg,20178490,장편 | 일반영화 | 드라마 | 133분 28초 | 12세이상관람가 | 미국,2D,[주연] 조슈 브롤린 | 마일즈 텔러 | 제프 브리지스 | 제임스 뱃지 데일 | 테일러 키취 | 제니퍼 코넬리
머니 몬스터,https://www.kobis.or.kr/common/mast/movie/2016/08/468ae07620bc4b7582dc4ff547b7d5eb.jpg,머니 몬스터.jpg,20168182,"장편 | 일반영화 | 스릴러, 범죄, 드라마 | 97분 40초 | 15세이상관람가 | 미국",2D,[주연] 조지 클루니 | 줄리아 로버츠 | 잭 오코넬
"스탠바이, 웬디",https://www.kobis.or.kr/common/mast/movie/2018/04/70d0be737b83481c811f961afc81e86a.jpg,"스탠바이, 웬디.jpg",20176053,장편 | 예술영화 | 드라마 | 93분 0초 | 전체관람가 | 미국,2D,[주연] 다코타 패닝 | 토니 콜렛 | 앨리스 이브 | 토니 레볼로리
트리플 9,https://www.kobis.or.kr/common/mast/movie/2016/03/593508fd1a594a0e96afde89946125e7.jpg,트리플 9.jpg,20162321,"장편 | 일반영화 | 범죄, 스릴러 | 115분 23초 | 청소년관람불가 | 미국",2D,[주연] 치웨텔 에지오포 | 케이트 윈슬렛 | 안소니 마키 | 우디 해럴슨 | 케이시 애플렉 | 노먼 리더스 | 아론 폴
작은 연못,https://www.kobis.or.kr/upload/up_img/cleansing/14/mov_20061214_11.jpg,작은 연못.jpg,20061214,"장편 | 예술영화 | 드라마, 전쟁 | 86분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 문성근 | 전혜진 | 김뢰하(개비 아빠) | 강신일(강씨) | 박광정(박씨) | 민복기 | 김승욱 | 신명철  | 이대연(짱이 고모부) | 임산(피난민들)
뜨거운 안녕,https://www.kobis.or.kr/common/mast/movie/2013/05/96eee1a2414744c28d444035c6330f4a.jpg,뜨거운 안녕.jpg,20127597,"장편 | 일반영화 | 드라마 | 99분 30초 | 12세이상관람가 | 한국, 일본","필름,2D",[주연] 이홍기(충의) | 마동석 | 임원희 | 백진희(안나) | 전민서
잃어버린 도시 Z,https://www.kobis.or.kr/common/mast/movie/2017/08/e96ef665c87140c28e14897d0122aee9.jpg,잃어버린 도시 Z.jpg,20168241,"장편 | 예술영화 | 액션, 어드벤처, 드라마 | 140분 35초 | 12세이상관람가 | 미국",2D,[주연] 찰리 허냄 | 로버트 패틴슨 | 시에나 밀러 | 톰 홀랜드
나츠메 우인장: 세상과 연을 맺다,https://www.kobis.or.kr/common/mast/movie/2018/09/834124ced8e84bfcb5e5aae815478e0b.jpg,나츠메 우인장- 세상과 연을 맺다.jpg,20181879,장편 | 일반영화 | 애니메이션 | 104분 42초 | 전체관람가 | 일본,2D,[주연] 카미야 히로시(나츠메 타카시) | 이노우에 카즈히코(야옹 선생) | 코바야시 사나에(나츠메 레이코)
세상을 바꾼 변호인,https://www.kobis.or.kr/common/mast/movie/2019/05/84edec54764040afb698d4ebc80b971d.jpg,세상을 바꾼 변호인.jpg,20190466,장편 | 예술영화 | 드라마 | 120분 22초 | 12세이상관람가 | 미국,2D,[주연] 펠리시티 존스 | 아미 해머 | 저스틴 세럭스 | 캐시 베이츠 | 샘 워터스톤
비밥바룰라,https://www.kobis.or.kr/common/mast/movie/2017/12/158d269f57064f09bf20f63b77c1b700.jpg,비밥바룰라.jpg,20177473,장편 | 일반영화 | 코미디 | 97분 0초 | 12세이상관람가 | 한국,2D,[주연] 박인환 | 신구 | 임현식 | 윤덕용
적인걸2 : 신도해왕의 비밀,https://www.kobis.or.kr/common/mast/movie/2013/08/79393dae1d184810a772a006f36c1de3.jpg,적인걸2 - 신도해왕의 비밀.jpg,20132262,"장편 | 일반영화 | 미스터리, 액션 | 128분 38초 | 12세이상관람가 | 중국","필름,2D",[주연] 안젤라 베이비(루이지) | 조우정 | 김범(위안전) | 풍소봉
이스케이프,https://www.kobis.or.kr/common/mast/movie/2015/10/4595ca9a28c448749f37de4aaebc555d.jpg,이스케이프.jpg,20154729,"장편 | 일반영화 | 액션, 스릴러 | 103분 10초 | 15세이상관람가 | 미국","필름,2D",[주연] 오웬 윌슨 | 피어스 브로스넌 | 레이크 벨
내 연애의 기억,https://www.kobis.or.kr/common/mast/movie/2014/08/ebe5f82d2472480082153998077cdc5e.jpg,내 연애의 기억.jpg,20149441,"장편 | 예술영화 | 멜로/로맨스, 코미디 | 92분 53초 | 청소년관람불가 | 한국",2D,[주연] 강예원(은진) | 송새벽 | 박그리나
엽문3: 최후의 대결,https://www.kobis.or.kr/common/mast/movie/2016/02/dd1dac25a1cd46c5a069b8d2dbf28a14.jpg,엽문3- 최후의 대결.jpg,20161781,"장편 | 예술영화 | 액션, 드라마 | 104분 37초 | 12세이상관람가 | 홍콩",2D,[주연] 견자단 | 마이크 타이슨 | 슝다이린 | 담요문 | 장진 | 진국곤
크림슨 피크,https://www.kobis.or.kr/common/mast/movie/2015/11/f007007f4a0d40f484fead88339d6465.jpg,크림슨 피크.jpg,20156570,"장편 | 일반영화 | 판타지, 스릴러 | 118분 39초 | 청소년관람불가 | 미국","필름,2D,IMAX",[주연] 톰 히들스턴 | 제시카 차스테인 | 미아 와시코브스카 | 찰리 허냄
스크림 4G,https://www.kobis.or.kr/upload/up_img/2011/05/mov_FE4G31_20110525132146_1.jpg,스크림 4G.jpg,20110182,"장편 | 일반영화 | 미스터리, 공포(호러), 스릴러 | 110분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 니브 캠벨(시드니 프레스콧) | 데이빗 아퀘트(드웨이 라일리) | 헤이든 파네티어(커비 리드) | 엠마 로버츠(질 로버츠) | 커트니 콕스(게일 웨더스-라일리 ) | 루시 헤일(셔리)
갤럭시 히어로즈: 라쳇 앤 클랭크,https://www.kobis.or.kr/common/mast/movie/2016/08/7f1af9746f6a4eeaaf20400a47c2a829.jpg,갤럭시 히어로즈- 라쳇 앤 클랭크.jpg,20163043,"장편 | 예술영화 | 애니메이션, 액션, 어드벤처 | 84분 51초 | 전체관람가 | 미국",2D,[주연] 폴 지아마티 | 존 굿맨 | 벨라 손
"그래, 가족",https://www.kobis.or.kr/common/mast/movie/2017/02/dd79bfabef7e4a829bf7a8a8c5069d79.jpg,"그래, 가족.jpg",20161366,장편 | 일반영화 | 코미디 | 106분 1초 | 12세이상관람가 | 한국,2D,[주연] 이요원 | 정만식(성호) | 이솜 | 정준원
엘리노어 릭비: 그 남자 그 여자,https://www.kobis.or.kr/common/mast/movie/2015/03/9e78adc052aa4667bc88099ecb9bbd42.jpg,엘리노어 릭비- 그 남자 그 여자.jpg,20142884,장편 | 예술영화 | 드라마 | 122분 39초 | 15세이상관람가 | 미국,"필름,2D",[주연] 제임스 맥어보이 | 제시카 차스테인 | 이자벨 위페르 | 윌리엄 허트
마더!,https://www.kobis.or.kr/common/mast/movie/2017/09/c175bee4ec0a4106b8306b04aa3e3da6.jpg,마더!.jpg,20172064,"장편 | 일반영화 | 드라마, 미스터리, 스릴러 | 121분 2초 | 청소년관람불가 | 미국",2D,[주연] 제니퍼 로렌스 | 하비에르 바르뎀 | 에드 해리스 | 미셀 파이퍼
심야식당 2,https://www.kobis.or.kr/common/mast/movie/2017/05/07bb46f69398443abbc9edb991174c39.jpg,심야식당 2.jpg,20173833,장편 | 예술영화 | 드라마 | 107분 53초 | 12세이상관람가 | 일본,2D,[주연] 코바야시 카오루 | 오다기리 죠
에그엔젤 코코밍: 두근두근 핼러윈 파티,https://www.kobis.or.kr/common/mast/movie/2018/08/b60fd5c8b3d249329bb087986c22eac8.jpg,에그엔젤 코코밍- 두근두근 핼러윈 파티.jpg,20180167,장편 | 일반영화 | 애니메이션 | 68분 23초 | 전체관람가 | 일본,2D,[사운드] 이영진(포스트 총괄 및 연출)
하드코어 헨리,https://www.kobis.or.kr/common/mast/movie/2016/05/4098cd25ddc045eeafd7fe82be6f9853.jpg,하드코어 헨리.jpg,20163182,"장편 | 일반영화 | 액션, 어드벤처, SF | 96분 19초 | 청소년관람불가 | 미국, 러시아","2D,4D",[주연] 샬토 코플리 | 해일리 베넷 | 팀 로스
플래닛 51,https://www.kobis.or.kr/upload/up_img/cleansing/46/mov_20090946_3.jpg,플래닛 51.jpg,20090946,"장편 | 일반영화 | 애니메이션, 코미디, 어드벤처, 가족 | 91분 0초 | 전체관람가 | 스페인, 영국","필름,2D,4D",[주연] 드웨인 존슨(캡틴 찰스 T. 베이커) | 제시카 비엘(니라) | 저스틴 롱(렘) | 게리 올드만(그롤 장군) | 숀 윌리암 스콧(스키프) | 존 클리즈(키플교수)
블레어 위치,https://www.kobis.or.kr/common/mast/movie/2016/11/755baab40bfb421d9b32d1ad0b0e1c42.jpg,블레어 위치.jpg,20161162,"장편 | 일반영화 | 공포(호러), 스릴러 | 89분 3초 | 15세이상관람가 | 미국",2D,
베스트 오퍼,https://www.kobis.or.kr/common/mast/movie/2014/05/abf3f61724ae45b79fb29e9c365f705f.jpg,베스트 오퍼.jpg,20148834,"장편 | 예술영화 | 미스터리, 멜로/로맨스 | 130분 55초 | 15세이상관람가 | 이탈리아","필름,2D",[주연] 제프리 러쉬 | 짐 스터게스 | 실비아 획스 | 도날드 서덜랜드
슈퍼윙스 3D,https://www.kobis.or.kr/common/mast/movie/2013/07/539a7ae7c63c4481b9143caf159684a9.jpg,슈퍼윙스 3D.jpg,20130569,"장편 | 일반영화 | 애니메이션, 어드벤처, 코미디 | 76분 0초 | 전체관람가 | 러시아","필름,2D,3D",[주연] 힐러리 더프(윈디) | 조쉬 더하멜(에이스)
송 원,https://www.kobis.or.kr/common/mast/movie/2015/04/7c13e6b103b44aafb0b7f31b439aff3f.jpg,송 원.jpg,20157121,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 88분 38초 | 15세이상관람가 | 미국","필름,2D",[주연] 앤 해서웨이 | 자니 플린
아프리카 마법여행,https://www.kobis.or.kr/upload/up_img/2011/03/mov_9CI8F8_20110322101042_1.jpg,아프리카 마법여행.jpg,20119155,"장편 | 일반영화 | 어드벤처, 드라마, 가족, 판타지 | 93분 0초 | 전체관람가 | 스페인","필름,2D,3D,4D",[주연] 레오노르 와틀링(페이리)
무드 인디고,https://www.kobis.or.kr/common/mast/movie/2014/11/311d64d7f0394cb59cd1e6bd14d24b12.jpg,무드 인디고.jpg,20143343,"장편 | 예술영화 | 드라마, 판타지 | 94분 25초 | 15세이상관람가 | 프랑스, 벨기에","필름,2D",[주연] 로맹 뒤리스 | 오드리 토투 | 게드 엘마레 | 아이사 마이가 | 오마 사이
