,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
20,극장판 레이디버그: 미라클스톤의 비밀,https://www.kobis.or.kr/common/mast/movie/2017/12/ab5c58417c424653bb97e1c07d06803b.jpg,극장판 레이디버그- 미라클스톤의 비밀.jpg,20178444,장편 | 일반영화 | 애니메이션 | 66분 46초 | 전체관람가 | 프랑스,2D,[주연] 여민정 | 남도형
21,"헤일, 시저!",https://www.kobis.or.kr/common/mast/movie/2016/02/f314bc834170455fa4a3c9b87654c09d.jpg,"헤일, 시저!.jpg",20161921,"장편 | 예술영화 | 코미디, 드라마 | 105분 56초 | 12세이상관람가 | 미국",2D,[주연] 조지 클루니 | 조슈 브롤린 | 스칼렛 요한슨 | 랄프 파인즈 | 채닝 테이텀 | 틸다 스윈튼 | 엘든 이렌리치 | 조나 힐
22,아이 엠 러브,https://www.kobis.or.kr/common/mast/movie/2018/06/28d6368fffac4170bc252c1dbd9157d8.jpg,아이 엠 러브.jpg,20110027,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 120분 0초 | 청소년관람불가 | 이탈리아","필름,2D",[주연] 플라비오 파렌티(에도아르도) | 틸다 스윈튼(엠마) | 에도아르도 가브리엘리니(안토니오 ) | 알바 로르와처(엘리사베타)
23,더 플랜,https://www.kobis.or.kr/common/mast/movie/2017/04/229533e9947c4a3ca6868295ef4cfd5a.jpg,더 플랜.jpg,20174561,"장편 | 예술,독립 영화 | 다큐멘터리 | 102분 13초 | 15세이상관람가 | 한국",2D,[주연] 김어준(본인)
24,7번째 내가 죽던 날,https://www.kobis.or.kr/common/mast/movie/2017/04/c5771671b59142c287c04479897749ec.jpg,7번째 내가 죽던 날.jpg,20174803,"장편 | 예술영화 | 드라마, 미스터리 | 98분 20초 | 15세이상관람가 | 미국",2D,[주연] 조이 도이치 | 할스톤 세이지 | 엘레나 캠푸리스 | 로건 밀러
25,서치 아웃,https://www.kobis.or.kr/common/mast/movie/2020/03/6f622072894e4290b6fd0fb5b27d6022.jpg,서치 아웃.jpg,20206190,"장편 | 예술,독립 영화 | 스릴러 | 92분 20초 | 15세이상관람가 | 한국",2D,[주연] 이시언(성민) | 김성철(준혁) | 허가윤(누리) | 김서연(서원)
26,빅 웨딩,https://www.kobis.or.kr/common/mast/movie/2013/06/1e940a035eb4495caa881526e59da7e8.jpg,빅 웨딩.jpg,20138884,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 87분 40초 | 청소년관람불가 | 미국","필름,2D",[주연] 아만다 사이프리드(미시) | 벤 반스(알레한드로) | 로버트 드 니로(돈) | 캐서린 헤이글(라일라) | 다이안 키튼(엘리) | 수잔 서랜든(비비) | 로빈 윌리엄스(모나한 신부) | 토퍼 그레이스(제러드)
27,뱅드림! 필름 라이브 세컨드 스테이지,https://www.kobis.or.kr/common/mast/movie/2021/11/4275d1ddbcf54c9993635f1de72472cb.jpg,뱅드림! 필름 라이브 세컨드 스테이지.jpg,20210752,"장편 | 일반영화 | 애니메이션, 공연 | 84분 58초 | 전체관람가 | 일본",2D,[주연] 아이미(토야마 카스미) | 사쿠라 아야네(미타케 란) | 마에시마 아미(마루야마 아야) | 아이바 아이나(미나토 유키나) | 이토 미쿠(츠루마키 코코로) | 신도 아마네(쿠라타 마시로) | 레이첼(레이야)
28,어메이징 메리,https://www.kobis.or.kr/common/mast/movie/2017/09/285697c8092845728b2018a80902910d.jpg,어메이징 메리.jpg,20173092,장편 | 예술영화 | 드라마 | 101분 2초 | 12세이상관람가 | 미국,2D,[주연] 크리스 에반스 | 맥케나 그레이스 | 린제이 던컨 | 제니 슬레이트 | 옥타비아 스펜서
29,복숭아나무,https://www.kobis.or.kr/common/mast/movie/2012/12/1b15fd48440f404dae9c2ebf5a09b4a4.1,복숭아나무.jpg,20124917,장편 | 일반영화 | 멜로/로맨스 | 106분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 조승우(상현) | 류덕환(동현) | 남상미(승아)
30,"메밀꽃, 운수 좋은 날, 그리고 봄봄",https://www.kobis.or.kr/common/mast/movie/2014/08/af2b2cbe0e084c1896c02d1a3c929eec.jpg,"메밀꽃, 운수 좋은 날, 그리고 봄봄.jpg",20149796,"옴니버스 | 예술,독립 영화 | 애니메이션 | 90분 3초 | 전체관람가 | 한국","필름,2D",[주연] 장광(운수 좋은 날 - 김첨지 목소리) | 엄상현 | 류현경
31,오직 사랑하는 이들만이 살아남는다,https://www.kobis.or.kr/common/mast/movie/2013/12/a87b451e00e04065b62b45da4571b6f7.jpg,오직 사랑하는 이들만이 살아남는다.jpg,20136586,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 123분 9초 | 15세이상관람가 | 영국, 독일, 미국, 프랑스","필름,2D",[주연] 톰 히들스턴(아담) | 틸다 스윈튼(이브) | 미아 와시코브스카(에바)
32,마스터,https://www.kobis.or.kr/common/mast/movie/2013/06/5a2491880fce4135a4c15228792a7d00.jpg,마스터.jpg,20138982,장편 | 예술영화 | 드라마 | 137분 49초 | 청소년관람불가 | 미국,"필름,2D",[주연] 호와킨 피닉스(프레디 퀠) | 필립 세이모어 호프만(랭케스터) | 에이미 아담스(매리 수 도드)
33,만신,https://www.kobis.or.kr/common/mast/movie/2014/02/223f416463104c75aa49440815bb8d0d.jpg,만신.jpg,20123662,"장편 | 예술,독립 영화 | 다큐멘터리, 드라마 | 104분 41초 | 15세이상관람가 | 한국","필름,2D",[주연] 김새론(넘세(유년 김금화)) | 류현경(17세 김금화 ) | 문소리(중년 김금화) | 김금화 | 김경미(조무)
34,코난: 암흑의 시대,https://www.kobis.or.kr/common/mast/movie/2012/03/4388859344bd4d67a5bc90d64d59f98a.jpg,코난- 암흑의 시대.jpg,20125106,"장편 | 일반영화 | 판타지, 액션 | 112분 0초 | 청소년관람불가 | 미국","필름,2D,3D",[주연] 제이슨 모모아(코난) | 레이첼 니콜스(타마라) | 스티븐 랭 | 론 펄먼(코린) | 로즈 맥고완(마리큐)
35,리틀드래곤 코코넛,https://www.kobis.or.kr/common/mast/movie/2015/06/c69b229c081d4570b34465f7a485512f.jpg,리틀드래곤 코코넛.jpg,20150255,장편 | 예술영화 | 애니메이션 | 82분 34초 | 전체관람가 | 독일,"필름,2D",
36,배틀 오브 비보이,https://www.kobis.or.kr/common/mast/movie/2013/12/5d6ac3b2616e40e7af21a1bbc5eb2ae0.jpg,배틀 오브 비보이.jpg,20136575,장편 | 일반영화 | 드라마 | 109분 31초 | 12세이상관람가 | 미국,"필름,2D",[주연] 조쉬 펙 | 조쉬 홀로웨이
37,무한대를 본 남자,https://www.kobis.or.kr/common/mast/movie/2016/10/e1ae2339da90443cac93d58a67492412.jpg,무한대를 본 남자.jpg,20161165,장편 | 예술영화 | 드라마 | 108분 13초 | 12세이상관람가 | 영국,2D,[주연] 데브 파텔 | 제레미 아이언스
38,"땡큐, 대디",https://www.kobis.or.kr/common/mast/movie/2015/03/40434c3f5b464770a7dc40779f4b6af1.jpg,"땡큐, 대디.jpg",20157021,장편 | 예술영화 | 드라마 | 89분 23초 | 전체관람가 | 프랑스,"필름,2D",[주연] 자크 검블린 | 알렉산드라 라미
39,태양 아래,https://www.kobis.or.kr/common/mast/movie/2016/03/cc803b1e383149caaa8ef71f6e9f1592.jpg,태양 아래.jpg,20161842,"장편 | 예술영화 | 다큐멘터리 | 91분 56초 | 전체관람가 | 체코, 러시아, 독일",2D,
40,I AM,https://www.kobis.or.kr/common/mast/movie/2012/03/bf994ac9132d43218b1b3d34d81be480.jpg,I AM.jpg,20113553,장편 | 일반영화 | 다큐멘터리 | 116분 0초 | 전체관람가 | 한국,"필름,2D",[주연] 정윤호 | 심창민(본인) | 서현(본인) | 최수영
41,개들의 섬,https://www.kobis.or.kr/common/mast/movie/2018/05/45fb3c95d3284890b84ae1dfc70211be.jpg,개들의 섬.jpg,20182001,"장편 | 일반영화 | 코미디, 애니메이션, 다큐멘터리 | 101분 1초 | 12세이상관람가 | 미국",2D,[주연] 브라이언 크랜스톤 | 스칼렛 요한슨 | 빌 머레이 | 프란시스 맥도먼드 | 틸다 스윈튼 | 에드워드 노튼
42,괴기맨숀,https://www.kobis.or.kr/common/mast/movie/2021/05/1ccdcde972e2452da9ff368888fe9d7b.jpg,괴기맨숀.jpg,20218345,장편 | 일반영화 | 공포(호러) | 106분 4초 | 15세이상관람가 | 한국,"2D,4D",[주연] 성준(지우) | 김홍파(관리인) | 김보라(다혜) | 지남혁(수리공) | 길지혁(교주)
43,빅 위시,https://www.kobis.or.kr/common/mast/movie/2019/09/3d742412e76244889b578b894a4b4cc6.jpg,빅 위시.jpg,20192589,"장편 | 일반영화 | 판타지, 애니메이션, 어드벤처 | 79분 27초 | 전체관람가 | 멕시코",2D,
44,킬 유어 달링,https://www.kobis.or.kr/common/mast/movie/2014/09/2cdb785db0ab4308889ab2e56da24bad.jpg,킬 유어 달링.jpg,20140459,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 102분 37초 | 청소년관람불가 | 미국","필름,2D",[주연] 다니엘 래드클리프 | 데인 드한 | 엘리자베스 올슨
45,시작은 키스!,https://www.kobis.or.kr/common/mast/movie/2012/05/952ce92116004606b5ac8a2296eb7d5b.jpg,시작은 키스!.jpg,20126408,"장편 | 예술영화 | 코미디, 멜로/로맨스 | 108분 0초 | 12세이상관람가 | 프랑스","필름,2D",[주연] 오드리 토투(나탈리 켈) | 프랑소아 다미앙
46,꼬마 잠수함 올리 2,https://www.kobis.or.kr/common/mast/movie/2014/11/9848b4b128ce4302b16d0df3b8c61b29.jpg,꼬마 잠수함 올리 2.jpg,20143314,장편 | 일반영화 | 애니메이션 | 71분 51초 | 전체관람가 | 미국,"필름,2D",[주연] 김경희 | 최윤정 | 윤세웅 | 서원석 | 박상훈
47,거미줄에 걸린 소녀,https://www.kobis.or.kr/common/mast/movie/2018/11/20e27e3532614dd9a0494d35a6bee874.jpg,거미줄에 걸린 소녀.jpg,20183007,"장편 | 일반영화 | 액션, 스릴러, 범죄 | 115분 15초 | 15세이상관람가 | 미국",2D,[주연] 클레어 포이 | 실비아 획스 | 스베리르 구드나손
48,인어공주 : 새로운 모험의 시작,https://www.kobis.or.kr/common/mast/movie/2016/10/1c68218cb47347e8addfc61907ebb441.jpg,인어공주 - 새로운 모험의 시작.jpg,20162609,장편 | 예술영화 | 애니메이션 | 77분 6초 | 전체관람가 | 중국,2D,
49,다가오는 것들,https://www.kobis.or.kr/common/mast/movie/2016/08/99db1a0d4fde444eb1a2bcb514fc8c23.jpg,다가오는 것들.jpg,20163314,장편 | 예술영화 | 드라마 | 101분 56초 | 15세이상관람가 | 프랑스,2D,[주연] 이자벨 위페르 | 에디뜨 스콥
50,대결,https://www.kobis.or.kr/common/mast/movie/2016/08/9f970aa8c0e74368b246df4b79d06315.jpg,대결.jpg,20162022,장편 | 일반영화 | 액션 | 97분 13초 | 15세이상관람가 | 한국,2D,[주연] 이주승 | 오지호 | 이정진 | 신정근
51,팔로우,https://www.kobis.or.kr/common/mast/movie/2015/03/f31034b4a3eb442290492d8c3561e49a.jpg,팔로우.jpg,20157394,장편 | 예술영화 | 공포(호러) | 99분 56초 | 청소년관람불가 | 미국,"필름,2D",[주연] 마이카 먼로 | 키어 길크리스 | 다니엘 조바토 | 제이크 웨어리
52,클라우즈 오브 실스마리아,https://www.kobis.or.kr/common/mast/movie/2014/11/da72d33f23764ccd83a06cee7b392aaa.jpg,클라우즈 오브 실스마리아.jpg,20142964,"장편 | 예술영화 | 드라마 | 123분 36초 | 15세이상관람가 | 프랑스, 스위스, 독일","필름,2D",[주연] 줄리엣 비노쉬 | 크리스틴 스튜어트 | 클로이 모레츠
53,위크엔드 인 파리,https://www.kobis.or.kr/common/mast/movie/2014/03/cc030b9eac3e4cd0bf0959a0142edac8.jpg,위크엔드 인 파리.jpg,20147880,"장편 | 예술영화 | 드라마, 멜로/로맨스, 코미디 | 99분 0초 | 15세이상관람가 | 영국","필름,2D",[주연] 짐 브로드벤트 | 린제이 던컨
54,극장판 위 베어 베어스: 곰 브라더스,https://www.kobis.or.kr/common/mast/movie/2017/08/25d24f5dd04841ada22c9b6f30a68fb4.jpg,극장판 위 베어 베어스- 곰 브라더스.jpg,20170389,장편 | 일반영화 | 애니메이션 | 61분 55초 | 전체관람가 | 미국,2D,
55,두 교황,https://www.kobis.or.kr/common/mast/movie/2019/10/49cf6311f3de463bacefe9651335e9d2.jpg,두 교황.jpg,20198948,"장편 | 예술영화 | 드라마 | 125분 0초 | 12세이상관람가 | 미국, 영국, 이탈리아, 아르헨티나",2D,[주연] 안소니 홉킨스 | 조나단 프라이스
56,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아,https://www.kobis.or.kr/common/mast/movie/2021/11/2804c628abc243f18c9afbf32f1f4f4b.jpg,극장판 소드 아트 온라인 -프로그레시브- 별 없는 밤의 아리아.jpg,20211831,"장편 | 일반영화 | 애니메이션, 액션, 판타지 | 97분 30초 | 12세이상관람가 | 일본","2D,4D",[주연] 마츠오카 요시츠구(키리토) | 토마츠 하루카(아스나) | 미나세 이노리(미토)
57,너를 만난 여름,https://www.kobis.or.kr/common/mast/movie/2019/10/ec818bd87c3b43528f5e782f1fbc8ec0.jpg,너를 만난 여름.jpg,20194223,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 109분 21초 | 12세이상관람가 | 중국",2D,
58,100일 동안 100가지로 100퍼센트 행복찾기,https://www.kobis.or.kr/common/mast/movie/2019/08/706d6240b1274952ac01d6ee7cb10418.jpg,100일 동안 100가지로 100퍼센트 행복찾기.jpg,20194921,장편 | 예술영화 | 코미디 | 110분 52초 | 15세이상관람가 | 독일,2D,[주연] 플로리안 데이비드 핏츠 | 마티아스 슈바이그호퍼
59,극장판 프리파라 모두 모여라! 프리즘☆투어즈,https://www.kobis.or.kr/common/mast/movie/2016/10/649186e616ef4a3198f710ceed56a3f2.jpg,극장판 프리파라 모두 모여라! 프리즘☆투어즈.jpg,20160261,장편 | 예술영화 | 애니메이션 | 88분 24초 | 전체관람가 | 한국,2D,[원작] 신소피아
60,극장판 유희왕 더 다크 사이드 오브 디멘션즈,https://www.kobis.or.kr/common/mast/movie/2016/06/1fb69aa5216e4c869d9d321800a00cde.jpg,극장판 유희왕 더 다크 사이드 오브 디멘션즈.jpg,20163981,장편 | 일반영화 | 애니메이션 | 130분 38초 | 전체관람가 | 일본,2D,[주연] 엄상현(유희) | 장성호(카이바)
61,마이 블랭키,https://www.kobis.or.kr/common/mast/movie/2014/04/4c0ae3850b0c49698817ca1e88eb7543.jpg,마이 블랭키.jpg,20148347,"장편 | 예술영화 | 애니메이션, 어드벤처, 코미디 | 80분 26초 | 전체관람가 | 스페인, 이탈리아, 프랑스","필름,2D",
62,오픈 더 도어,https://www.kobis.or.kr/common/mast/movie/2020/04/f09e864013034eab9f5f2fb6cdfc265d.jpg,오픈 더 도어.jpg,20206402,"장편 | 일반영화 | 공포(호러), 스릴러 | 88분 48초 | 15세이상관람가 | 러시아",2D,[주연] 블라디미르 브도비첸코프
63,썬키스 패밀리,https://www.kobis.or.kr/common/mast/movie/2019/03/b7cb4a180aec4dc793d81da972a19a6e.jpg,썬키스 패밀리.jpg,20166301,"장편 | 일반영화 | 가족, 멜로/로맨스, 코미디 | 105분 14초 | 15세이상관람가 | 한국",2D,[주연] 박희순 | 진경(유미) | 황우슬혜(미희) | 장성범(철원 ) | 윤보라(경주 역) | 이고은(진해) | 정상훈 | 황우슬혜(미희)
64,꼭두각시,https://www.kobis.or.kr/common/mast/movie/2013/05/a81f896dc7f244c7a2297f2881fbd3e2.jpg,꼭두각시.jpg,20138712,"장편 | 일반영화 | 공포(호러), 스릴러 | 85분 40초 | 청소년관람불가 | 한국","필름,2D",[주연] 이종수(지훈) | 구지성(현진) | 원기준
65,그랜드파더,https://www.kobis.or.kr/common/mast/movie/2016/08/ecb3010a5c324a17b4692937302bf978.jpg,그랜드파더.jpg,20166127,"장편 | 독립영화 | 액션, 드라마 | 91분 56초 | 청소년관람불가 | 한국",2D,[주연] 박근형 | 고보결(박보람 ) | 정진영
66,서스페리아,https://www.kobis.or.kr/common/mast/movie/2019/04/cf217277f0294fcbb1bfd93b21e97ddf.jpg,서스페리아.jpg,20197503,"장편 | 예술영화 | 공포(호러) | 152분 47초 | 청소년관람불가 | 이탈리아, 미국",2D,[주연] 다코타 존슨(수지) | 틸다 스윈튼(블랑) | 미아 고스(사라) | 클로이 모레츠(패트리샤)
67,고백,https://www.kobis.or.kr/common/mast/movie/2021/02/a815a142634e41e69d6e8b162852a8d2.jpg,고백.jpg,20198663,"장편 | 예술,독립 영화 | 드라마, 범죄 | 99분 4초 | 15세이상관람가 | 한국",2D,[주연] 박하선(박오순) | 하윤경(김지원) | 감소현(윤보라) | 서영화(송미연) | 정은표(이병훈)
68,동경가족,https://www.kobis.or.kr/common/mast/movie/2014/06/f943c6e6124b439dbde8c50de7b64aed.jpg,동경가족.jpg,20148997,"장편 | 예술영화 | 가족, 드라마 | 146분 16초 | 전체관람가 | 일본","필름,2D",[주연] 하시즈메 이사오 | 요시유키 카즈코 | 츠마부키 사토시 | 아오이 유우 | 니시무라 마사히코 | 나츠카와 유이
69,뱅가드,https://www.kobis.or.kr/common/mast/movie/2020/12/dca827da2f9c45618c687d5ac6a0d234.jpg,뱅가드.jpg,20202703,장편 | 예술영화 | 액션 | 107분 30초 | 12세이상관람가 | 중국,2D,[주연] 성룡 | 양양
70,학교 가는 길,https://www.kobis.or.kr/common/mast/movie/2021/04/d524e6e1a8fd4ff692652ca22a1c8bb2.jpg,학교 가는 길.jpg,20207582,"장편 | 예술,독립 영화 | 다큐멘터리 | 99분 7초 | 12세이상관람가 | 한국","필름,2D",[주연] 조부용 | 이은자 | 정난모 | 장민희 | 김남연
71,꼬마 니콜라의 여름방학,https://www.kobis.or.kr/common/mast/movie/2014/07/dc003a1f77714a978f33e7fe1ff0f86e.jpg,꼬마 니콜라의 여름방학.jpg,20147284,"장편 | 예술영화 | 코미디, 가족, 드라마 | 92분 10초 | 전체관람가 | 프랑스","필름,2D",[주연] 마테오 부와슬리에 | 카드 메라드 | 발레리 르메시에
72,소명 3 : 히말라야의 슈바이처,https://www.kobis.or.kr/common/mast/movie/2013/05/e141cb7e5a364381919600350d871462.1,소명 3 - 히말라야의 슈바이처.jpg,20119990,장편 | 예술영화 | 다큐멘터리 | 82분 0초 | 전체관람가 | 한국,"필름,2D",[주연] 신애라 | 최화순 | 강원희
73,나는 부정한다,https://www.kobis.or.kr/common/mast/movie/2017/03/d4ed37aa80744e3ab725db261f68f060.jpg,나는 부정한다.jpg,20164829,"장편 | 예술영화 | 드라마 | 109분 51초 | 12세이상관람가 | 영국, 미국",2D,[주연] 레이첼 와이즈 | 톰 윌킨슨 | 티모시 스폴 | 앤드류 스캇
74,더 브레이브,https://www.kobis.or.kr/upload/up_img/2011/02/mov_48A666_20110216100852_1.jpg,더 브레이브.jpg,20119589,"장편 | 일반영화 | 드라마, 서부극(웨스턴) | 110분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 맷 데이먼(라 뷔프) | 조슈 브롤린(톰 채니) | 제프 브리지스(루스터 카그번)
75,초콜렛 도넛,https://www.kobis.or.kr/common/mast/movie/2014/09/2ad1cceaad024f5db87916c0aef247d7.jpg,초콜렛 도넛.jpg,20147691,장편 | 예술영화 | 드라마 | 97분 57초 | 15세이상관람가 | 미국,"필름,2D",[주연] 알란 커밍 | 아이작 레이바 | 가렛 딜라헌트
76,어떤 시선,https://www.kobis.or.kr/common/mast/movie/2013/10/467a663029884dec9e9119074ba3e5e4.jpg,어떤 시선.jpg,20132807,"옴니버스 | 예술,독립 영화 | 드라마 | 108분 39초 | 12세이상관람가 | 한국","필름,2D",[주연] 임성철 | 길해연 | 박주희 | 김한주 | 이영석 | 황재원 | 공명(선재)
77,러브액츄얼리: 크리스마스 에디션,https://www.kobis.or.kr/common/mast/movie/2023/11/8d32a731bc7d46d9906346a0bc86589c.png,러브액츄얼리- 크리스마스 에디션.jpg,20136810,"장편 | 예술영화 | 멜로/로맨스, 드라마, 코미디 | 134분 47초 | 청소년관람불가 | 미국, 영국","필름,2D",[주연] 휴 그랜트 | 콜린 퍼스 | 리암 니슨 | 키이라 나이틀리 | 엠마 톰슨
78,목숨,https://www.kobis.or.kr/common/mast/movie/2014/12/cb3400e433814d2bb2bbe1ddc15e0e86.jpg,목숨.jpg,20141704,장편 | 예술영화 | 다큐멘터리 | 94분 55초 | 12세이상관람가 | 한국,"필름,2D",[주연] 박진우 | 신창열
79,노회찬6411,https://www.kobis.or.kr/common/mast/movie/2021/09/b7790bb3ec494ea0ba50e8b490598260.jpg,노회찬6411.jpg,20203824,"장편 | 예술,독립 영화 | 다큐멘터리 | 126분 49초 | 12세이상관람가 | 한국",2D,[제작] 심재명   |   이은   |   최낙용   |   조돈문(공동제작)   |   서은정(부제작)
