,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
166,퍼펙트 케어,https://www.kobis.or.kr/common/mast/movie/2021/03/1c82abdcfd154788b7d58d95f87b0430.jpg,퍼펙트 케어.jpg,20214848,"장편 | 일반영화 | 범죄, 스릴러 | 118분 38초 | 15세이상관람가 | 미국",2D,[주연] 로자먼드 파이크 | 피터 딘클리지 | 에이사 곤잘레스 | 다이앤 위스트
167,타발루가와 얼음공주,https://www.kobis.or.kr/common/mast/movie/2019/12/48a202d6d9a04ae38ed5ad2b8d090c66.jpg,타발루가와 얼음공주.jpg,20196161,"장편 | 예술영화 | 애니메이션, 어드벤처, 코미디 | 87분 17초 | 전체관람가 | 독일",2D,[주연] 김혜성 | 강은애
168,어떤 만남,https://www.kobis.or.kr/common/mast/movie/2014/06/37649a18581548b9a14043155d5dbb18.jpg,어떤 만남.jpg,20149459,장편 | 예술영화 | 멜로/로맨스 | 81분 35초 | 청소년관람불가 | 프랑스,"필름,2D",[주연] 소피 마르소 | 프랑수아 클뤼제
169,라자루스,https://www.kobis.or.kr/common/mast/movie/2015/06/27bc2aedac4141e2877a0c9bb1f34135.jpg,라자루스.jpg,20159001,장편 | 일반영화 | 공포(호러) | 83분 5초 | 15세이상관람가 | 미국,"필름,2D",[주연] 올리비아 와일드 | 에반 피터스 | 마크 듀플라스
170,몬스터 헌트,https://www.kobis.or.kr/common/mast/movie/2015/10/fd04bd9cf8584a598a3685856daef0e7.jpg,몬스터 헌트.jpg,20155441,"장편 | 예술영화 | 판타지, 액션, 어드벤처 | 116분 56초 | 12세이상관람가 | 중국","필름,2D",[주연] 백백하 | 탕웨이 | 정백연 | 증지위 | 오군여
171,로스트 인 파리,https://www.kobis.or.kr/common/mast/movie/2017/04/1f86b497d7a44b17b1fd03539aa26cf7.jpg,로스트 인 파리.jpg,20174721,"장편 | 예술영화 | 멜로/로맨스, 어드벤처 | 82분 39초 | 12세이상관람가 | 프랑스, 벨기에",2D,[주연] 피오나 고든 | 도미니크 아벨
172,지니어스,https://www.kobis.or.kr/common/mast/movie/2017/03/52ecde5c3ecb43f3af3a450d54f79c09.jpg,지니어스.jpg,20170741,"장편 | 예술영화 | 드라마 | 103분 56초 | 12세이상관람가 | 영국, 미국",2D,[주연] 콜린 퍼스(맥스 퍼킨스 역) | 주드 로(토마스 울프 역) | 니콜 키드먼(엘린 역) | 로라 린니 | 가이 피어스(F. 스콧어니스트 헤밍웨이 역 피츠제럴드 역)
173,피쉬 프렌즈: 알록이의 신기한 모험,https://www.kobis.or.kr/common/mast/movie/2018/07/73080181073e40a0bb4e140dcd8a53a5.jpg,피쉬 프렌즈- 알록이의 신기한 모험.jpg,20188261,"장편 | 일반영화 | 애니메이션, 어드벤처 | 67분 34초 | 전체관람가 | 터키",2D,
174,인천상륙작전 : 익스텐디드 에디션(확장판),https://www.kobis.or.kr/common/mast/movie/2016/09/3ee92fcba8ac40a0bad03612d6adbbdd.jpg,인천상륙작전 - 익스텐디드 에디션(확장판).jpg,20160041,"장편 | 일반영화 | 전쟁, 드라마 | 140분 44초 | 15세이상관람가 | 한국",2D,[주연] 이정재(장학수) | 이범수(림계진) | 리암 니슨(더글러스 맥아더)
175,"쏘아올린 불꽃, 밑에서 볼까? 옆에서 볼까?",https://www.kobis.or.kr/common/mast/movie/2017/12/9afad008a542427a90d51dcc457ff277.jpg,"쏘아올린 불꽃, 밑에서 볼까- 옆에서 볼까-.jpg",20177602,"장편 | 예술영화 | 애니메이션, 멜로/로맨스 | 90분 19초 | 15세이상관람가 | 일본",2D,[주연] 히로세 스즈(나즈나 목소리 역) | 스다 마사키(노리미치 목소리 역) | 미야노 마모루(유스케 목소리)
176,해피 투게더,https://www.kobis.or.kr/common/mast/movie/2018/10/6737550906c045b2b8da0f1a57395064.jpg,해피 투게더.jpg,20189869,"장편 | 일반영화 | 드라마, 코미디 | 110분 30초 | 12세이상관람가 | 한국",2D,[주연] 박성웅 | 송새벽 | 최로운 | 한상혁 | 권해효
177,아이스 로드,https://www.kobis.or.kr/common/mast/movie/2021/07/1466e65bddae447b8745232da09c6ecf.jpg,아이스 로드.jpg,20218567,장편 | 일반영화 | 스릴러 | 109분 38초 | 12세이상관람가 | 미국,2D,[주연] 리암 니슨 | 로렌스 피쉬번 | 홀트 맥칼라니
178,아워 이디엇 브라더,https://www.kobis.or.kr/common/mast/movie/2012/12/d9811b1f10bd473da675a4d3085b098b.jpg,아워 이디엇 브라더.jpg,20120943,"장편 | 예술영화 | 드라마, 가족, 코미디 | 90분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 폴 러드 | 주이 디샤넬 | 엘리자베스 뱅크스 | 에밀리 모티머
179,러브 앤 머시,https://www.kobis.or.kr/common/mast/movie/2015/07/39d1ce83739744a480e60ec5f369d4f5.jpg,러브 앤 머시.jpg,20151821,장편 | 예술영화 | 드라마 | 120분 51초 | 15세이상관람가 | 미국,"필름,2D",[주연] 존 쿠삭 | 폴 다노 | 엘리자베스 뱅크스 | 폴 지아마티
180,수색자,https://www.kobis.or.kr/common/mast/movie/2021/09/9ecad3d347b24328af380508842ba23a.jpg,수색자.jpg,20218758,장편 | 독립영화 | 스릴러 | 110분 54초 | 15세이상관람가 | 한국,2D,[주연] 송창의(강성구 대위) | 송영규(백영철 중령) | 이현균(김택진 군의관)
181,콜드 워,https://www.kobis.or.kr/common/mast/movie/2019/01/43fec5a348304050a33f4ece5f20624c.jpg,콜드 워.jpg,20195790,장편 | 예술영화 | 멜로/로맨스 | 88분 11초 | 15세이상관람가 | 폴란드,2D,[주연] 요안나 쿨릭 | 토마즈 코트
182,재키,https://www.kobis.or.kr/common/mast/movie/2017/01/0408a599174e40689693986924a457db.jpg,재키.jpg,20166707,"장편 | 예술영화 | 드라마 | 99분 35초 | 15세이상관람가 | 칠레, 프랑스, 미국",2D,[주연] 나탈리 포트만 | 피터 사스가드 | 그레타 거윅 | 빌리 크루덥
183,몬스터 섬의 비밀,https://www.kobis.or.kr/common/mast/movie/2017/08/06961b8389a3468085e1f2373228d53e.jpg,몬스터 섬의 비밀.jpg,20172148,장편 | 예술영화 | 애니메이션 | 69분 57초 | 전체관람가 | 멕시코,2D,[주연] 박상우(루카스 목소리) | 조연우(니콜라스 목소리) | 박정욱(노컷 목소리)
184,앙: 단팥 인생 이야기,https://www.kobis.or.kr/common/mast/movie/2015/08/b82397caf5144f2585b66903b7e08baa.jpg,앙- 단팥 인생 이야기.jpg,20151623,장편 | 예술영화 | 드라마 | 113분 26초 | 12세이상관람가 | 일본,"필름,2D",[주연] 키키 키린 | 나가세 마사토시
185,아기돼지 3형제와 매직램프,https://www.kobis.or.kr/common/mast/movie/2017/03/b7d320ee803e47e389659030b5cf4251.jpg,아기돼지 3형제와 매직램프.jpg,20171661,장편 | 일반영화 | 애니메이션 | 78분 8초 | 전체관람가 | 중국,2D,
186,머신건 프리처,https://www.kobis.or.kr/common/mast/movie/2012/03/d7dc5217339e4efa86618f552e39bc67.jpg,머신건 프리처.jpg,20125486,"장편 | 일반영화 | 액션, 드라마, 범죄 | 123분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 제라드 버틀러 | 미셸 모나한 | 매들린 캐롤
187,리멤버 미,https://www.kobis.or.kr/common/mast/movie/2012/02/a87f62ad2b194efc854973d8bc3d95d1.jpg,리멤버 미.jpg,20100826,"장편 | 일반영화 | 멜로/로맨스, 드라마 | 112분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 로버트 패틴슨(타일러 호킨스) | 에밀리 드 라빈(앨리 크레이) | 크리스 쿠퍼(닐 크레이그)
188,중2병이라도 사랑이 하고 싶어! 테이크 온 미,https://www.kobis.or.kr/common/mast/movie/2018/04/bb8e6c9f80574dac95b5015129e8f71d.jpg,중2병이라도 사랑이 하고 싶어! 테이크 온 미.jpg,20183083,장편 | 예술영화 | 애니메이션 | 99분 5초 | 12세이상관람가 | 일본,2D,[주연] 후쿠야마 준(토가시 유타 목소리) | 우치다 마아야(타카나시 릿카 목소리) | 아카사키 치나츠(니부타니 신카 목소리) | 아사쿠라 아즈미(츠유리 쿠민 목소리) | 우에사카 스미레(데코모리 사나에 목소리)
189,더 보이 2: 돌아온 브람스,https://www.kobis.or.kr/common/mast/movie/2020/02/96ad22e11aa8401a90ac93a9eb7099b5.jpg,더 보이 2- 돌아온 브람스.jpg,20204681,"장편 | 일반영화 | 공포(호러), 미스터리, 스릴러 | 86분 26초 | 15세이상관람가 | 미국",2D,[주연] 케이티 홈즈 | 크리스토퍼 컨버리 | 오와인 예만 | 랄프 아인슨
190,귀멸의 칼날: 주합회의·나비저택 편,https://www.kobis.or.kr/common/mast/movie/2022/07/074676de09a94240826f9d53dad41b7a.jpg,귀멸의 칼날- 주합회의·나비저택 편.jpg,20211271,장편 | 일반영화 | 애니메이션 | 105분 49초 | 15세이상관람가 | 일본,2D,[주연] 하나에 나츠키(카마도 탄지로) | 키토 아카리(카마도 네즈코) | 시모노 히로(아가츠마 젠이츠) | 마츠오카 요시츠구(하시바라 이노스케)
191,원 포 더 머니,https://www.kobis.or.kr/common/mast/movie/2012/02/373e3500877c48b48dd7033718618ca3.jpg,원 포 더 머니.jpg,20124023,"장편 | 예술영화 | 멜로/로맨스, 코미디, 범죄 | 91분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 캐서린 헤이글(스테파니 플럼 ) | 제이슨 오마라(조 모렐리 ) | 다니엘 선자타(레인져)
192,뉴 스텝업: 어반댄스,https://www.kobis.or.kr/common/mast/movie/2016/08/3b7432451a6b4c0680ba33cb8efe92a1.jpg,뉴 스텝업- 어반댄스.jpg,20163184,"장편 | 예술영화 | 액션, 드라마 | 96분 13초 | 15세이상관람가 | 뉴질랜드",2D,[주연] 티아 마이피 | 케링튼 페인 | 스탠 워커
193,기적의 오케스트라 - 엘 시스테마,https://www.kobis.or.kr/common/mast/movie/2013/08/9147e045d81d4415a20fee01e5b95b74.jpg,기적의 오케스트라 - 엘 시스테마.jpg,20100740,장편 | 예술영화 | 다큐멘터리 | 104분 0초 | 전체관람가 | 독일,"필름,2D",[주연] 호세 안토니오 아브레우 | 구스타보 두다멜 
194,집 나온 남자들,https://www.kobis.or.kr/upload/up_img/cleansing/47/mov_20090947_11.jpg,집 나온 남자들.jpg,20090947,"장편 | 예술영화 | 코미디, 드라마 | 108분 0초 | 15세이상관람가 | 한국",필름,[주연] 지진희 | 이문식 | 양익준 | 지진희
195,쾌걸 조로리의 대대대대모험,https://www.kobis.or.kr/common/mast/movie/2013/05/668eecc21eae471d82017814bbd6bc32.jpg,쾌걸 조로리의 대대대대모험.jpg,20138350,장편 | 일반영화 | 애니메이션 | 79분 11초 | 전체관람가 | 일본,"필름,2D",[주연] 정태호 | 신보라
196,트레이서,https://www.kobis.or.kr/common/mast/movie/2015/03/29c920f4ef2647079d4913a6d6f0a65c.jpg,트레이서.jpg,20157001,장편 | 일반영화 | 액션 | 93분 32초 | 15세이상관람가 | 미국,"필름,2D",[주연] 테일러 로트너 | 마리 아브게로폴로스
197,배저로와 친구들: 신비한 모험,https://www.kobis.or.kr/common/mast/movie/2017/10/7487546659864e33be3c7f4b62e30ddf.jpg,배저로와 친구들- 신비한 모험.jpg,20174103,"장편 | 예술영화 | 애니메이션, 코미디, 가족, 어드벤처, 뮤지컬, 판타지 | 75분 10초 | 전체관람가 | 노르웨이",2D,[주연] 김기철(투슨 한국어 목소리 ) | 최한(루디우드 한국어 목소리 ) | 안현서(아만다 한국어 목소리 ) | 신경선(라스푸틴 한국어 목소리) | 존 F.브룬고트(투슨 목소리 ) | 헤르만 사바도(루디우드 목소리 ) | 마이 브리트 앤더슨(고스트 목소리 )
198,마크맨,https://www.kobis.or.kr/common/mast/movie/2021/04/1c0f7654378a47438efb017a56abe9c1.jpg,마크맨.jpg,20217278,장편 | 일반영화 | 액션 | 107분 35초 | 15세이상관람가 | 미국,2D,[주연] 리암 니슨
199,극장판 바다 탐험대 옥토넛 : 대산호초 보호작전,https://www.kobis.or.kr/common/mast/movie/2020/10/0ac6727e44074d3f95904c9871b8a226.jpg,극장판 바다 탐험대 옥토넛 - 대산호초 보호작전.jpg,20208448,"장편 | 예술영화 | 애니메이션, 뮤지컬, 어드벤처 | 45분 55초 | 전체관람가 | 영국",2D,[주연] 하성용(바나클) | 정재헌(콰지) | 엄상현(페이소) | 김정은(잉클링) | 김율(트윅) | 한경화(튜닙) | 이재현(코리)
200,모어 댄 블루,https://www.kobis.or.kr/common/mast/movie/2018/11/23f19a0e6026402d8f1a189973184f8b.jpg,모어 댄 블루.jpg,20181764,"장편 | 예술영화 | 멜로/로맨스, 드라마 | 106분 2초 | 12세이상관람가 | 대만",2D,[주연] 류이호 | 진의함
201,원더스트럭,https://www.kobis.or.kr/common/mast/movie/2018/04/1c99505bdc4041a59844cd86f10c919b.jpg,원더스트럭.jpg,20176069,장편 | 예술영화 | 드라마 | 115분 47초 | 전체관람가 | 미국,2D,[주연] 줄리안 무어 | 오크스 페글리 | 미쉘 윌리엄스 | 밀리센트 시몬스
202,바다 탐험대 옥토넛 : 육지수호 대작전,https://www.kobis.or.kr/common/mast/movie/2021/09/5afcf4c3593d44e0b2154e31d7cd3bd5.jpg,바다 탐험대 옥토넛 - 육지수호 대작전.jpg,20210682,"장편 | 일반영화 | 애니메이션, 액션, 어드벤처 | 59분 55초 | 전체관람가 | 영국",2D,[주연] 하성용(바나클) | 정재헌(콰지) | 엄상현(페이소) | 윤승희(대쉬) | 김율(트윅) | 유동균(셸링턴) | 김정은(잉클링) | 한경화(튜닙) | 박성영(포니)
203,왓 이프,https://www.kobis.or.kr/common/mast/movie/2014/10/6f64d2dc20874f36ab60d7b22c4ad9b5.jpg,왓 이프.jpg,20142481,"장편 | 예술영화 | 코미디, 드라마, 멜로/로맨스 | 97분 48초 | 15세이상관람가 | 아일랜드, 캐나다","필름,2D",[주연] 다니엘 래드클리프 | 조 카잔
204,부니베어: 로거빅 컴백홈 프로젝트,https://www.kobis.or.kr/common/mast/movie/2017/06/bc1ed1e5de5647258482fd25e08c2991.jpg,부니베어- 로거빅 컴백홈 프로젝트.jpg,20178121,장편 | 예술영화 | 애니메이션 | 68분 20초 | 전체관람가 | 중국,2D,[주연] 박상훈(브렘블 목소리) | 홍진욱(브라이어 목소리) | 윤세웅(로거빅 목소리) | 임채헌(티키 목소리)
205,달링,https://www.kobis.or.kr/common/mast/movie/2018/03/d46675f7a4954521b953074f85683ff8.jpg,달링.jpg,20182327,"장편 | 예술영화 | 드라마, 멜로/로맨스 | 118분 0초 | 12세이상관람가 | 영국",2D,[주연] 앤드류 가필드 | 클레어 포이 | 톰 홀랜더 | 휴 보네빌
206,구스범스: 몬스터의 역습,https://www.kobis.or.kr/common/mast/movie/2018/10/d53e81c0d42d4737affe79fa04b4ad55.jpg,구스범스- 몬스터의 역습.jpg,20182693,"장편 | 일반영화 | 판타지, 어드벤처 | 89분 40초 | 12세이상관람가 | 미국",2D,[주연] 잭 블랙 | 켄 정 | 매디슨 아이스먼
207,블라인드 멜로디,https://www.kobis.or.kr/common/mast/movie/2019/08/4648c4f77f704d06b635a798329a2bca.jpg,블라인드 멜로디.jpg,20194861,장편 | 예술영화 | 스릴러 | 138분 33초 | 15세이상관람가 | 인도,2D,[주연] 아유쉬만 커라나 | 타부 | 라드히카 압테
208,전원사형,https://www.kobis.or.kr/common/mast/movie/2019/04/d9a71cc0444b4dfcbfe0148909750068.jpg,전원사형.jpg,20190475,장편 | 일반영화 | 드라마 | 99분 0초 | 청소년관람불가 | 일본,2D,
209,판소리 복서,https://www.kobis.or.kr/common/mast/movie/2019/09/0cd0491fa02942808525624024d98bbf.jpg,판소리 복서.jpg,20184243,"장편 | 예술,독립 영화 | 코미디, 드라마 | 113분 33초 | 12세이상관람가 | 한국",2D,[주연] 엄태구(병구) | 이혜리(민지) | 김희원(박관장)
210,서칭 포 슈가맨,https://www.kobis.or.kr/common/mast/movie/2023/09/ed11eaeffd674314bc4d9119e113cdc2.jpg,서칭 포 슈가맨.jpg,20128746,"장편 | 예술영화 | 다큐멘터리 | 86분 0초 | 전체관람가 | 스웨덴, 영국","필름,2D",[주연] 말릭 벤젠룰 | 시스토 로드리게즈
211,당신의 부탁,https://www.kobis.or.kr/common/mast/movie/2018/03/cec5f3ddc8944bc6b15cc44de38bd23f.jpg,당신의 부탁.jpg,20177962,장편 | 예술영화 | 드라마 | 107분 33초 | 15세이상관람가 | 한국,2D,[주연] 임수정(효진 ) | 윤찬영(종욱 )
212,그 사람 그 사랑 그 세상,https://www.kobis.or.kr/common/mast/movie/2015/03/debc8785a0f64d7d8ad1d4eea700809c.jpg,그 사람 그 사랑 그 세상.jpg,20143081,장편 | 예술영화 | 다큐멘터리 | 82분 16초 | 전체관람가 | 한국,"필름,2D",[주연] 강석우 | 최강희 | 이광기
213,골드,https://www.kobis.or.kr/common/mast/movie/2017/02/607109c4df30453a8e0cc7e5a87a311b.jpg,골드.jpg,20170221,"장편 | 예술영화 | 드라마, 어드벤처 | 120분 16초 | 15세이상관람가 | 미국",2D,[주연] 매튜 매커너히 | 브라이스 달라스 하워드 | 에드가 라미레즈
214,쿵푸몽키,https://www.kobis.or.kr/common/mast/movie/2018/01/cf44ff3d53e449e0a37bd9f6c016ebab.jpg,쿵푸몽키.jpg,20178582,장편 | 예술영화 | 애니메이션 | 75분 38초 | 전체관람가 | 중국,2D,
215,매직울프,https://www.kobis.or.kr/common/mast/movie/2017/09/729bc29198714d40a59b0940ff28b65a.jpg,매직울프.jpg,20171369,"장편 | 예술영화 | 애니메이션, 어드벤처, 코미디 | 86분 20초 | 전체관람가 | 러시아",2D,[주연] 톰 펠튼 | 루비 로즈 | 토마스 이안 니콜라스
216,사다코 대 카야코,https://www.kobis.or.kr/common/mast/movie/2016/12/505c1aab733144458a760cf995de8756.jpg,사다코 대 카야코.jpg,20165061,장편 | 일반영화 | 공포(호러) | 98분 42초 | 15세이상관람가 | 일본,2D,[주연] 야마모토 미즈키 | 타마시로 티나
217,러빙 빈센트 : 비하인드 에디션,https://www.kobis.or.kr/common/mast/movie/2018/12/1669c5672f504ae0b54949913b7ecb4c.jpg,러빙 빈센트 - 비하인드 에디션.jpg,20184806,장편 | 예술영화 | 애니메이션 | 106분 55초 | 15세이상관람가 | 영국,2D,[주연] 시얼샤 로넌 | 제롬 플린 | 크리스 오다우드 | 더글라스 부스 | 헬렌 맥크로리
218,아들의 이름으로,https://www.kobis.or.kr/common/mast/movie/2021/04/951dd8127ba64cac9a46e88cba6eea37.jpg,아들의 이름으로.jpg,20200524,"장편 | 예술,독립 영화 | 드라마, 스릴러 | 90분 0초 | 12세이상관람가 | 한국",2D,[주연] 안성기(오채근) | 윤유선(진희) | 박근형(박기준) | 이승호 | 이세은 | 김희찬
219,선샤인 온 리스,https://www.kobis.or.kr/common/mast/movie/2014/07/265702c249574426a67b9933c8dac0d9.jpg,선샤인 온 리스.jpg,20149248,장편 | 예술영화 | 뮤지컬 | 99분 41초 | 12세이상관람가 | 영국,"필름,2D",[주연] 피터 뮬란 | 조지 맥케이 | 제인 호록스 | 안토니아 토마스 | 프레야 메이버 | 케빈 구스리 | 제이슨 플레밍 | 폴 프래니건
220,정글북: 마법 원정대,https://www.kobis.or.kr/common/mast/movie/2019/02/eefb3aad2e1e4436b206d155d2e10b76.jpg,정글북- 마법 원정대.jpg,20197617,"장편 | 일반영화 | 애니메이션, 어드벤처, 판타지 | 80분 12초 | 전체관람가 | 러시아",2D,
221,폰조,https://www.kobis.or.kr/common/mast/movie/2020/09/fe1c6710302f400d92efa4110ab06bca.jpg,폰조.jpg,20183583,"장편 | 예술영화 | 범죄, 드라마 | 103분 41초 | 청소년관람불가 | 미국",2D,[주연] 톰 하디 | 린다 카델리니 | 잭 로던 | 맷 딜런
222,예언자,https://www.kobis.or.kr/common/mast/movie/2011/12/26c7b2f57de342878ff04dad445c44e2.jpg,예언자.jpg,20100073,"장편 | 예술영화 | 드라마, 범죄 | 154분 0초 | 청소년관람불가 | 프랑스","필름,2D",[주연] 타하르 라힘 | 닐스 아르스트럽
223,매직 마이크,https://www.kobis.or.kr/common/mast/movie/2012/07/b803f0c0bc5c4ef9b9a83340b7f590fd.jpg,매직 마이크.jpg,20127706,장편 | 예술영화 | 코미디 | 110분 0초 | 청소년관람불가 | 미국,"필름,2D",[주연] 채닝 테이텀 | 알렉스 페티퍼 | 매튜 매커너히 | 맷 보머 | 올리비아 문
224,양말요정 휴고의 대모험,https://www.kobis.or.kr/common/mast/movie/2018/08/5b4bb4d948ca40549433587be0272aac.jpg,양말요정 휴고의 대모험.jpg,20188446,"장편 | 일반영화 | 어드벤처, 애니메이션 | 77분 1초 | 전체관람가 | 체코, 슬로바키아, 크로아티아",2D,[주연] 조연우(휴고) | 박상우(보스) | 이민형(레네 박사) | 송영인(핑키) | 방지원(러스티)
225,트래쉬,https://www.kobis.or.kr/common/mast/movie/2015/04/43b6151b00254cd7a4da29ab4c8a2739.jpg,트래쉬.jpg,20158703,"장편 | 예술영화 | 어드벤처, 드라마, 스릴러 | 113분 43초 | 15세이상관람가 | 미국","필름,2D",[주연] 루니 마라 | 마틴 쉰 | 릭슨 테베즈
226,킹덤 오브 헤븐: 디렉터스 컷,https://www.kobis.or.kr/common/mast/movie/2020/10/da6490311b89471e882cb250eb1029c0.jpg,킹덤 오브 헤븐- 디렉터스 컷.jpg,20209370,장편 | 일반영화 | 액션 | 189분 20초 | 15세이상관람가 | 영국,2D,[주연] 올랜도 블룸 | 에바 그린 | 리암 니슨 | 제레미 아이언스
227,꼬마영웅 경찰차 프로디2,https://www.kobis.or.kr/common/mast/movie/2014/02/4d0a9b29128b4830835971346553c926.jpg,꼬마영웅 경찰차 프로디2.jpg,20147848,"장편 | 예술영화 | 애니메이션, 어드벤처 | 72분 44초 | 전체관람가 | 노르웨이","필름,2D",[주연] 이선(프로디) | 엄상현(도티)
228,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우,https://www.kobis.or.kr/common/mast/movie/2019/01/cde429ce79f1432796c8853a695d9ab7.png,러브라이브! 선샤인!! 더 스쿨 아이돌 무비 오버 더 레인보우.jpg,20196944,장편 | 일반영화 | 애니메이션 | 100분 22초 | 전체관람가 | 일본,2D,[주연] 이나미 안쥬(타카미 치카 목소리) | 아이다 리카코(사쿠라우치 리코 목소리) | 스와 나나카(마츠우라 카난 목소리) | 코미야 아리사(쿠로사와 다이아 목소리) | 사이토 슈카(와타나베 요우 목소리) | 코바야시 아이카(츠시마 요시코 목소리) | 타카츠키 카나코(쿠니키다 하나마루 목소리) | 스즈키 아이나(오하라 마리 목소리) | 후리하타 아이(쿠로사와 루비 목소리)
229,n번째 이별 중,https://www.kobis.or.kr/common/mast/movie/2020/03/be59a5ad70b044acb5001c48aab7966d.jpg,n번째 이별 중.jpg,20206446,"장편 | 예술영화 | 멜로/로맨스, 코미디 | 104분 27초 | 12세이상관람가 | 미국",2D,[주연] 에이사 버터필드 | 소피 터너
230,하이큐!! 콘셉트의 싸움,https://www.kobis.or.kr/common/mast/movie/2017/12/13dde97b4556494d96af5c89c3f28e26.jpg,하이큐!! 콘셉트의 싸움.jpg,20179286,장편 | 일반영화 | 애니메이션 | 88분 54초 | 12세이상관람가 | 일본,2D,
231,영주,https://www.kobis.or.kr/common/mast/movie/2018/10/16092773cb594abeba34dbaf1e83b59c.jpg,영주.jpg,20177341,"장편 | 예술,독립 영화 | 드라마 | 100분 55초 | 12세이상관람가 | 한국",2D,[주연] 김향기(영주) | 김호정(향숙) | 유재명(상문) | 탕준상(영인)
232,빅 픽처,https://www.kobis.or.kr/common/mast/movie/2013/05/49025c67b4ff44199e4214b5c42d5196.jpg,빅 픽처.jpg,20134044,장편 | 예술영화 | 드라마 | 115분 8초 | 청소년관람불가 | 프랑스,"필름,2D",[주연] 로맹 뒤리스(폴 엑스벤) | 마리나 포이스(사라 엑스벤) | 까뜨린느 드뇌브(앤 다마조) | 닐스 아르스트럽(바르솔로므) | 브랑카 카틱(이바나)
233,쥬로링 동물탐정 극장판,https://www.kobis.or.kr/common/mast/movie/2014/11/287ffaa3a3694fca9f1f2401fb8ebaaf.jpg,쥬로링 동물탐정 극장판.jpg,20134436,"장편 | 예술영화 | 애니메이션, 어드벤처 | 74분 42초 | 전체관람가 | 한국, 일본","필름,2D",[주연] 김서영 | 양정화 | 문남숙
234,슈퍼 버드,https://www.kobis.or.kr/common/mast/movie/2017/03/65b93743fb934fb4a140728ecfba4771.jpg,슈퍼 버드.jpg,20162607,장편 | 예술영화 | 애니메이션 | 80분 11초 | 전체관람가 | 멕시코,2D,[주연] 에드워드 제임스 올모스 | 치치 마린 | 케이트 델 카스틸로
235,모험왕 블링키,https://www.kobis.or.kr/common/mast/movie/2019/01/bfc0d08be3e34657b0a2e2d59ca093d4.jpg,모험왕 블링키.jpg,20196403,"장편 | 일반영화 | 애니메이션, 어드벤처, 가족 | 77분 38초 | 전체관람가 | 호주",2D,[주연] 이선(블링키 한국어 목소리) | 사문영(넛찌 한국어 목소리) | 장민혁(잭코 한국어 목소리)
236,겨울왕국의 무민,https://www.kobis.or.kr/common/mast/movie/2018/01/476abf3ff11a43b5a017fbf7ec153d01.jpg,겨울왕국의 무민.jpg,20179106,"장편 | 예술영화 | 애니메이션, 가족 | 82분 50초 | 전체관람가 | 핀란드, 폴란드",2D,[주연] 빌 스카스가드(무민 목소리) | 알리시아 비칸데르(리틀 미 목소리) | 스텔란 스카스가드(무민 파파 목소리)
237,밀림의 왕자 레오: 세상을 바꾸는 용기,https://www.kobis.or.kr/common/mast/movie/2016/06/384024aeed5a4fea8d62f10d579769a9.jpg,밀림의 왕자 레오- 세상을 바꾸는 용기.jpg,20124552,장편 | 예술영화 | 애니메이션 | 106분 0초 | 전체관람가 | 일본,"필름,2D",[주연] 윤미나(레오 (한국어 목소리))
238,더 프롬,https://www.kobis.or.kr/common/mast/movie/2020/11/b3b7cd5dd474401289ecfdd0e90cd625.jpg,더 프롬.jpg,20200554,"장편 | 일반영화 | 코미디, 뮤지컬 | 131분 8초 | 12세이상관람가 | 미국",2D,[주연] 메릴 스트립 | 제임스 코든 | 니콜 키드먼 | 앤드류 라넬스
239,하이-라이즈,https://www.kobis.or.kr/common/mast/movie/2016/03/3706947714ae474cbc56bc95d6bfb39e.jpg,하이-라이즈.jpg,20162063,장편 | 예술영화 | 스릴러 | 118분 45초 | 청소년관람불가 | 영국,2D,[주연] 톰 히들스턴 | 제레미 아이언스 | 시에나 밀러 | 루크 에반스
240,환상의 그대,https://www.kobis.or.kr/upload/up_img/2011/02/mov_1BG63A_20110210231927_1.jpg,환상의 그대.jpg,20119244,"장편 | 예술영화 | 멜로/로맨스, 코미디 | 98분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 조슈 브롤린 | 안소니 홉킨스(알피) | 안토니오 반데라스(그렉) | 나오미 왓츠(샐리)
241,마리 퀴리,https://www.kobis.or.kr/common/mast/movie/2020/10/76cc9390066944178d34a081ecfa9d0f.jpg,마리 퀴리.jpg,20208961,장편 | 예술영화 | 드라마 | 109분 57초 | 15세이상관람가 | 프랑스,2D,[주연] 로자먼드 파이크 | 샘 라일리 | 안야 테일러 조이
242,메소드,https://www.kobis.or.kr/common/mast/movie/2017/10/56be0020e27448039753f78d9de90969.jpg,메소드.jpg,20173612,장편 | 예술영화 | 드라마 | 81분 55초 | 15세이상관람가 | 한국,2D,[주연] 박성웅 | 윤승아(희원) | 오승훈 | 기도영
