,영화 이름,이미지 링크,이미지 이름,영화 코드,영화 정보,상영타입,주연배우
330,우리는 동물원을 샀다,https://www.kobis.or.kr/upload/up_img/2011/11/mov_215F5B_20111121174402_1.jpg,우리는 동물원을 샀다.jpg,20113472,"장편 | 일반영화 | 가족, 코미디 | 124분 0초 | 전체관람가 | 미국","필름,2D",[주연] 맷 데이먼(벤자민 미) | 스칼렛 요한슨(켈리 포스터)
331,눈의 여왕,https://www.kobis.or.kr/common/mast/movie/2013/02/5de6f7c8d2f145b9b1210654ee9f4d10.jpg,눈의 여왕.jpg,20123421,장편 | 일반영화 | 애니메이션 | 76분 0초 | 전체관람가 | 러시아,"필름,2D,3D",[주연] 박보영(겔다) | 이수근(트롤) | 최수민(눈의여왕) | 장광(허당 임금님 외 다수)
332,목소리의 형태,https://www.kobis.or.kr/common/mast/movie/2024/04/3ce481ee97d747e3b0c5331c1cf5d817.jpg,목소리의 형태.jpg,20170321,"장편 | 일반영화 | 애니메이션, 멜로/로맨스 | 129분 53초 | 전체관람가 | 일본",2D,[주연] 이리노 미유 | 하야미 사오리
333,바울,https://www.kobis.or.kr/common/mast/movie/2018/10/4cd76a0c696941d2997924b0b6142bc2.jpg,바울.jpg,20181171,장편 | 예술영화 | 드라마 | 107분 50초 | 15세이상관람가 | 미국,2D,[주연] 제임스 폴크너 | 제임스 카비젤
334,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,https://www.kobis.or.kr/common/mast/movie/2012/04/e5e4e13350894c109a44e8ea037a4f3c.jpg,짱구는 못말려 극장판- 태풍을 부르는 황금스파이 대작전.jpg,20125427,장편 | 일반영화 | 애니메이션 | 107분 0초 | 전체관람가 | 일본,"필름,2D",[주연] 야지마 아키코(노하라 신노스케(짱구)) | 나라하시 미키(노하라 미사에(짱구 엄마)) | 후지와라 케이지(노하라 히로시(짱구 아빠))
335,울프맨,https://www.kobis.or.kr/upload/up_img/cleansing/29/mov_20090929_3.jpg,울프맨.jpg,20090929,"장편 | 일반영화 | 공포(호러), 스릴러 | 102분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 에밀리 블런트 | 베니치오 델 토로 | 안소니 홉킨스 | 에밀리 블런트 | 휴고 위빙
336,가비,https://www.kobis.or.kr/common/mast/movie/2012/02/d802d654c04e4bd980ee61d98c60bab5.jpg,가비.jpg,20111774,"장편 | 일반영화 | 드라마, 멜로/로맨스, 미스터리 | 115분 0초 | 15세이상관람가 | 한국","필름,2D",[주연] 주진모(일리치) | 김소연(따냐) | 박희순(고종) | 유선(사다코)
337,롤러코스터,https://www.kobis.or.kr/common/mast/movie/2013/09/dbee1514ce1c4c358aed68209f7fba04.jpg,롤러코스터.jpg,20122785,장편 | 일반영화 | 코미디 | 93분 10초 | 15세이상관람가 | 한국,"필름,2D",[주연] 정경호(마준규) | 한성천(기장 한기범) | 최규환(김현기 기자) | 김기천(허승복 회장) | 김병옥(스님) | 김성균
338,헨젤과 그레텔: 마녀 사냥꾼 3D,https://www.kobis.or.kr/common/mast/movie/2013/01/e6cbd62ff3d640aea27e609369b6d3a9.jpg,헨젤과 그레텔- 마녀 사냥꾼 3D.jpg,20133981,"장편 | 일반영화 | 액션, 코미디, 판타지 | 87분 0초 | 청소년관람불가 | 미국, 영국","필름,2D,3D",[주연] 제레미 레너(헨젤 ) | 젬마 아터튼(그레텔) | 팜케 얀센
339,상하이,https://www.kobis.or.kr/upload/up_img/2011/01/mov_F348G3_20110120162831_1.jpg,상하이.jpg,20119277,"장편 | 일반영화 | 드라마, 미스터리, 멜로/로맨스 | 103분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 공리 | 주윤발 | 존 쿠삭 
340,모털 엔진,https://www.kobis.or.kr/common/mast/movie/2018/11/d66ecc37946c42e28fe5f6a4e4794da5.jpg,모털 엔진.jpg,20178825,"장편 | 일반영화 | 액션, 어드벤처, SF | 128분 20초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX",[주연] 헤라 힐마(헤스터 쇼) | 로버트 시한(톰 내츠워디) | 휴고 위빙(테데우스 발렌타인) | 지혜(안나) | 스티븐 랭(슈라이크)
341,친구와 연인사이,https://www.kobis.or.kr/upload/up_img/2011/02/mov_B9JA13_20110210213647_1.jpg,친구와 연인사이.jpg,20119508,"장편 | 일반영화 | 코미디, 멜로/로맨스 | 108분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 나탈리 포트만(엠마) | 애쉬튼 커처(아담)
342,파이스토리 : 악당상어 소탕작전,https://www.kobis.or.kr/common/mast/movie/2012/12/4b44f724336447adbdf636bad093a84c.jpg,파이스토리 - 악당상어 소탕작전.jpg,20122803,"장편 | 일반영화 | 애니메이션 | 80분 0초 | 전체관람가 | 미국, 한국","필름,2D,3D,4D",[주연] 드레이크 벨 | 앤디 딕 | 김병만 | 남보라 | 류담
343,19곰 테드,https://www.kobis.or.kr/common/mast/movie/2012/08/470d018483384179b8a7f56d864fd2cb.jpg,19곰 테드.jpg,20129166,"장편 | 일반영화 | 코미디, 판타지 | 106분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 마크 월버그(존) | 밀라 쿠니스(로리) | 세스 맥팔레인(테드)
344,백 투 더 비기닝,https://www.kobis.or.kr/common/mast/movie/2015/02/1827fb34cd7f4edc9b32ef44005b00e6.jpg,백 투 더 비기닝.jpg,20156161,"장편 | 일반영화 | SF, 스릴러 | 106분 3초 | 15세이상관람가 | 미국","필름,2D,4D",[주연] 조니 웨스턴 | 소피아 블랙 디엘리아 | 샘 러너 | 앨런 에반젤리스타 | 버지니아 가드너
345,저스틴,https://www.kobis.or.kr/common/mast/movie/2013/12/64317cfb507f4858bf240de563625e7b.jpg,저스틴.jpg,20135369,"장편 | 일반영화 | 애니메이션, 어드벤처 | 96분 38초 | 전체관람가 | 스페인","필름,2D,3D",[주연] 박형식(저스틴) | 이순재(순불루처) | 박근형(레그녕티르) | 백일섭(멜섭이데스) | 신구(구야울리오)
346,투모로우랜드,https://www.kobis.or.kr/common/mast/movie/2015/05/e617c858b15d419fa6a5fa14e1cf1a52.jpg,투모로우랜드.jpg,20159748,"장편 | 일반영화 | 액션, 어드벤처, 미스터리, SF | 129분 52초 | 12세이상관람가 | 미국","필름,2D,3D,4D,IMAX",[주연] 조지 클루니 | 휴 로리 | 브릿 로버트슨
347,극장판 도라에몽: 진구의 인어대해전,https://www.kobis.or.kr/upload/up_img/cleansing/79/mov_20100379_3.jpg,극장판 도라에몽- 진구의 인어대해전.jpg,20100379,"장편 | 일반영화 | 애니메이션, 가족, 판타지 | 98분 0초 | 전체관람가 | 일본","필름,2D",[주연] 카카즈 유미(시즈카) | 미즈타 와사비(도라에몽) | 문남숙(도라에몽)
348,나를 차버린 스파이,https://www.kobis.or.kr/common/mast/movie/2018/08/dc7f83837c164f5aa84b7e4d1c63f178.jpg,나를 차버린 스파이.jpg,20187647,"장편 | 일반영화 | 액션, 코미디 | 117분 9초 | 15세이상관람가 | 미국","2D,4D",[주연] 밀라 쿠니스 | 케이트 맥키넌
349,마야,https://www.kobis.or.kr/common/mast/movie/2014/08/5eeb94fb9be8499a852b2a0341a2e4a1.jpg,마야.jpg,20149970,"장편 | 예술영화 | 애니메이션 | 87분 49초 | 전체관람가 | 독일, 호주","필름,2D,3D",[주연] 김서영 | 홍소영
350,악질경찰,https://www.kobis.or.kr/common/mast/movie/2019/03/9f02c476b9c247028ea06881d0861836.jpg,악질경찰.jpg,20197846,"장편 | 일반영화 | 범죄, 드라마 | 127분 4초 | 청소년관람불가 | 한국",2D,[주연] 이선균(조필호 역) | 전소니 | 박해준(권태주) | 송영창(정이향) | 박병은
351,스파이 브릿지,https://www.kobis.or.kr/common/mast/movie/2015/08/25c8689c741243c58a0673e1c1df4bf4.jpg,스파이 브릿지.jpg,20152871,"장편 | 일반영화 | 스릴러, 드라마 | 141분 10초 | 12세이상관람가 | 미국","필름,2D",[주연] 톰 행크스 | 마크 라이런스 | 오스틴 스토웰
352,원더,https://www.kobis.or.kr/common/mast/movie/2021/02/b6a3b450dcf24389ab4653233ccb3cc6.jpg,원더.jpg,20176947,장편 | 예술영화 | 드라마 | 113분 18초 | 전체관람가 | 미국,2D,[주연] 줄리아 로버츠(이사벨) | 오웬 윌슨(네이트) | 제이콥 트렘블레이(어기)
353,장고:분노의 추적자,https://www.kobis.or.kr/common/mast/movie/2013/02/7b98a080ebad489ebb65492af0b7153a.jpg,장고-분노의 추적자.jpg,20126306,"장편 | 일반영화 | 서부극(웨스턴), 드라마 | 165분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 레오나르도 디카프리오 | 제이미 폭스 | 크리스토프 왈츠 | 케리 워싱턴 | 사무엘 L. 잭슨 | 커트 러셀
354,공범자들,https://www.kobis.or.kr/common/mast/movie/2017/07/69ed7748ab0740e685aa3cbe8619fbdf.jpg,공범자들.jpg,20179187,"장편 | 예술,독립 영화 | 다큐멘터리 | 105분 46초 | 15세이상관람가 | 한국",2D,[주연] 이명박 | 김재철 | 김장겸 | 고대영
355,함정,https://www.kobis.or.kr/common/mast/movie/2015/09/884d263495ed457ba6c152e2f79ec5d1.jpg,함정.jpg,20143510,"장편 | 일반영화 | 스릴러, 범죄 | 96분 28초 | 청소년관람불가 | 한국","필름,2D",[주연] 마동석 | 조한선(준식) | 김민경(소연)
356,명탐정 코난 : 코난 실종사건 - 사상 최악의 이틀,https://www.kobis.or.kr/common/mast/movie/2015/01/4ae671abc5f24221b1d5e94c43c265f3.jpg,명탐정 코난 - 코난 실종사건 - 사상 최악의 이틀.jpg,20155761,"장편 | 일반영화 | 애니메이션, 어드벤처, 스릴러 | 91분 36초 | 12세이상관람가 | 일본",2D,
357,파이널 데스티네이션5,https://www.kobis.or.kr/upload/up_img/2011/09/mov_9H3CJ4_20110906100629_1.jpg,파이널 데스티네이션5.jpg,20112050,"장편 | 일반영화 | 공포(호러), 액션 | 92분 0초 | 청소년관람불가 | 미국","필름,2D,3D,IMAX",[주연] 데이비드 코에너
358,쓰리 데이즈,https://www.kobis.or.kr/upload/up_img/2011/03/mov_4E53F3_20110322110356_1.jpg,쓰리 데이즈.jpg,20101378,"장편 | 예술영화 | 범죄, 스릴러, 액션 | 133분 0초 | 15세이상관람가 | 미국, 프랑스","필름,2D",[주연] 러셀 크로우(존 브레넌) | 엘리자베스 뱅크스(라라 브레넌)
359,언브로큰,https://www.kobis.or.kr/common/mast/movie/2015/01/139ac66489524effbeb7fcc0d1cff380.bmp,언브로큰.jpg,20149948,"장편 | 일반영화 | 액션, 드라마, 전쟁 | 137분 23초 | 15세이상관람가 | 미국","필름,2D",[주연] 잭 오코넬 | 도널 글리슨 | 가렛 헤드룬드 | 핀 위트록
360,카우보이 & 에이리언,https://www.kobis.or.kr/upload/up_img/2011/07/mov_8658H5_20110720183125_1.jpg,카우보이 & 에이리언.jpg,20111757,"장편 | 일반영화 | 액션, SF, 스릴러 | 118분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 다니엘 크레이그(제이크 ) | 해리슨 포드(달러하이드 대령) | 올리비아 와일드(엘라 ) | 샘 록웰(덕 )
361,기묘한 가족,https://www.kobis.or.kr/common/mast/movie/2019/01/af50669cb93f44c68e8d0faab4c487f9.jpg,기묘한 가족.jpg,20174169,"장편 | 일반영화 | 코미디, 가족 | 111분 51초 | 12세이상관람가 | 한국",2D,[주연] 정재영(준걸) | 김남길(민걸) | 엄지원(남주) | 이수경(해걸) | 정가람(쫑비) | 박인환(만덕) | 이수경(해걸 역)
362,밤의 여왕,https://www.kobis.or.kr/common/mast/movie/2013/09/41e068d5ab1c4272a4b134ec84c10e31.jpg,밤의 여왕.jpg,20123384,"장편 | 일반영화 | 멜로/로맨스, 코미디 | 113분 7초 | 15세이상관람가 | 한국","필름,2D",[주연] 천정명 | 김민정(희주)
363,노벰버 맨,https://www.kobis.or.kr/common/mast/movie/2014/10/05223719927e4bd38d01adcd19a4ced8.jpg,노벰버 맨.jpg,20140458,"장편 | 일반영화 | 액션, 스릴러 | 101분 52초 | 15세이상관람가 | 미국","필름,2D",[주연] 피어스 브로스넌 | 올가 쿠릴렌코 | 루크 브레이시
364,정글 크루즈,https://www.kobis.or.kr/common/mast/movie/2021/07/0c8342c1d11d4f5d86285040c1db7cec.jpg,정글 크루즈.jpg,20218349,"장편 | 일반영화 | 액션, 어드벤처 | 127분 9초 | 12세이상관람가 | 미국","2D,4D,IMAX,DOLBYCINEMA",[주연] 드웨인 존슨(프랭크) | 에밀리 블런트(릴리) | 에드가 라미레즈
365,비밀은 없다,https://www.kobis.or.kr/common/mast/movie/2016/05/009ee9b3be6f4e579754c1a0f2adee4d.jpg,비밀은 없다.jpg,20140704,장편 | 일반영화 | 스릴러 | 102분 0초 | 청소년관람불가 | 한국,"필름,2D",[주연] 손예진(연홍 ) | 김주혁(종찬 )
366,라스트 크리스마스,https://www.kobis.or.kr/common/mast/movie/2019/11/4271e57cf7384e8c8ebc3a9fe5a2f1f2.jpg,라스트 크리스마스.jpg,20197278,"장편 | 일반영화 | 코미디, 멜로/로맨스 | 102분 51초 | 12세이상관람가 | 미국",2D,[주연] 에밀리아 클라크(케이트) | 엠마 톰슨(아델리아) | 헨리 골딩(톰)
367,소셜포비아,https://www.kobis.or.kr/common/mast/movie/2015/02/ec7f8eb4f899414fb931d9a5dbbf541f.jpg,소셜포비아.jpg,20141602,"장편 | 예술영화 | 스릴러, 드라마 | 102분 20초 | 15세이상관람가 | 한국","필름,2D",[주연] 변요한(지웅) | 이주승 | 하윤경 | 류준열(양게) | 오희준(군인) | 박근록(문혁)
368,월 스트리트: 머니 네버 슬립스,https://www.kobis.or.kr/upload/up_img/cleansing/50/mov_20090950_3.gif,월 스트리트- 머니 네버 슬립스.jpg,20090950,"장편 | 일반영화 | 드라마, 범죄, 스릴러 | 133분 0초 | 12세이상관람가 | 미국","필름,2D",[주연] 샤이아 라보프(제이콥 무어) | 마이클 더글라스(고든 게코) | 캐리 뮬리건(위니 게코) | 수잔 서랜든(실비아 무어) | 찰리 쉰(버드 폭스)
369,적과의 동침,https://www.kobis.or.kr/upload/up_img/2011/04/mov_GIGG0J_20110408134112_1.jpg,적과의 동침.jpg,20119529,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 136분 0초 | 12세이상관람가 | 한국","필름,2D",[주연] 김주혁 | 유해진(재춘 ) | 정려원
370,툼스톤,https://www.kobis.or.kr/common/mast/movie/2014/09/ebf51b8c06e8436c942f4e86056ab4bb.jpg,툼스톤.jpg,20140524,"장편 | 일반영화 | 액션, 범죄, 드라마, 미스터리, 스릴러 | 113분 35초 | 청소년관람불가 | 미국","필름,2D",[주연] 리암 니슨 | 보이드 홀브룩
371,명탐정 코난:감벽의 관,https://www.kobis.or.kr/common/mast/movie/2018/01/786ad5c66a574ee8ae291e0bfceab1ae.jpg,명탐정 코난-감벽의 관.jpg,20078561,장편 | 일반영화 | 애니메이션 | 106분 39초 | 12세이상관람가 | 일본,"필름,2D",[주연] 김선혜(코난 한국어 더빙) | 강수진(남도일 한국어 더빙) | 이현진(유미란 한국어 더빙) | 이용신(정보라 한국어 더빙) | 이정구(유명한 한국어 더빙) | 황원(브라운 박사 한국어 더빙) | 타카야마 미나미 | 야마구치 캇페이 | 야마자키 와카나 | 카미야 아키라
372,캡틴 필립스,https://www.kobis.or.kr/common/mast/movie/2013/10/8eed9db7b4d54d5d966e904b2eec4405.jpg,캡틴 필립스.jpg,20132821,"장편 | 일반영화 | 액션, 드라마 | 133분 53초 | 15세이상관람가 | 미국","필름,2D",[주연] 톰 행크스(리차드 필립스) | 캐서린 키너
373,창문 넘어 도망친 100세 노인,https://www.kobis.or.kr/common/mast/movie/2014/06/03f2a433e37f4386b630c1ec53c8cc9c.jpg,창문 넘어 도망친 100세 노인.jpg,20148728,"장편 | 예술영화 | 어드벤처, 코미디, 드라마 | 114분 31초 | 15세이상관람가 | 스웨덴","필름,2D",[주연] 로버트 구스타프슨 | 이와 위클란더 | 앨런 포드
374,아이 필 프리티,https://www.kobis.or.kr/common/mast/movie/2018/05/dc304c0e37be475293fd7d91db421edf.jpg,아이 필 프리티.jpg,20185081,장편 | 일반영화 | 코미디 | 109분 58초 | 15세이상관람가 | 미국,2D,[주연] 에이미 슈머 | 미쉘 윌리엄스
375,서약,https://www.kobis.or.kr/common/mast/movie/2012/02/a6c815352a0449da9943f03c4f0fc4ff.jpg,서약.jpg,20124874,"장편 | 일반영화 | 드라마, 멜로/로맨스 | 104분 0초 | 15세이상관람가 | 미국, 프랑스, 브라질","필름,2D",[주연] 레이첼 맥아덤즈(페이지 ) | 채닝 테이텀(레오 )
376,미옥,https://www.kobis.or.kr/common/mast/movie/2017/10/afa0aafffd6940579655879c51dcc50d.jpg,미옥.jpg,20161681,"장편 | 일반영화 | 범죄, 액션 | 90분 35초 | 청소년관람불가 | 한국",2D,[주연] 김혜수(현정) | 이선균
377,하늘을 걷는 남자,https://www.kobis.or.kr/common/mast/movie/2015/10/60622737b90c4b0bb8561bf0519f0b51.jpg,하늘을 걷는 남자.jpg,20155101,장편 | 일반영화 | 드라마 | 123분 0초 | 12세이상관람가 | 미국,"필름,2D,3D,4D,IMAX",[주연] 조셉 고든 레빗 | 벤 킹슬리 | 샬롯 르 본
378,사랑은 너무 복잡해,https://www.kobis.or.kr/upload/up_img/cleansing/94/mov_20090894_3.jpg,사랑은 너무 복잡해.jpg,20090894,"장편 | 예술영화 | 멜로/로맨스, 코미디 | 120분 0초 | 청소년관람불가 | 미국","필름,2D",[주연] 메릴 스트립 | 알렉 볼드윈 | 스티브 마틴
379,그레이스 오브 모나코,https://www.kobis.or.kr/common/mast/movie/2014/06/74ba74cd87a04af68c54dc1446906071.jpg,그레이스 오브 모나코.jpg,20148877,"장편 | 예술영화 | 드라마 | 102분 39초 | 12세이상관람가 | 프랑스, 미국, 벨기에, 이탈리아","필름,2D",[주연] 니콜 키드먼 | 팀 로스 | 프랭크 란젤라
380,줄리아의 눈,https://www.kobis.or.kr/upload/up_img/2011/03/mov_J5JHCI_20110308095859_1.jpg,줄리아의 눈.jpg,20119772,"장편 | 일반영화 | 미스터리, 스릴러, 범죄, 공포(호러) | 112분 0초 | 청소년관람불가 | 스페인","필름,2D",[주연] 벨렌 루에다(줄리아 / 사라)
381,뮬란,https://www.kobis.or.kr/common/mast/movie/2020/08/0afa9e80a5204830bef29be70db12da8.jpg,뮬란.jpg,20193822,"장편 | 일반영화 | 어드벤처, 드라마, 가족 | 115분 9초 | 12세이상관람가 | 미국","2D,3D,4D,IMAX,ScreenX,DOLBYCINEMA",[주연] 유역비 | 이연걸 | 공리 | 견자단 | 제이슨 스콧 리
382,레고 무비,https://www.kobis.or.kr/common/mast/movie/2014/02/ca33dbc8c3c74d4b8cefa4a36b6c6de4.jpg,레고 무비.jpg,20136445,"장편 | 일반영화 | 애니메이션, 코미디, 액션, 가족 | 100분 26초 | 전체관람가 | 미국","필름,2D,3D",[주연] 윌 페렐 | 리암 니슨
383,세이빙 산타,https://www.kobis.or.kr/common/mast/movie/2013/11/e6645d50aef04e7abcbde61adbca5384.jpg,세이빙 산타.jpg,20135427,"장편 | 일반영화 | 애니메이션, 코미디, 가족 | 83분 50초 | 전체관람가 | 영국","필름,2D,3D",[주연] 마틴 프리먼 | 팀 커리 | 신동엽(네빌) | 김준면(버나드) | 정은지(샤이니)
384,닌자터틀 : 어둠의 히어로,https://www.kobis.or.kr/common/mast/movie/2016/06/14babf0918c1449fb833654dcd1f3c27.jpg,닌자터틀 - 어둠의 히어로.jpg,20150385,"장편 | 일반영화 | 액션, 어드벤처 | 112분 3초 | 12세이상관람가 | 미국","2D,3D,4D",[주연] 메간 폭스 | 스티븐 아멜 | 로라 린니
385,비행기,https://www.kobis.or.kr/common/mast/movie/2013/11/feed5444f7204ef380a78e998881fcf8.jpg,비행기.jpg,20136308,장편 | 일반영화 | 애니메이션 | 91분 47초 | 전체관람가 | 미국,"필름,2D,3D,4D",[주연] 발 킬머(에코) | 테리 해처(도티) | 세드릭 더 엔터테이너(리드바텀) | 줄리아 루이스 드레퓌스(로첼)
386,극장판 포켓몬스터 XY : 파괴의 포켓몬과 디안시,https://www.kobis.or.kr/common/mast/movie/2015/01/d6f7ea3580f84c67aa8637a1295aacb0.jpg,극장판 포켓몬스터 XY - 파괴의 포켓몬과 디안시.jpg,20142962,장편 | 일반영화 | 애니메이션 | 98분 20초 | 전체관람가 | 일본,"필름,2D,4D",
387,드림 쏭,https://www.kobis.or.kr/common/mast/movie/2016/08/e6413f78623248c5a1f427e39dc489c7.jpg,드림 쏭.jpg,20167154,장편 | 예술영화 | 애니메이션 | 89분 31초 | 전체관람가 | 미국,2D,[주연] J.K. 시몬스 | 루크 윌슨 | 에디 이자드 | 맷 딜런
388,강철대오:구국의 철가방,https://www.kobis.or.kr/common/mast/movie/2012/12/46ab6a3efd084b139e179bc653ef0568.jpg,강철대오-구국의 철가방.jpg,20124070,장편 | 일반영화 | 코미디 | 113분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 김인권 | 유다인(서예린) | 조정석 | 박철민
389,내가 죽던 날,https://www.kobis.or.kr/common/mast/movie/2020/10/851efea6d6664ce4b2b85821945bc2cc.jpg,내가 죽던 날.jpg,20190582,장편 | 일반영화 | 드라마 | 116분 8초 | 12세이상관람가 | 한국,2D,[주연] 김혜수(김현수) | 이정은(순천댁) | 노정의(정세진)
390,어느날,https://www.kobis.or.kr/common/mast/movie/2017/03/c88aea1c573743dd997d5db8593dfa67.jpg,어느날.jpg,20167901,장편 | 일반영화 | 멜로/로맨스 | 113분 32초 | 15세이상관람가 | 한국,2D,[주연] 김남길(강수) | 천우희(미소)
391,명탐정 코난: 비색의 탄환,https://www.kobis.or.kr/common/mast/movie/2021/11/0259e0150f4a4575ae8df03ba09cf04f.jpg,명탐정 코난- 비색의 탄환.jpg,20216710,장편 | 일반영화 | 애니메이션 | 110분 9초 | 12세이상관람가 | 일본,"2D,4D",
392,인플루언스,https://www.kobis.or.kr/upload/up_img/cleansing/00/mov_20100800_3.jpg,인플루언스.jpg,20100800,장편 | 일반영화 | 드라마 | 78분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 이병헌(W) | 한채영(J) | 조재현(고종) | 전노민(김우경) | 김태우(최동훈) | 이제훈(이척(순종)) | 박병은(오드아이)
393,폐가,https://www.kobis.or.kr/upload/up_img/2011/01/mov_7A25GC_20110126151149_1.jpg,폐가.jpg,20100769,장편 | 일반영화 | 공포(호러) | 84분 0초 | 15세이상관람가 | 한국,"필름,2D",[주연] 신경선(완수) | 윤이나(미진) | 전인걸(우람) | 현태호(규석) | 신소율(지영)
394,시카리오: 데이 오브 솔다도,https://www.kobis.or.kr/common/mast/movie/2018/06/3b96dc38d2a24715a5e1dba0ae5acc7d.jpg,시카리오- 데이 오브 솔다도.jpg,20184721,"장편 | 일반영화 | 액션, 범죄, 드라마 | 122분 17초 | 15세이상관람가 | 미국",2D,[주연] 조슈 브롤린 | 베니치오 델 토로 | 이사벨라 모너 | 캐서린 키너
395,순정,https://www.kobis.or.kr/common/mast/movie/2016/01/019883b522e748719a37fc59aef8c268.jpg,순정.jpg,20151021,장편 | 일반영화 | 드라마 | 113분 27초 | 12세이상관람가 | 한국,2D,[주연] 도경수 | 김소현 | 연준석 | 이다윗 | 주다영 | 박용우(형준) | 박해준(민호)
396,포스 카인드,https://www.kobis.or.kr/upload/up_img/cleansing/77/mov_20100077_3.jpg,포스 카인드.jpg,20100077,"장편 | 일반영화 | SF, 미스터리, 스릴러 | 97분 0초 | 15세이상관람가 | 미국","필름,2D",[주연] 밀라 요보비치 | 윌 패튼
397,치즈인더트랩,https://www.kobis.or.kr/common/mast/movie/2018/03/3d3d3710a9794dafb2851b4b030933a3.jpg,치즈인더트랩.jpg,20172244,"장편 | 일반영화 | 멜로/로맨스, 스릴러 | 116분 53초 | 15세이상관람가 | 한국",2D,[주연] 박해진 | 오연서 | 박기웅(백인호) | 유인영(백인하)
398,컨테이젼,https://www.kobis.or.kr/upload/up_img/2011/08/mov_02H6EC_20110819083654_1.jpg,컨테이젼.jpg,20112175,"장편 | 일반영화 | 액션, SF, 스릴러, 미스터리 | 103분 0초 | 12세이상관람가 | 미국","필름,2D,IMAX",[주연] 맷 데이먼(토마스 엠호프 ) | 기네스 팰트로우(베쓰 엠호프 )
399,쓰리데이즈 투 킬,https://www.kobis.or.kr/common/mast/movie/2014/03/8afb4cce1b8c4d67b797a78d680790a1.jpg,쓰리데이즈 투 킬.jpg,20147612,"장편 | 일반영화 | 액션, 스릴러 | 115분 49초 | 15세이상관람가 | 미국","필름,2D",[주연] 케빈 코스트너 | 앰버 허드 | 헤일리 스테인펠드 | 코니 닐슨
400,캐빈 인 더 우즈,https://www.kobis.or.kr/common/mast/movie/2012/05/d9f95e636d3446bc9325e5918ffd13c3.jpg,캐빈 인 더 우즈.jpg,20126566,"장편 | 일반영화 | 공포(호러), 스릴러 | 95분 0초 | 청소년관람불가 | 미국","필름,2D,4D",[주연] 크리스 헴스워스 | 크리스틴 코놀리 | 안나 허치슨 | 프란 크랜즈 | 제시 윌리엄스 | 리차드 젠킨스
401,일곱난쟁이,https://www.kobis.or.kr/common/mast/movie/2014/12/d9c59216413e4e4e960e8da6d171b904.jpg,일곱난쟁이.jpg,20143602,"장편 | 일반영화 | 애니메이션, 어드벤처, 가족 | 87분 17초 | 전체관람가 | 독일","필름,2D,3D",
402,캐시트럭,https://www.kobis.or.kr/common/mast/movie/2021/04/9c5bf111938040b9a08861ec869f8331.jpg,캐시트럭.jpg,20217651,장편 | 일반영화 | 액션 | 118분 34초 | 청소년관람불가 | 미국,"2D,IMAX,DOLBYCINEMA",[주연] 제이슨 스타뎀 | 스콧 이스트우드 | 조쉬 하트넷 | 홀트 맥칼라니 | 제프리 도노반
403,딥,https://www.kobis.or.kr/common/mast/movie/2017/09/3ababf7de20c433e87f0869e691f713e.jpg,딥.jpg,20170964,"장편 | 예술영화 | 애니메이션, 뮤지컬, 어드벤처 | 85분 22초 | 전체관람가 | 스페인",2D,[주연] 심규혁(딥 목소리) | 사문영(앨리/노마 목소리) | 이인성(이보 목소리) | 이지현(모라 목소리)
404,크루즈 패밀리: 뉴 에이지,https://www.kobis.or.kr/common/mast/movie/2021/03/af85dabe165944a6b50a497f7d2b7989.jpg,크루즈 패밀리- 뉴 에이지.jpg,20202585,"장편 | 일반영화 | 애니메이션, 코미디, 어드벤처 | 95분 15초 | 전체관람가 | 미국","2D,4D",[주연] 엠마 스톤(이프) | 라이언 레이놀즈(가이) | 켈리 마리 트란(던) | 니콜라스 케이지(그루그) | 피터 딘클리지(필)
405,극장판 루팡 3세 VS 명탐정 코난,https://www.kobis.or.kr/common/mast/movie/2014/04/859b43a7cff24e44a33272daf6e25b5f.jpg,극장판 루팡 3세 VS 명탐정 코난.jpg,20148648,장편 | 일반영화 | 애니메이션 | 107분 27초 | 12세이상관람가 | 일본,"필름,2D",[주연] 강수진(루팡 3세 목소리 ) | 김선혜(코난 목소리 )
406,잡스,https://www.kobis.or.kr/common/mast/movie/2013/07/9112feb7e14746e19d4990f9b29798ae.jpg,잡스.jpg,20139265,장편 | 일반영화 | 드라마 | 127분 22초 | 12세이상관람가 | 미국,"필름,2D",[주연] 애쉬튼 커처(스티브 잡스) | 조시 게드(스티브 워즈니악) | 더못 멀로니(마이크 마쿨라) | 매튜 모딘(존 스컬리)
